Carrier Frequency,Half Area Carrier,Symmetry Carrier,Weighted Center Carrier
167937175.7628212,255102539.0625,151123046.875,228352009.08775514
174097307.49830627,228906250.0,192138671.875,229975025.826217
141492716.28076172,184179687.5,149291992.1875,198274317.94041735
134061017.02375793,180249023.4375,139892578.125,177766481.45331773
120720005.38285828,78759765.625,146972656.25,121303964.4246969
112699640.26141357,225122070.3125,142944335.9375,160216790.6144071
122954132.63186646,153198242.1875,174316406.25,126533590.2704239
179200791.5262947,223974609.375,239257812.5,230989125.48050237
137966080.02849197,182714843.75,361694335.9375,191553581.91388917
118768477.01517105,118774414.0625,374877929.6875,118776312.26715124
163340435.51663208,195654296.875,275390625.0,225527503.5551733
123594682.02227783,175415039.0625,227661132.8125,135259975.7591288
119038807.38615799,119067382.8125,145751953.125,119049958.65023306
121277554.70425797,127197265.625,255737304.6875,129674093.2038253
115709764.02542877,115917968.75,202026367.1875,116266590.30323862
118353626.7527237,118359375.0,200317382.8125,118605671.73645924
128614718.32568741,163574218.75,203735351.5625,163826913.8217325
143827903.6890564,192919921.875,354492187.5,208023041.99759817
168871978.59474182,218872070.3125,208007812.5,228318151.09834638
112499935.32004547,172460937.5,142456054.6875,114643564.32079689
190436347.53271103,220214843.75,154052734.375,232398675.67487708
191111410.91462708,231738281.25,172973632.8125,232388763.18048045
120687770.47789764,118750000.0,173583984.375,121854547.55951577
184569284.04277802,233422851.5625,252929687.5,232009453.72225112
121999263.2382698,163085937.5,225830078.125,124142872.20933405
114374182.21662521,114379882.8125,125000000.0,114352019.46724305
163487049.7194748,229028320.3125,294311523.4375,233123347.33495948
118737218.3617363,118750000.0,365722656.25,118744571.22535202
118736391.43841171,118750000.0,145507812.5,118738545.50235833
123777145.58781815,126562500.0,335083007.8125,144238909.75105998
153420851.47296906,213476562.5,149536132.8125,219946201.14084813
118997880.45414352,119165039.0625,172607421.875,119025661.74752516
119559483.62288284,119555664.0625,199340820.3125,119649098.20246175
129737054.69089127,129760742.1875,321777343.75,152606280.363465
154338071.13511658,226782226.5625,181030273.4375,217695416.4524112
125808798.7027893,175732421.875,275756835.9375,137053880.08554113
165142641.1277237,227734375.0,172607421.875,226239490.7835932
123987148.57037354,124023437.5,200805664.0625,132199773.92025602
136427643.12364197,181176757.8125,179077148.4375,179015475.19054413
143222419.98582077,182763671.875,165771484.375,198846449.58965024
131189396.36254501,178393554.6875,165649414.0625,158597572.8878417
151193284.50543213,188940429.6875,150634765.625,213874822.1800938
140614668.01174927,183349609.375,140625000.0,192835392.6562349
157113707.06309128,193505859.375,192626953.125,220996269.83507198
127779806.5969696,128125000.0,127807617.1875,146774615.18208027
161092707.6081009,203173828.125,149047851.5625,223859778.2198056
126750923.68908691,127221679.6875,201171875.0,141643268.73134038
123707352.38086319,171093750.0,276855468.75,129250097.38543917
117710354.13328171,117724609.375,125000000.0,117711734.45102684
145628794.6956253,185815429.6875,241943359.375,204402921.94559985
133839044.7105751,180078125.0,365112304.6875,171433261.38412824
147466817.60051346,226660156.25,158325195.3125,209254039.93319386
131972449.21827316,149951171.875,188842773.4375,164748070.0569424
138569410.11434174,182202148.4375,174682617.1875,186365364.88039818
137287027.9201088,182543945.3125,203735351.5625,191181349.14744166
112166831.41270447,185473632.8125,142456054.6875,119796813.82640159
114661232.46567154,114770507.8125,173095703.125,115213302.31392854
135096406.96802902,143212890.625,183349609.375,178158972.8057521
141392683.45422745,184155273.4375,171020507.8125,198219869.92081478
130100629.35570145,130102539.0625,298950195.3125,158324127.33443424
148881345.10593796,203881835.9375,137207031.25,213334431.2152212
116690870.14667511,117871093.75,173217773.4375,117233700.56838384
122492307.9590187,174877929.6875,254028320.3125,130850047.04997347
172778032.45999146,229638671.875,128173828.125,231403214.54658818
116769411.45057297,174121093.75,347045898.4375,122787294.60615899
128480883.64021301,129248046.875,202148437.5,152225201.15864274
152959663.9261551,190087890.625,203857421.875,217292635.98983932
124464172.95846939,125708007.8125,329345703.125,135948397.66471666
164275248.88666534,218164062.5,371337890.625,225943580.97806695
136882656.7127266,253344726.5625,339355468.75,185226141.1591656
142962844.208992,191040039.0625,231933593.75,203483669.63011718
130685729.02450943,177368164.0625,179565429.6875,170578839.48218313
114567370.04742813,114575195.3125,143432617.1875,114551004.4150692
145137902.60837936,225903320.3125,206054687.5,208388509.0253087
129286208.56129456,133056640.625,327270507.8125,164032531.0188846
121752501.8653717,68945312.5,254028320.3125,127417267.21635225
118411945.0887909,118432617.1875,358154296.875,118417766.51342493
155687534.49197388,203784179.6875,233642578.125,220612392.01214275
125173185.86984634,126660156.25,279785156.25,145302594.34279343
157568699.8089447,195068359.375,369262695.3125,223314150.29926386
123545373.4434967,176049804.6875,228637695.3125,139320652.6028843
165194841.2499962,227856445.3125,190551757.8125,227623033.42115375
118789590.07901764,118798828.125,374877929.6875,118797461.95787352
118980388.7430687,118994140.625,172607421.875,119010650.41285527
119403567.34734726,117602539.0625,146118164.0625,119489121.25612381
169692481.31725693,228198242.1875,190673828.125,228322750.2491703
191140265.22049332,235742187.5,203247070.3125,232371358.46734163
191088985.126297,216357421.875,193481445.3125,232371420.5157685
121029477.03080368,121020507.8125,199829101.5625,122200437.79994822
183942055.75858307,230493164.0625,174804687.5,231742795.08003482
120949670.58558655,120947265.625,253295898.4375,123092533.18628234
114025450.94041443,114013671.875,125000000.0,114000785.18387082
118501138.54774857,118505859.375,172363281.25,118498677.13259827
118955394.37041092,118945312.5,363159179.6875,118963075.22184691
120235842.96570969,120239257.8125,146606445.3125,120491176.11345844
173517593.92279816,214746093.75,165893554.6875,229861576.7380403
120555682.36690521,83935546.875,199584960.9375,121136639.89957032
122767688.67115402,169555664.0625,174316406.25,126345531.6087763
179236109.72039413,223217773.4375,364746093.75,231031325.09655517
187960316.93524933,231372070.3125,151489257.8125,232238633.76568404
118207315.63516998,169824218.75,145874023.4375,119341476.73005167
118886395.68497086,171801757.8125,258056640.625,124487993.08735155
180997622.37755203,212573242.1875,184570312.5,231756131.98974824
119941642.49798965,120068359.375,227783203.125,122082004.71813342
168246973.03567123,228393554.6875,198364257.8125,228311396.07844424
131789820.15676117,260717773.4375,147216796.875,230512504.1730425
115879763.62574387,115893554.6875,144287109.375,115891733.27782182
115261877.54195023,115258789.0625,172851562.5,115721202.21684454
117631599.63407898,117626953.125,339965820.3125,117636475.437567
119385715.59306717,119384765.625,200195312.5,119959837.94952528
121238295.99463272,174145507.8125,280273437.5,124853007.70279422
177191176.33736038,215209960.9375,248535156.25,230798300.6702596
147965097.0728264,251684570.3125,161743164.0625,233411999.81710637
125085365.0165062,135424804.6875,125122070.3125,150509346.072925
160207908.4044876,214965820.3125,238891601.5625,225671756.1452307
120558173.90205002,131884765.625,202880859.375,132456305.01369712
170599027.55496597,228100585.9375,233520507.8125,229323264.29754314
116666275.35501862,116650390.625,368896484.375,116674297.67679417
118948252.12794876,118945312.5,145996093.75,119194512.2377173
137233375.77939987,230200195.3125,229614257.8125,208339629.89733428
130953258.64024734,180224609.375,147583007.8125,179990243.5419631
114586335.33397675,114575195.3125,143554687.5,114568648.37444097
146748195.5082054,221997070.3125,264160156.25,212700617.5562608
124716842.65164566,230688476.5625,364868164.0625,180529795.36010122
119017908.48170853,120654296.875,145874023.4375,119110246.33223109
118686566.42497253,118701171.875,362792968.75,118690682.84325059
123135163.51472855,152465820.3125,226318359.375,128751293.72244073
155417107.77314758,204052734.375,162231445.3125,220547912.3322033
125276117.81532288,131982421.875,253906250.0,145319709.55162317
159155969.42230606,193481445.3125,348022460.9375,223636689.4697733
124455418.19451904,129711914.0625,202026367.1875,140066053.6101167
165158514.56658554,218945312.5,127197265.625,227587502.2029108
112481193.28959656,114892578.125,303588867.1875,114852938.67423934
137219304.95406723,175805664.0625,226684570.3125,185492010.08801123
120052703.64812088,120068359.375,280517578.125,121227799.51798257
190083525.30740356,231640625.0,248901367.1875,232441605.03371775
189967908.9825554,232983398.4375,304565429.6875,232355238.60908875
143157359.8360939,193066406.25,374389648.4375,203479307.8149159
132518519.20121765,169555664.0625,345581054.6875,171051994.4126931
112889427.7103157,142016601.5625,321533203.125,114003594.81598595
146163991.0876274,227319335.9375,222778320.3125,208749657.84403983
130822305.98600388,131005859.375,299438476.5625,164457107.1641267
115224227.70713425,115429687.5,202270507.8125,116027605.21101098
122493291.93882751,173413085.9375,254028320.3125,130887529.9511954
175575636.35007858,202709960.9375,148559570.3125,230972825.0469769
119553709.62674332,171020507.8125,201538085.9375,123152027.98020497
119067739.85415268,119067382.8125,145751953.125,119078091.2210019
128604155.81771469,128613281.25,177612304.6875,152269512.06825393
153035361.4338951,190112304.6875,153076171.875,217338478.9268865
124425013.5513382,131835937.5,278198242.1875,135927980.7147944
163777495.48564148,218750000.0,244018554.6875,225717639.5388896
117933603.01171112,117944335.9375,145141601.5625,117932115.39443469
138458563.33872986,182788085.9375,133178710.9375,191787274.47813037
179175121.18844223,229467773.4375,239501953.125,231033085.6514597
122804893.49943161,173120117.1875,174316406.25,126390506.24448527
113763296.69813538,113745117.1875,143188476.5625,113751325.53139526
114576813.96920013,122119140.625,202270507.8125,115465424.40911733
135191507.91327667,141943359.375,295288085.9375,178183580.07952598
141398138.74860382,186108398.4375,213745117.1875,198178287.63834453
173163135.30316162,219067382.8125,167602539.0625,229734818.92808875
130592746.11274719,133618164.0625,143554687.5,158459348.23129776
150119170.6201973,226928710.9375,192138671.875,213612748.91141745
167976466.41713333,228466796.875,166015625.0,228114385.91285768
145674551.7584877,176562500.0,367187500.0,204429119.31863138
134601650.42742157,157153320.3125,136840820.3125,171720811.8685355
148250094.13977432,225903320.3125,148315429.6875,209493913.60640913
132638347.60136795,176928710.9375,179321289.0625,164919826.21301487
117783627.14805222,117797851.5625,257934570.3125,119868273.06367706
179726636.94847488,230322265.625,215332031.25,231544708.49635077
138685581.41516876,182885742.1875,334838867.1875,186409687.72391805
157535756.44979477,194873046.875,226196289.0625,221231586.30795497
128241525.66482925,128808593.75,225830078.125,146935514.1068768
117141632.99019623,117138671.875,365966796.875,117145264.86328517
160910359.06616592,205419921.875,133178710.9375,223865083.62378186
126501259.63611984,156396484.375,226196289.0625,141410323.94588974
114530853.92877579,114526367.1875,172729492.1875,114556412.22802305
117719359.59252167,117724609.375,315307617.1875,117719050.82140698
123852805.37939835,123852539.0625,149291992.1875,129376644.64312012
136620713.1905594,181201171.875,292724609.375,179184717.20218307
118358318.64268112,247729492.1875,142578125.0,213437195.22182834
142613089.63838577,184448242.1875,251342773.4375,198632800.0498273
158394940.007946,254321289.0625,346069335.9375,241227936.28806302
131309206.54647827,151904296.875,272949218.75,158635261.20037887
151357378.7603264,188989257.8125,301635742.1875,213911075.69196975
140443050.83470917,183300781.25,214477539.0625,192694122.18317968
118517456.75383759,117724609.375,145874023.4375,119083052.7011967
129880135.2648468,129858398.4375,129882812.5,152682386.12407485
154404026.43997574,191625976.5625,335205078.125,217741564.7068367
131627016.12598419,180224609.375,326171875.0,177029707.60929868
125921694.41887283,126025390.625,150878906.25,137113635.44381988
138004196.0435791,183300781.25,341918945.3125,196868317.54543033
165312134.23434448,227416992.1875,187377929.6875,226373200.34973308
118601003.655159,118603515.625,200195312.5,118844477.32150978
124704762.25828552,92504882.8125,126342773.4375,132772266.78717299
149383971.04458237,227172851.5625,324462890.625,213427200.53366747
129173522.24747849,131176757.8125,171630859.375,158075028.18883875
173825596.0421524,227734375.0,151367187.5,229921450.80391803
120768498.98476791,119531250.0,251953125.0,121352619.64201872
113952994.36431122,113940429.6875,172607421.875,113942132.04504126
122909452.83545685,164306640.625,174316406.25,126477967.2355288
179244976.9183998,229565429.6875,150878906.25,231063410.81409916
118601138.20073318,118603515.625,365844726.5625,118606997.77206555
152774235.23069382,219116210.9375,208618164.0625,217259277.38276538
128256833.86774063,141113281.25,147949218.75,152128411.29416975
119103763.44136047,119116210.9375,145751953.125,119115852.49805978
117222053.06696701,174072265.625,202636718.75,121356272.15540129
174132038.28180313,225122070.3125,194335937.5,230620584.50720382
120242913.9943161,118017578.125,146606445.3125,120488122.15629698
130023476.21894836,159106445.3125,148315429.6875,170372377.3692994
142031804.7273636,188208007.8125,235961914.0625,203118786.66427073
169687597.7518463,228002929.6875,176025390.625,228314290.04513684
190858464.29045868,251245117.1875,374877929.6875,232372070.13969302
191117875.78725433,216284179.6875,152587890.625,232369231.52309728
121273266.30742264,126611328.125,199707031.25,122446329.03854837
114035241.944767,114038085.9375,125000000.0,114011013.49186528
137041969.1719818,177734375.0,202026367.1875,185312007.20219907
184925739.65864182,230224609.375,125854492.1875,231836559.7599637
121650662.69227219,171020507.8125,226196289.0625,123783393.83238757
124233124.83417511,128759765.625,176147460.9375,139867903.10872725
157255676.84513474,197680664.0625,283813476.5625,223244427.85977596
118771880.19875336,118774414.0625,374877929.6875,118777682.81297559
118391249.0928688,118383789.0625,125000000.0,118392718.17433158
122350072.39559555,122387695.3125,227050781.25,127992437.29538973
119058475.39042282,119116210.9375,172607421.875,119079530.03724027
119536738.46218872,119531250.0,363159179.6875,119633382.53563759
117895435.55438614,117895507.8125,367065429.6875,117902064.47621538
123623977.88768768,164233398.4375,149414062.5,131894973.24248801
118726964.25010681,170654296.875,145874023.4375,118978036.48777233
115454495.78855515,115454101.5625,143920898.4375,115444039.46434762
165250750.6643219,216406250.0,172119140.625,226367601.34339607
138824495.74919128,183520507.8125,200927734.375,197290756.12825423
125784208.862854,174194335.9375,200805664.0625,136854714.11671543
133071849.96265411,172192382.8125,166137695.3125,177437418.54704425
147673561.57835388,213085937.5,147705078.125,212974533.9000956
127020884.46853256,127343750.0,279785156.25,157309398.42991248
119179436.86374664,119702148.4375,146240234.375,119768591.59905897
122002175.0428505,87646484.375,252685546.875,125628391.47727112
178204018.42482376,254638671.875,203979492.1875,230784102.36837167
139530202.8822136,183081054.6875,130615234.375,192336501.27793446
118256762.41809082,201416015.625,329956054.6875,133300153.45532256
148813919.44243622,228466796.875,219238281.25,218560014.3059062
126253332.44900513,177294921.875,153198242.1875,151221499.90749088
171188599.3575859,220214843.75,373779296.875,229261932.46803182
160141811.54027176,215771484.375,136718750.0,225747287.28505048
142910940.30714417,184570312.5,226196289.0625,198774535.08544967
121425648.13873672,148876953.125,148437500.0,133252889.93716753
136429008.82922745,179614257.8125,225952148.4375,178990366.86942402
116368905.69848633,116381835.9375,144531250.0,116387917.07339689
133436126.94638824,181152343.75,190917968.75,183701777.95858902
117564483.57312775,117578125.0,145141601.5625,117648668.63999462
117390141.42247772,117382812.5,144897460.9375,117390025.1521623
127617183.79713821,129443359.375,148071289.0625,146667263.32015145
156683281.1825943,191992187.5,350952148.4375,220921780.30049133
142146753.05523682,228930664.0625,195312500.0,226283599.30391443
187247205.85474777,231298828.125,143066406.25,232506705.96753994
119139787.51212692,148242187.5,255126953.125,120301468.21162258
181752804.55971146,230371093.75,134033203.125,231775579.90104887
120313258.51093292,171435546.875,147094726.5625,122465763.80634905
118726444.13439941,166333007.8125,146606445.3125,124300239.82250364
132318101.59751892,143115234.375,164306640.625,164818039.10987586
147811205.57626343,206835937.5,236450195.3125,209357182.73396662
168678208.77482605,228369140.625,209228515.625,228279911.5127493
113374149.32102585,115258789.0625,374633789.0625,113718519.1396179
138285071.28559113,182788085.9375,227294921.875,191723358.11295867
115451843.08282089,115454101.5625,201782226.5625,115581569.8334557
135336335.43091202,180957031.25,228027343.75,178256819.05379984
141050662.2655487,202734375.0,356079101.5625,198071961.246816
130188548.75975418,130249023.4375,154296875.0,158358838.8363317
150384479.29886246,188867187.5,303222656.25,213711322.35465953
114386977.40038681,172998046.875,143798828.125,117424823.50371478
175034420.08533096,228833007.8125,311645507.8125,230771080.42895764
116594802.10417557,174194335.9375,305541992.1875,122787811.81826659
121792365.28614044,144604492.1875,148437500.0,130188409.30998781
128019926.54184723,128320312.5,326049804.6875,152036466.01209718
152464225.12994766,221997070.3125,264770507.8125,217136806.24714363
124748600.11911392,125708007.8125,226684570.3125,136205603.36713436
164063999.40750122,219580078.125,339843750.0,225996350.933139
137176242.51070404,181958007.8125,179077148.4375,185444714.18318185
112511092.94915771,117333984.375,142456054.6875,114782593.95029993
143542492.157444,190747070.3125,229858398.4375,203641723.12965173
131345936.22136307,175341796.875,131347656.25,170766719.41934913
145964267.1109314,219482421.875,369384765.625,208696392.9136134
129961302.3381691,142089843.75,325683593.75,164247291.1323083
118753763.72011185,118774414.0625,368774414.0625,118761832.14671856
122845194.00033951,138281250.0,330322265.625,128465177.06351762
154229115.70160675,251293945.3125,356933593.75,220198855.66046536
124451942.16947937,136450195.3125,307128906.25,144770676.8440665
162653625.00060272,238232421.875,295410156.25,235399692.19409332
158784665.69502258,210424804.6875,331420898.4375,223542737.74960434
123816987.12037659,132568359.375,202270507.8125,139505039.80744138
129872062.56776047,152319335.9375,249633789.0625,152655862.35138008
154351461.85095596,207250976.5625,144775390.625,217728658.8811897
125967728.48166275,125976562.5,125976562.5,137050014.62523597
165251122.57598495,220019531.25,172119140.625,226354975.75001293
124335345.7816925,127343750.0,149780273.4375,132498461.4411746
136590455.18519592,180566406.25,245361328.125,179162881.7616801
143276119.0054283,224829101.5625,329589843.75,198913419.23815146
131216985.09038162,134619140.625,320434570.3125,158629695.04469728
151234157.4411087,234179687.5,169311523.4375,213858178.36044222
140513243.95438004,183276367.1875,333251953.125,192754910.80655184
157118817.04650116,192382812.5,157592773.4375,220882741.7846724
127821749.61095047,127050781.25,348999023.4375,146783857.71418026
160679192.70888138,194067382.8125,133789062.5,223862066.77569443
126704953.91462326,126782226.5625,148925781.25,141557315.26286438
117467521.54655838,117480468.75,125000000.0,117468328.7892615
123593121.2896843,168994140.625,251464843.75,129169000.97473408
145226533.32613754,185815429.6875,141967773.4375,204246720.44433284
134425562.9232254,184155273.4375,340454101.5625,171651758.4839586
147496717.82370758,208496093.75,286010742.1875,209247119.0544028
132213792.49337387,179174804.6875,164550781.25,164820805.63636804
138597434.43986893,182275390.625,196411132.8125,186372118.4444714
186856022.7357788,240161132.8125,155029296.875,232330035.62309578
118542795.31460571,118505859.375,145996093.75,119692732.04108472
180780605.65037155,216552734.375,161254882.8125,231678778.5993727
118702845.82260895,119726562.5,229003906.25,120825779.2390162
118745675.84091568,174511718.75,286254882.8125,124323864.68444529
167169979.1282196,228466796.875,214233398.4375,228188690.1997626
115286964.2305069,115283203.125,143920898.4375,115300054.01317231
134250728.98711395,181274414.0625,322509765.625,183985357.6367024
115951921.22712708,115966796.875,144409179.6875,116026940.4764392
116932562.14791107,116943359.375,144653320.3125,116930259.94348824
118401791.70209503,110546875.0,200683593.75,118966660.90121064
120698902.55995178,158911132.8125,227783203.125,124324655.46225709
177582902.88004303,238476562.5,299072265.625,230793178.77804032
150376427.49842834,198803710.9375,252197265.625,216874077.14362234
124852676.3356514,130126953.125,281860351.5625,150323956.37289584
171393918.08080673,229003906.25,187500000.0,229295843.82651058
158320300.45461655,253173828.125,310058593.75,244441663.50313044
119449355.99571991,213134765.625,203369140.625,139397256.69549057
117237322.89400482,117285156.25,368164062.5,117244473.9122198
118755802.41612625,118750000.0,145874023.4375,119011065.45339803
115201519.29211807,115209960.9375,143798828.125,115191048.46358696
136853838.1074829,249804687.5,207763671.875,219214240.4383777
130332785.81351852,229516601.5625,149169921.875,197313807.29944256
146631572.93009567,220141601.5625,228149414.0625,212640121.7727077
125362948.78631592,230078125.0,177734375.0,162923172.1034003
118758440.91142654,118750000.0,365478515.625,118761875.05601344
119113671.05045319,119116210.9375,172607421.875,119142941.13779652
119350186.65834045,119335937.5,199462890.625,119436498.96136391
169567121.31847763,216113281.25,308837890.625,228296180.27416897
190047668.4015236,231591796.875,166259765.625,232397498.86576146
190189114.70376587,222509765.625,247680664.0625,231537232.88688856
120941599.35754776,121044921.875,173583984.375,122110984.61979917
111906731.12327957,219555664.0625,301879882.8125,124598663.35756116
184114915.3677826,231372070.3125,150390625.0,231696119.1836026
121263771.7747345,173632812.5,147583007.8125,123412739.64773001
118349804.78121948,118359375.0,374877929.6875,118353907.86501926
119083841.71006775,119165039.0625,145751953.125,119099257.16484864
120226211.38623428,120239257.8125,146606445.3125,120482863.60243124
173861002.81908417,219702148.4375,220092773.4375,229955173.6438644
120592720.2932167,114331054.6875,199584960.9375,121178156.03613827
122881410.1425209,160327148.4375,251464843.75,126460529.95944746
179118698.93398285,249389648.4375,368652343.75,230982752.47088677
145150305.67887878,185961914.0625,368530273.4375,204229947.08252227
134568524.80657196,180175781.25,362792968.75,171684848.45097804
148119150.7802391,164916992.1875,363403320.3125,209511272.9539515
132540360.5522461,174218750.0,342895507.8125,164896505.89587632
138704571.9885292,182299804.6875,356567382.8125,186409066.044383
118092844.19792175,174584960.9375,202758789.0625,124540637.4565449
117454788.84952164,117456054.6875,145507812.5,118566875.77909303
186356854.9484825,231396484.375,258422851.5625,232202974.93364635
157227191.43278885,227392578.125,349609375.0,220925967.68610606
128247063.69412231,172680664.0625,225830078.125,146951694.83251446
161009742.60666275,194921875.0,298706054.6875,223841069.34877834
126585116.91440964,176342773.4375,275878906.25,141521800.94372436
115453788.57056808,115454101.5625,172851562.5,115515602.31259507
131574056.34835815,252783203.125,147827148.4375,239222664.5178508
123782579.89581299,116210937.5,251220703.125,129306106.9897251
117251191.8005867,117260742.1875,355102539.0625,117252681.49400748
136695039.8101883,163769531.25,200439453.125,179253458.22457203
143191715.67243958,184643554.6875,228027343.75,198906288.287823
169652487.53068542,229077148.4375,133666992.1875,229383659.84692454
122833686.83529282,231298828.125,177001953.125,178672553.76996893
130090138.10723114,131689453.125,323120117.1875,158331032.75041202
146880225.51752853,270581054.6875,164428710.9375,255503686.01396853
151308231.91469955,188940429.6875,263061523.4375,213889445.9638785
140683182.27466202,183471679.6875,170654296.875,192870044.8071119
176705308.25824738,220336914.0625,348754882.8125,230851137.98326406
120777069.09375763,154516601.5625,200927734.375,124394834.86172318
129820470.3442154,129785156.25,345581054.6875,152678175.71726143
124667774.22005463,230761718.75,132568359.375,181662378.17315137
154422547.27415466,220410156.25,162597656.25,217744685.0979259
146016945.27466583,225317382.8125,351806640.625,212469539.72910953
125822010.46199799,130541992.1875,275756835.9375,136823303.3947699
165304059.13220596,220727539.0625,296752929.6875,226367751.78110054
115278364.76626968,115258789.0625,143798828.125,115264777.75720422
124660991.41650772,125024414.0625,225830078.125,132778051.0791738
117664683.3894844,117651367.1875,172485351.5625,117667262.88185808
118039523.43060684,118041992.1875,172607421.875,118064959.41106361
122168779.74938583,160180664.0625,148437500.0,127837669.26982321
118680420.83712006,118676757.8125,125000000.0,118680913.01354915
155022898.85663986,208691406.25,373168945.3125,220416440.45841295
126068872.02825165,127490234.375,328979492.1875,145832774.698467
118312963.62428284,118334960.9375,365112304.6875,118320321.35430998
164364126.12845993,228808593.75,144897460.9375,227461909.66447318
159371078.24609375,195849609.375,193603515.625,223770662.09007686
124916816.18578339,131323242.1875,330078125.0,140436072.1023157
111819994.42479324,259960937.5,210083007.8125,200737401.89026847
121321701.20273209,170214843.75,200195312.5,123469455.9123987
184021917.80911636,230468750.0,208984375.0,231694071.62996718
137061852.28944016,182006835.9375,338989257.8125,185354634.49812016
115485320.99063873,115478515.625,143920898.4375,115478148.99350907
169640380.58707428,241406250.0,234985351.5625,228311473.58777592
143564635.12683868,190307617.1875,373291015.625,203634368.41307625
131267819.65222931,179614257.8125,324829101.5625,170709521.53337875
145820192.3113098,186572265.625,183349609.375,208609151.03508297
130880061.43239975,159887695.3125,275268554.6875,164506891.3310575
120019649.18609238,129101562.5,199462890.625,120268653.1778462
115914274.28198242,115917968.75,201904296.875,116442070.00473636
173877816.45794678,229028320.3125,125732421.875,230521417.3688012
117030006.79391861,174194335.9375,145629882.8125,121660499.12658806
123144171.86425781,84912109.375,279174804.6875,131472145.7152339
128244646.77859116,128247070.3125,128295898.4375,152110312.9638338
153494041.93754578,214111328.125,128662109.375,217411931.62760234
125339141.83486176,125048828.125,125366210.9375,136721224.8365586
164562137.6145439,214746093.75,370117187.5,226134310.53479916
113415640.33504486,113427734.375,288818359.375,113893831.77499905
139128910.0342064,182983398.4375,358520507.8125,192140183.10836977
117046170.29697037,117089843.75,145019531.25,117276830.66760744
120672915.76271439,120532226.5625,146972656.25,121255463.36123179
135134593.22981644,177246093.75,229003906.25,178147982.24361426
142650704.7128601,182543945.3125,351928710.9375,198662916.89489666
129530937.41448212,173925781.25,324462890.625,158179090.44858468
149908992.18803787,196728515.625,269653320.3125,213581369.6384394
130836650.0142746,156396484.375,202270507.8125,158527661.13156793
150503492.56578064,192431640.625,266723632.8125,213720009.69173372
135878169.44842148,180346679.6875,361816406.25,178495134.2877011
142510458.5231514,184448242.1875,146850585.9375,198615133.43687242
140804712.9450493,183447265.625,204711914.0625,192914287.98283014
125731027.71026611,125756835.9375,300903320.3125,137145067.24361324
164537575.74577332,227612304.6875,237182617.1875,226107813.14808318
129507490.37691498,129516601.5625,177734375.0,152567562.96637198
153646298.62553406,190283203.125,164794921.875,217483898.03714874
124869796.0925026,172875976.5625,250854492.1875,132852324.94380713
148565710.63553238,195825195.3125,343017578.125,209652343.3861141
132857923.05627441,132983398.4375,162719726.5625,164960218.28422722
145622522.12397766,185742187.5,201660156.25,204416499.6512055
134589800.9956398,179150390.625,182495117.1875,171708338.72855785
138421522.8272438,182250976.5625,131469726.5625,186250453.1903854
161170532.87363052,227392578.125,132324218.75,223834427.6482074
126862505.61944199,126879882.8125,176391601.5625,141663865.43955296
157778499.8739891,192529296.875,330810546.875,221315048.6575769
128292885.41839981,128320312.5,274536132.8125,146982069.73021102
116249435.26631165,116259765.625,347167968.75,116249529.00747651
123481694.83478165,146118164.0625,149169921.875,129052359.97062516
123212787.87807846,126489257.8125,279052734.375,131530684.89727907
168495082.32641602,229199218.75,136840820.3125,229648098.77082753
123220273.54072952,138720703.125,149414062.5,134921574.07463384
162304685.83208466,228198242.1875,360107421.875,225666103.7976351
126546408.15698624,178344726.5625,127075195.3125,151369159.62825254
151859420.52302933,189672851.5625,132446289.0625,216949571.89103904
138674266.80014038,182885742.1875,359619140.625,191923633.29855585
129029991.35403442,129833984.375,350219726.5625,158021416.08416593
148793442.22870255,204882812.5,148803710.9375,213305953.03891897
113876795.67802429,113867187.5,143188476.5625,113850454.21862176
132741700.88209152,179223632.8125,323608398.4375,177363523.42266652
139273274.94699097,193823242.1875,155273437.5,197433566.0495049
117112570.71608353,117114257.8125,230590820.3125,119155939.30430776
179504674.84220123,228564453.125,152709960.9375,231402730.3276004
118452944.50229645,118457031.25,320556640.625,118455840.92310116
121315225.7789154,158422851.5625,254638671.875,126987778.57843032
115493775.60876465,165087890.625,173583984.375,117604452.52605635
183589174.3392563,237182617.1875,189575195.3125,233854286.00510788
159900686.66882324,227661132.8125,186523437.5,223775136.94832462
125136468.98177338,134716796.875,227294921.875,140580106.2824558
155585169.58768463,204199218.75,179931640.625,220613741.32020444
127057442.3045845,174780273.4375,276611328.125,146382478.42651623
113856653.25812912,119506835.9375,172851562.5,115156913.83901267
113852792.83432007,113867187.5,143310546.875,114193722.57910164
136048180.52228546,181689453.125,182495117.1875,184724336.59904075
146544704.03512192,225903320.3125,327636718.75,208885282.39605597
131468156.30496979,178833007.8125,369628906.25,164646758.09158158
143595659.6297264,185351562.5,310546875.0,203670430.2580657
132796890.26893616,175683593.75,188354492.1875,171138515.4499866
120117688.16230011,120092773.4375,255371093.75,123731803.03371957
175442511.3633423,251831054.6875,175781250.0,230824763.67083055
140768149.57647705,183398437.5,127807617.1875,192887328.41966292
120647727.26937485,135986328.125,283813476.5625,129027119.7805099
118364522.71734238,118286132.8125,200683593.75,118920822.41921444
173332544.89388657,188696289.0625,125244140.625,229742437.46405613
159591880.43006897,228393554.6875,207153320.3125,226359381.43932688
142334108.04543686,184252929.6875,189208984.375,198545757.82964146
