File_name,signal,trap,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting x position [metres],Starting y position [metres],Starting z position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_0e673a21-a928-4942-a7cf-52a74b5e788a.h5,signal1,Harmonic,1.0048571427712552,27010477632.783752,118640031.97858429,18575.0,26891837600.80517,89.5,0.00036807513820627595,-0.0025678131579413856,0.0,[-76684028.43859605 -17701673.19281574    686810.00908256],1e-09,496.0135200823229,154.60765618550025,0.02,0.005
out_86b606ec-5df9-4fbe-85f5-52ec535c2f06.h5,signal1,Harmonic,1.0048571427712552,27008225087.8446,116387487.03943253,18575.0,26891837600.80517,89.5,0.0005743754577308868,0.00380958498257197,0.0,[47779223.38951373 62537470.87699986  -686810.00908256],1e-09,496.0438683468108,154.60765618550025,0.02,0.005
out_9b95c6d1-3610-4450-b475-9ae0d5077690.h5,signal1,Harmonic,1.0048571427712552,27011302901.793568,119465300.9883995,18575.0,26891837600.80517,89.5,-0.00014927712696411675,0.0015885250248770986,0.0,[78651467.59740001  2781383.85912441  -686810.00908256],1e-09,496.00240462733046,154.60765618550025,0.02,0.005
out_c0724d4e-258d-4dc8-a37e-908793218457.h5,signal1,Harmonic,1.0048571427712552,27008618802.75414,116781201.9489708,18575.0,26891837600.80517,89.5,0.0021916757067705303,0.002667064136242375,0.0,[54696131.51071474 56587301.12984059  -686810.00908256],1e-09,496.0385629242514,154.60765618550025,0.02,0.005
out_f7133685-5b88-429d-bb10-c144e712cdef.h5,signal1,Harmonic,1.0048571427712552,27010485868.74119,118648267.93602371,18575.0,26891837600.80517,89.5,-0.0014472106075135854,-0.001381990815163993,0.0,[66974119.17112853 41331063.53153926  -686810.00908256],1e-09,496.013409144418,154.60765618550025,0.02,0.005
out_f38ae7cc-ce72-4b94-8afd-9c0819f8ab96.h5,signal1,Harmonic,1.0048571427712552,27008718961.15502,116881360.34985352,18575.0,26891837600.80517,89.5,-0.0028472663320556137,-0.0008729460019710625,0.0,[ 52779717.69309037 -58378856.20354636   -686810.00908256],1e-09,496.03721332493905,154.60765618550025,0.02,0.005
out_42876807-d5fd-4bb4-b3af-d39208d51654.h5,signal1,Harmonic,1.0048571427712552,27008225561.73269,116387960.92752075,18575.0,26891837600.80517,89.5,0.0031996450639564604,0.002363809656021167,0.0,[ -7690661.60551148 -78323962.97089526   -686810.00908256],1e-09,496.0438619607897,154.60765618550025,0.02,0.005
out_c15cb3f2-aee3-4f4e-aa21-6da88ce22b35.h5,signal1,Harmonic,1.0048571427712552,27010235500.936317,118397900.13114929,18575.0,26891837600.80517,89.5,-0.002165801661489331,0.0012498818627530322,0.0,[-47521798.81093105  62733309.24771985    686810.00908256],1e-09,496.0167816639265,154.60765618550025,0.02,0.005
out_29f1362b-956d-4262-a196-6ab503f7a1bc.h5,signal1,Harmonic,1.0048571427712552,27008650061.844845,116812461.03967667,18575.0,26891837600.80517,89.5,-0.001275729037436205,-0.0030221620629642156,0.0,[48921294.86147817 61648165.91329356   686810.00908256],1e-09,496.0381417161768,154.60765618550025,0.02,0.005
out_0f264a4e-2f4f-4814-b710-42c1247a2cc0.h5,signal1,Harmonic,1.0048571427712552,27010484782.395325,118647181.59015656,18575.0,26891837600.80517,89.5,0.0020168065326088124,0.00014215262909978875,0.0,[-78364029.34176281   7271062.97043274   -686810.00908256],1e-09,496.01342377742856,154.60765618550025,0.02,0.005
out_c4f18b31-fced-412b-9e39-643502188d48.h5,signal1,Harmonic,1.0048571427712552,27008438217.1978,116600616.39263153,18575.0,26891837600.80517,89.5,-0.0027042567455274084,0.002625267370838857,0.0,[-17315457.83200373  76772158.83029968    686810.00908256],1e-09,496.04099631704406,154.60765618550025,0.02,0.005
out_cd799053-4b18-48d5-9ef7-7743d09d359e.h5,signal1,Harmonic,1.0048571427712552,27009439788.695385,117602187.89021683,18575.0,26891837600.80517,89.5,-0.002345895837527008,-0.0021681749465817407,0.0,[14428632.73453301 77366685.39370562   686810.00908256],1e-09,496.02750119445903,154.60765618550025,0.02,0.005
out_61c0b7d2-643e-4653-9b25-8ec096bd324c.h5,signal1,Harmonic,1.0048571427712552,27011623165.788177,119785564.98300934,18575.0,26891837600.80517,89.5,-0.0004955133570045649,-0.00014826651079703323,0.0,[-42341117.26670585  66340178.17283674   -686810.00908256],1e-09,495.9980915034427,154.60765618550025,0.02,0.005
