File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_ad72bd29-7bf2-4ab3-a40e-b5bd8e921095.h5,1.0048571427712552,27065934908.303474,174097307.49830627,18575.0,26891837600.80517,86.8,[0.00125 0.      0.     ],[-62863432.07983475 -47150275.6978833   -4393354.99849868],1e-09,495.2704802665574,154.60765618550025,0.02,0.005
out_b154023a-7eee-4f46-8b2e-32d90afcf5cc.h5,1.0048571427712552,27033330317.08593,141492716.28076172,18575.0,26891837600.80517,87.7,[0.00295 0.      0.     ],[-59513020.85376109 -51405109.4173621   -3158517.69570215],1e-09,495.7063711592346,154.60765618550025,0.02,0.005
out_2677c6a1-c973-46bd-9bd4-10a0dfa33bfd.h5,1.0048571427712552,27025898617.828926,134061017.02375793,18575.0,26891837600.80517,88.0,[0.0028 0.     0.    ],[-9990963.9190267  78018570.5131993   2746717.02781569],1e-09,495.8061079995817,154.60765618550025,0.02,0.005
out_92f1c87d-10ce-4cbd-a687-46526015ce53.h5,1.0048571427712552,27012557606.188026,120720005.38285828,18575.0,26891837600.80517,89.3,[0.0001 0.     0.    ],[29714606.65135165 72872345.82345787   961522.29669855],1e-09,495.9855085389176,154.60765618550025,0.02,0.005
out_d7158d7d-86a9-4f36-bb4a-52998c2569be.h5,1.0048571427712552,27004537241.06658,112699640.26141357,18575.0,26891837600.80517,89.4,[0.0049 0.     0.    ],[-9599297.97951714 78111685.33432746   824167.40816897],1e-09,496.09358268864844,154.60765618550025,0.02,0.005
out_07e35455-76a3-491f-80d2-5d5844cb52de.h5,1.0048571427712552,27014791733.437035,122954132.63186646,18575.0,26891837600.80517,89.0,[0.00035 0.      0.     ],[-33129787.60411908 -71377809.18761596   1373567.71492384],1e-09,495.95543345624145,154.60765618550025,0.02,0.005
out_6fc95105-cddf-439d-8df3-0880d83a156e.h5,1.0048571427712552,27071038392.331463,179200791.5262947,18575.0,26891837600.80517,86.7,[0.0002 0.     0.    ],[11971725.33085027 77655737.33904089 -4530497.80022054],1e-09,495.2024980684161,154.60765618550025,0.02,0.005
out_31e9ad4b-be1b-4c00-8e70-dceb696c98a8.h5,1.0048571427712552,27029803680.83366,137966080.02849197,18575.0,26891837600.80517,87.8,[0.0039 0.     0.    ],[ -4512380.22251994 -78516059.33125216  -3021259.87030847],1e-09,495.7536824870972,154.60765618550025,0.02,0.005
out_527a9941-2585-47ba-a1c9-7f165a2f5d3a.h5,1.0048571427712552,27010606077.82034,118768477.01517105,18575.0,26891837600.80517,89.8,[0.0012 0.     0.    ],[ 24090782.64897687 -74925428.76659074    274726.93265739],1e-09,496.0117899545945,154.60765618550025,0.02,0.005
out_435d0530-cc94-4556-870f-e249c06cae57.h5,1.0048571427712552,27055178036.3218,163340435.51663208,18575.0,26891837600.80517,87.0,[0.00285 0.      0.     ],[78518678.35776028  3480215.93613767  4119029.66409281],1e-09,495.4139876944659,154.60765618550025,0.02,0.005
out_e89a222d-1452-4fc5-809c-8957835340ed.h5,1.0048571427712552,27015432282.827446,123594682.02227783,18575.0,26891837600.80517,88.7,[0.0029 0.     0.    ],[75022589.04266876 23720961.46742868 -1785575.4760964 ],1e-09,495.94681297725003,154.60765618550025,0.02,0.005
out_94b4838a-0be7-49ae-b670-cd3e537c1b07.h5,1.0048571427712552,27010876408.191326,119038807.38615799,18575.0,26891837600.80517,89.7,[0.00025 0.      0.     ],[-71003399.05518353  33950090.78575227   -412089.35290339],1e-09,496.008148800925,154.60765618550025,0.02,0.005
out_97ea9680-c30a-471b-b0e4-15bbc9714ccd.h5,1.0048571427712552,27013115155.509426,121277554.70425797,18575.0,26891837600.80517,88.8,[0.00395 0.      0.     ],[-68952612.07462622 -37908860.93971877   1648244.43709414],1e-09,495.97800178309603,154.60765618550025,0.02,0.005
out_3937380a-e14c-4b58-9686-f0a2be78b96a.h5,1.0048571427712552,27007547364.830597,115709764.02542877,18575.0,26891837600.80517,89.3,[0.0048 0.     0.    ],[-43926208.44302472 -65297969.69338427   -961522.29669855],1e-09,496.0530018031591,154.60765618550025,0.02,0.005
out_2cd93229-c8a5-4f8a-b0c8-a37f4f4cd54d.h5,1.0048571427712552,27010191227.55789,118353626.7527237,18575.0,26891837600.80517,89.4,[0.00037027 0.00262918 0.        ],[-20543115.14384557 -75970799.17741586    824167.40816897],1e-09,496.01737805477575,154.60765618550025,0.02,0.005
out_a9379371-1f0b-4294-9dfa-e9a95f296567.h5,1.0048571427712552,27020452319.130856,128614718.32568741,18575.0,26891837600.80517,88.2,[0.0038 0.     0.    ],[48594801.96455409 61860285.33464882 -2472140.71744274],1e-09,495.8792903821092,154.60765618550025,0.02,0.005
out_8e9efe15-2d20-479f-b59f-74ee5350553d.h5,1.0048571427712552,27035665504.494225,143827903.6890564,18575.0,26891837600.80517,87.5,[0.00395 0.      0.     ],[-57293218.73084161  53851302.02641492  -3433004.06422971],1e-09,495.67506126286725,154.60765618550025,0.02,0.005
out_f4035296-d6d6-4723-88e0-abff3875e258.h5,1.0048571427712552,27060709579.39991,168871978.59474182,18575.0,26891837600.80517,86.9,[-0.00128608  0.00172177  0.        ],[71173484.84593178 33323880.11513798  4256198.8138556 ],1e-09,495.3401544261836,154.60765618550025,0.02,0.005
out_4c5f9baa-d847-4202-88e8-d1fcf3d5ab13.h5,1.0048571427712552,27004337536.125214,112499935.32004547,18575.0,26891837600.80517,89.9,[0.00495 0.      0.     ],[ 77974452.18870878 -10687707.7278828    -137363.67554547],1e-09,496.09627583672443,154.60765618550025,0.02,0.005
out_bb957558-79a7-402b-b96c-4331062d3727.h5,1.0048571427712552,27082273948.33788,190436347.53271103,18575.0,26891837600.80517,86.5,[0.0012 0.     0.    ],[-29598335.9179768   72767534.85300836  -4804741.58389951],1e-09,495.0530659884471,154.60765618550025,0.02,0.005
out_104883aa-b042-4c5c-ac15-8b23a9f658b2.h5,1.0048571427712552,27082949011.719795,191111410.91462708,18575.0,26891837600.80517,86.5,[0.0012 0.     0.    ],[ 71693827.54338105 -32111846.87739276   4804741.58389951],1e-09,495.0440979212576,154.60765618550025,0.02,0.005
out_eae1ff39-7aa4-46c3-a363-c69597f7a31e.h5,1.0048571427712552,27012525371.283066,120687770.47789764,18575.0,26891837600.80517,89.2,[0.00135 0.      0.     ],[47664728.60736374 62618905.14485634  1098874.25626444],1e-09,495.9859425692135,154.60765618550025,0.02,0.005
out_24a0a9ba-831f-4fde-93e7-6bb7dcd7d8f3.h5,1.0048571427712552,27076406884.847946,184569284.04277802,18575.0,26891837600.80517,86.6,[0.00105 0.      0.     ],[-71030993.37287919  33571898.96165219  -4667626.80126039],1e-09,495.13105742044905,154.60765618550025,0.02,0.005
out_11771609-4038-4b7b-b6a2-34f78e65b2ef.h5,1.0048571427712552,27013836864.043438,121999263.2382698,18575.0,26891837600.80517,89.1,[0.0011 0.     0.    ],[-46332600.55914175 -63608356.66664977  -1236222.86846876],1e-09,495.9682860099144,154.60765618550025,0.02,0.005
out_1063d7f9-b9c1-4105-bded-919ebe0f0cb8.h5,1.0048571427712552,27006211783.021793,114374182.21662521,18575.0,26891837600.80517,90.0,[0.0042 0.     0.    ],[-7.70157680e+07 -1.62121138e+07  4.81920734e-09],1e-09,496.07100450207747,154.60765618550025,0.02,0.005
out_5c51d946-ce5f-4b48-99a9-3b4a361f4c82.h5,1.0048571427712552,27055324650.524643,163487049.7194748,18575.0,26891837600.80517,86.9,[0.0049 0.     0.    ],[-74942168.8576848 -23660457.686791    4256198.8138556],1e-09,495.4120297246067,154.60765618550025,0.02,0.005
out_ae4eaa87-719b-4a92-8e63-278bbaca280b.h5,1.0048571427712552,27010574819.166904,118737218.3617363,18575.0,26891837600.80517,89.9,[5.e-05 0.e+00 0.e+00],[38437601.07299066 68678913.17107096   137363.67554547],1e-09,496.01221099816695,154.60765618550025,0.02,0.005
out_2d725b8e-62b4-492f-8e57-3e5d1739352d.h5,1.0048571427712552,27010573992.24358,118736391.43841171,18575.0,26891837600.80517,89.9,[5.e-05 0.e+00 0.e+00],[-25212675.45071851  74555772.99728447   -137363.67554547],1e-09,496.01222213658116,154.60765618550025,0.02,0.005
out_a91e6213-9bc8-4074-a045-45720559196d.h5,1.0048571427712552,27015614746.392986,123777145.58781815,18575.0,26891837600.80517,88.5,[0.0039 0.     0.    ],[-44252591.01327893  65051708.95661915  -2060220.81826565],1e-09,495.94435758693606,154.60765618550025,0.02,0.005
out_81bb302d-1b2a-452f-a450-8be88bb13577.h5,1.0048571427712552,27045258452.278137,153420851.47296906,18575.0,26891837600.80517,87.2,[0.00385 0.      0.     ],[-51317549.18485869  59548206.85447995   3844654.14061033],1e-09,495.54658746004856,154.60765618550025,0.02,0.005
out_2c60d6b6-b415-4c7c-ae13-6d9098cc7578.h5,1.0048571427712552,27010835481.25931,118997880.45414352,18575.0,26891837600.80517,89.6,[0.001 0.    0.   ],[65992582.03539483 42882844.81952369  -549450.51785376],1e-09,496.00870004478713,154.60765618550025,0.02,0.005
out_197c4d42-cb48-4849-9600-3d86c2af4721.h5,1.0048571427712552,27011397084.42805,119559483.62288284,18575.0,26891837600.80517,89.5,[0.00125 0.      0.     ],[-52698709.30975283 -58451993.02404351    686810.00908256],1e-09,496.0011362043484,154.60765618550025,0.02,0.005
out_fcb859ae-37e2-4426-bb4a-56d0fe07db10.h5,1.0048571427712552,27021574655.49606,129737054.69089127,18575.0,26891837600.80517,88.4,[0.00045 0.      0.     ],[71781047.38931572 32201137.21819631 -2197534.28481529],1e-09,495.86420318085385,154.60765618550025,0.02,0.005
out_cb8f4fab-9043-4c7e-ada3-7ff14b464359.h5,1.0048571427712552,27046175671.940285,154338071.13511658,18575.0,26891837600.80517,87.3,[0.0005 0.     0.    ],[71600078.6740281  32464514.75252115  3707448.60268611],1e-09,495.53431596007766,154.60765618550025,0.02,0.005
out_326aa31e-4034-4aad-89ba-914def72ccb5.h5,1.0048571427712552,27017646399.507957,125808798.7027893,18575.0,26891837600.80517,88.7,[0.0006 0.     0.    ],[78103780.76751752  9532696.8599636  -1785575.4760964 ],1e-09,495.91702369828283,154.60765618550025,0.02,0.005
out_b288a571-4e7a-4b72-b601-9366b65f4895.h5,1.0048571427712552,27056980241.93289,165142641.1277237,18575.0,26891837600.80517,87.0,[0.00075 0.      0.     ],[-31030399.47749063  72210865.2647156   -4119029.66409281],1e-09,495.38992383042864,154.60765618550025,0.02,0.005
out_582da9c4-5c2f-4232-87f3-81b69741155d.h5,1.0048571427712552,27015824749.37554,123987148.57037354,18575.0,26891837600.80517,88.8,[0.00165 0.      0.     ],[72329334.3023187  30984057.98219865 -1648244.43709414],1e-09,495.94153170871067,154.60765618550025,0.02,0.005
out_2f94a963-f415-4cb8-becd-ceb4ef8dd5ea.h5,1.0048571427712552,27028265243.92881,136427643.12364197,18575.0,26891837600.80517,88.0,[0.0007 0.     0.    ],[-38977633.93345692  68318817.01188752  -2746717.02781569],1e-09,495.7743313210555,154.60765618550025,0.02,0.005
out_42f580e6-57e6-48ce-9671-8474246fcb44.h5,1.0048571427712552,27035060020.79099,143222419.98582077,18575.0,26891837600.80517,87.7,[0.00065 0.      0.     ],[ 75250336.82674746 -22840134.25556486  -3158517.69570215],1e-09,495.6831781627165,154.60765618550025,0.02,0.005
out_8fb2c095-7cc1-42c8-8116-01990f89f00b.h5,1.0048571427712552,27023026997.167713,131189396.36254501,18575.0,26891837600.80517,88.3,[0.00055 0.      0.     ],[-34557308.88965476  70672498.74546249  -2334841.05729442],1e-09,495.8446846595305,154.60765618550025,0.02,0.005
out_806ac9f6-8533-4b15-b560-470d8549de90.h5,1.0048571427712552,27043030885.3106,151193284.50543213,18575.0,26891837600.80517,87.4,[0.0004 0.     0.    ],[-30445479.21885116  72488532.88361847   3570231.77123046],1e-09,495.5763991184229,154.60765618550025,0.02,0.005
out_fe18bad6-8b09-4620-80d1-9b6467e878a0.h5,1.0048571427712552,27032452268.816917,140614668.01174927,18575.0,26891837600.80517,87.8,[0.0016 0.     0.    ],[ 19043266.53911937 -76305223.59381011   3021259.87030847],1e-09,495.71814755342086,154.60765618550025,0.02,0.005
out_7361540c-dbd4-4b35-b6f7-ee3bbf546d0b.h5,1.0048571427712552,27048951307.86826,157113707.06309128,18575.0,26891837600.80517,87.2,[0.00175 0.      0.     ],[-77442242.05545242 -13497367.86744144  -3844654.14061033],1e-09,495.4971938276659,154.60765618550025,0.02,0.005
out_c47695a8-62ed-4213-bab6-f6daf1f29efe.h5,1.0048571427712552,27019617407.402138,127779806.5969696,18575.0,26891837600.80517,88.5,[0.0016 0.     0.    ],[-78657972.23376903  -1714658.46069762   2060220.81826565],1e-09,495.89051594082156,154.60765618550025,0.02,0.005
out_47e986cb-04d2-43d6-a92f-e0e9b6093ea8.h5,1.0048571427712552,27052930308.41327,161092707.6081009,18575.0,26891837600.80517,87.1,[0.0015 0.     0.    ],[-39915350.42837036 -67713889.61160715  -3981847.96705131],1e-09,495.4440120299642,154.60765618550025,0.02,0.005
out_34f6b452-b126-43f2-8d1b-ee0e1fc3bd1f.h5,1.0048571427712552,27018588524.494255,126750923.68908691,18575.0,26891837600.80517,88.6,[0.00145 0.      0.     ],[-66534019.72191682 -41997474.09643849  -1922901.07592613],1e-09,495.9043519619115,154.60765618550025,0.02,0.005
out_8c5d3bcd-dd71-418b-b645-2bdb665ca858.h5,1.0048571427712552,27015544953.18603,123707352.38086319,18575.0,26891837600.80517,88.9,[0.0004 0.     0.    ],[-56065504.94146287  55214467.94925749   1510908.37725346],1e-09,495.94529677556744,154.60765618550025,0.02,0.005
out_bfd02978-8555-4935-9f69-4545d56d5690.h5,1.0048571427712552,27009547954.93845,117710354.13328171,18575.0,26891837600.80517,90.0,[0.0024 0.     0.    ],[ 4.53018913e+07 -6.43583701e+07  4.81920734e-09],1e-09,496.02604392380545,154.60765618550025,0.02,0.005
out_a3a1366f-88cb-438e-8d6c-148907adfc23.h5,1.0048571427712552,27037466395.500793,145628794.6956253,18575.0,26891837600.80517,87.6,[0.0014 0.     0.    ],[-10136052.89975979 -77978583.71458706  -3295765.89970319],1e-09,495.6509247354807,154.60765618550025,0.02,0.005
out_2ea3a81b-5737-4848-9466-18326c75d3d5.h5,1.0048571427712552,27025676645.515743,133839044.7105751,18575.0,26891837600.80517,88.1,[0.00155 0.      0.     ],[-5872666.08505818 78440830.00998604 -2609432.84702172],1e-09,495.8090891625796,154.60765618550025,0.02,0.005
out_f1cc0a2f-9c6e-457f-a2db-2c5850fa2379.h5,1.0048571427712552,27039304418.40568,147466817.60051346,18575.0,26891837600.80517,87.5,[0.00165 0.      0.     ],[48449079.07935397 61928687.85016137 -3433004.06422971],1e-09,495.62629915301306,154.60765618550025,0.02,0.005
out_c9fb5734-f199-47be-8df3-d68c98d49cd9.h5,1.0048571427712552,27023810050.02344,131972449.21827316,18575.0,26891837600.80517,88.2,[0.0017 0.     0.    ],[46163856.42090287 63694960.868256    2472140.71744274],1e-09,495.83416320368013,154.60765618550025,0.02,0.005
out_fc0391ac-b258-4817-aeef-63e9cd23e62f.h5,1.0048571427712552,27030407010.91951,138569410.11434174,18575.0,26891837600.80517,87.9,[0.00045 0.      0.     ],[-53461304.79687667  57687369.7969503    2883992.84163323],1e-09,495.7455862832572,154.60765618550025,0.02,0.005
out_ccc40367-6469-435a-ba29-cca22b4402b2.h5,1.0048571427712552,27029124628.725277,137287027.9201088,18575.0,26891837600.80517,87.8,[0.00355 0.      0.     ],[65381875.79147328 43707476.09013426  3021259.87030847],1e-09,495.7627959425323,154.60765618550025,0.02,0.005
out_0b05c09c-bf18-46e9-9fc0-99f1b971a511.h5,1.0048571427712552,27004004432.217873,112166831.41270447,18575.0,26891837600.80517,89.7,[0.0047 0.     0.    ],[-9196178.64525783 78163429.04501416   412089.35290339],1e-09,496.10076818520065,154.60765618550025,0.02,0.005
out_cdbc1cce-512b-4e69-9a6a-7391aae1bd4a.h5,1.0048571427712552,27006498833.27084,114661232.46567154,18575.0,26891837600.80517,89.4,[0.00455 0.      0.     ],[-77762171.88909455  12108944.2380194    -824167.40816897],1e-09,496.0671348768748,154.60765618550025,0.02,0.005
out_fdc9103d-c58e-4542-9141-b08a5d65eeb2.h5,1.0048571427712552,27026934007.773197,135096406.96802902,18575.0,26891837600.80517,88.0,[0.00245 0.      0.     ],[-76874750.45196488  16642999.96702727   2746717.02781569],1e-09,495.7922040442471,154.60765618550025,0.02,0.005
out_2b1f837b-ceec-43d9-8396-5ac1633707b3.h5,1.0048571427712552,27033230284.259396,141392683.45422745,18575.0,26891837600.80517,87.7,[0.0025 0.     0.    ],[-65004449.52821094  44257275.86381079   3158517.69570215],1e-09,495.7077127004563,154.60765618550025,0.02,0.005
out_a6d5f4be-b714-410b-9cb5-8556927d4c90.h5,1.0048571427712552,27021938230.16087,130100629.35570145,18575.0,26891837600.80517,88.3,[0.0026 0.     0.    ],[-53633143.15909436 -57552546.69863444   2334841.05729442],1e-09,495.85931646375644,154.60765618550025,0.02,0.005
out_f6eee448-0616-4824-8334-b2da7618f470.h5,1.0048571427712552,27040718945.911106,148881345.10593796,18575.0,26891837600.80517,87.4,[0.00275 0.      0.     ],[31230051.38051389 72153991.54069991 -3570231.77123046],1e-09,495.6073534223998,154.60765618550025,0.02,0.005
out_049fa303-7274-4d30-ae32-e0a54935c421.h5,1.0048571427712552,27008528470.951843,116690870.14667511,18575.0,26891837600.80517,89.3,[0.00445 0.      0.     ],[ -3027626.69700201 -78639494.59935375   -961522.29669855],1e-09,496.03978013592047,154.60765618550025,0.02,0.005
out_d0ac5496-6937-4755-9c5d-6e4be10ca243.h5,1.0048571427712552,27014329908.764187,122492307.9590187,18575.0,26891837600.80517,88.8,[0.0035 0.     0.    ],[ 16961766.39237665 -76836468.75352398   1648244.43709414],1e-09,495.96164932702044,154.60765618550025,0.02,0.005
out_bdb6f6fb-f31d-46f1-9486-b3104b200323.h5,1.0048571427712552,27064615633.26516,172778032.45999146,18575.0,26891837600.80517,86.7,[0.00475 0.      0.     ],[76834046.7256386  16439738.83094913 -4530497.80022054],1e-09,495.28806480275244,154.60765618550025,0.02,0.005
out_a5dcecb0-5a76-440f-9ab0-99d19e310507.h5,1.0048571427712552,27008607012.25574,116769411.45057297,18575.0,26891837600.80517,89.0,[0.0046 0.     0.    ],[64318011.22329151 45338371.20363174  1373567.71492384],1e-09,496.0387217987933,154.60765618550025,0.02,0.005
out_0eb1d06f-b7a5-43b7-92a4-59971f1dab0d.h5,1.0048571427712552,27020318484.44538,128480883.64021301,18575.0,26891837600.80517,88.4,[0.0027 0.     0.    ],[ 47621149.82418639 -62623143.42058126   2197534.28481529],1e-09,495.8810896954516,154.60765618550025,0.02,0.005
out_da9a5034-2094-420a-ba0e-9cb96307b9cb.h5,1.0048571427712552,27044797264.731323,152959663.9261551,18575.0,26891837600.80517,87.3,[0.00265 0.      0.     ],[-69569140.64487174 -36614896.61569089  -3707448.60268611],1e-09,495.5527585135633,154.60765618550025,0.02,0.005
out_cb0fe874-6d03-4a18-8f69-75256e82aa9d.h5,1.0048571427712552,27016301773.763638,124464172.95846939,18575.0,26891837600.80517,88.7,[0.00255 0.      0.     ],[ 74650769.78908607 -24866351.75294664   1785575.4760964 ],1e-09,495.93511311547917,154.60765618550025,0.02,0.005
out_07d9aa20-ba79-42a7-b058-e98a7228d5aa.h5,1.0048571427712552,27056112849.691833,164275248.88666534,18575.0,26891837600.80517,87.0,[0.0024 0.     0.    ],[-65990043.28629514 -42692024.3263827    4119029.66409281],1e-09,495.4015046057903,154.60765618550025,0.02,0.005
out_b58eb639-1aeb-416d-8da3-4342768043ca.h5,1.0048571427712552,27028720257.517895,136882656.7127266,18575.0,26891837600.80517,87.9,[0.0027 0.     0.    ],[78563995.1512468   3693563.39454358  2883992.84163323],1e-09,495.7682235123184,154.60765618550025,0.02,0.005
out_dfce25c7-54ae-4bb1-8bdb-6d88352209ba.h5,1.0048571427712552,27034800445.01416,142962844.208992,18575.0,26891837600.80517,87.6,[0.00375 0.      0.     ],[-36927319.40373287 -69424578.99169633  -3295765.89970319],1e-09,495.6866582326953,154.60765618550025,0.02,0.005
out_607ca4d1-8fbc-488a-bfe4-a5bcbea08e99.h5,1.0048571427712552,27022523329.829678,130685729.02450943,18575.0,26891837600.80517,88.1,[0.0036 0.     0.    ],[-11096792.23608417  77873700.44932565   2609432.84702172],1e-09,495.8514530013259,154.60765618550025,0.02,0.005
out_567af9e9-0581-4374-a724-95c566c58776.h5,1.0048571427712552,27006404970.852596,114567370.04742813,18575.0,26891837600.80517,89.9,[0.0045 0.     0.    ],[ 15832222.53411526 -77094636.77997406    137363.67554547],1e-09,496.068400180155,154.60765618550025,0.02,0.005
out_392836c9-7bae-4028-b3c9-a04a381b86b6.h5,1.0048571427712552,27036975503.413548,145137902.60837936,18575.0,26891837600.80517,87.5,[0.0035 0.     0.    ],[-75276857.68138663  22712779.22440318  -3433004.06422971],1e-09,495.6575031123207,154.60765618550025,0.02,0.005
out_6bac7a68-ae51-4c29-93df-00c8850d4550.h5,1.0048571427712552,27021123809.366463,129286208.56129456,18575.0,26891837600.80517,88.2,[0.00345 0.      0.     ],[-36283300.05641912  69797362.53379676  -2472140.71744274],1e-09,495.8702633667529,154.60765618550025,0.02,0.005
out_0fce1428-d22d-40e7-89a1-148169b3f28b.h5,1.0048571427712552,27013590102.67054,121752501.8653717,18575.0,26891837600.80517,88.9,[0.00275 0.      0.     ],[-75786223.22578536  21176087.56196981  -1510908.37725346],1e-09,495.97160780511086,154.60765618550025,0.02,0.005
out_61d23fd1-59ad-4aae-8dd2-3e9a18b3d694.h5,1.0048571427712552,27010249545.89396,118411945.0887909,18575.0,26891837600.80517,90.0,[0.00075 0.      0.     ],[ 2.83931248e+07  7.34036213e+07 -4.81920734e-09],1e-09,496.0165924703866,154.60765618550025,0.02,0.005
out_16a7be55-dc91-4c2a-9189-d32043efdaac.h5,1.0048571427712552,27047525135.297142,155687534.49197388,18575.0,26891837600.80517,87.2,[0.0034 0.     0.    ],[-30533325.27654565 -72437530.61418496  -3844654.14061033],1e-09,495.5162653895573,154.60765618550025,0.02,0.005
out_3dad59b7-eeca-4a0d-b400-35309a5860e3.h5,1.0048571427712552,27017010786.675014,125173185.86984634,18575.0,26891837600.80517,88.5,[0.00355 0.      0.     ],[78565060.35180959  4189026.31666807 -2060220.81826565],1e-09,495.9255740933887,154.60765618550025,0.02,0.005
out_cd90ddb2-637c-4c94-885b-eb77bd7bcf04.h5,1.0048571427712552,27049406300.614113,157568699.8089447,18575.0,26891837600.80517,87.1,[0.00365 0.      0.     ],[-64671354.97326673  44676860.81266513   3981847.96705131],1e-09,495.49111051306403,154.60765618550025,0.02,0.005
out_49eaf21d-c45b-41db-9379-ddd9b4e35eb2.h5,1.0048571427712552,27015382974.248665,123545373.4434967,18575.0,26891837600.80517,88.6,[0.0037 0.     0.    ],[78350139.0107384   7198564.28987107 -1922901.07592613],1e-09,495.9474765316783,154.60765618550025,0.02,0.005
out_6054eb2e-1a24-4aae-8cf6-ab5242cf8b56.h5,1.0048571427712552,27057032442.055164,165194841.2499962,18575.0,26891837600.80517,86.9,[0.00455 0.      0.     ],[ 18755969.2016426  -76317491.77186842   4256198.8138556 ],1e-09,495.38922695470035,154.60765618550025,0.02,0.005
out_49ebd4bb-4365-45ca-aab7-0905b7434148.h5,1.0048571427712552,27010627190.884186,118789590.07901764,18575.0,26891837600.80517,89.9,[0.0006 0.     0.    ],[ 13256079.26361926 -77579112.22205704   -137363.67554547],1e-09,496.011505570143,154.60765618550025,0.02,0.005
out_8c62c4f2-65ce-4835-b25b-a0c6a7dc2bfc.h5,1.0048571427712552,27010817989.548237,118980388.7430687,18575.0,26891837600.80517,89.6,[0.00165 0.      0.     ],[ 48637690.54433243 -61873534.90812871   -549450.51785376],1e-09,496.00893564154745,154.60765618550025,0.02,0.005
out_240b0b0d-2a2c-4079-a875-121d4e0b8ebb.h5,1.0048571427712552,27011241168.152515,119403567.34734726,18575.0,26891837600.80517,89.5,[0.0014 0.     0.    ],[-69432724.53891733 -37052479.19504829   -686810.00908256],1e-09,496.00323604964905,154.60765618550025,0.02,0.005
out_75725cab-024a-4669-b3d8-98a0d2f217b4.h5,1.0048571427712552,27061530082.122425,169692481.31725693,18575.0,26891837600.80517,86.9,[0.00065 0.      0.     ],[ 42056429.79944626 -66388271.88266327   4256198.8138556 ],1e-09,495.3292092841182,154.60765618550025,0.02,0.005
out_85626573-615b-42cc-ae29-482f551382be.h5,1.0048571427712552,27082977866.02566,191140265.22049332,18575.0,26891837600.80517,86.5,[0.00145 0.      0.     ],[ 11550050.21560781 -77703101.33909792  -4804741.58389951],1e-09,495.0437146240139,154.60765618550025,0.02,0.005
out_78adc31c-3f8d-4129-88a8-99202b7a5188.h5,1.0048571427712552,27082926585.931465,191088985.126297,18575.0,26891837600.80517,86.5,[0.00145 0.      0.     ],[ 52149588.22359867 -58750285.66574193  -4804741.58389951],1e-09,495.04439582428284,154.60765618550025,0.02,0.005
out_441cd3cd-d96f-4097-b070-8d57c71e5f75.h5,1.0048571427712552,27012867077.83597,121029477.03080368,18575.0,26891837600.80517,89.2,[0.0015 0.     0.    ],[-60810461.3880375  -49951390.57652106   1098874.25626444],1e-09,495.9813417621416,154.60765618550025,0.02,0.005
out_5bb3c027-55f7-4302-b7a8-fc3a9e16d07e.h5,1.0048571427712552,27075779656.56375,183942055.75858307,18575.0,26891837600.80517,86.6,[0.0016 0.     0.    ],[-29840400.542461    72677540.64974189   4667626.80126039],1e-09,495.13940040752675,154.60765618550025,0.02,0.005
out_90e1e3ad-654c-42d1-b5a2-8aaf26dffc12.h5,1.0048571427712552,27012787271.390755,120949670.58558655,18575.0,26891837600.80517,89.1,[0.00175 0.      0.     ],[11381117.55529967 77866572.26048389  1236222.86846876],1e-09,495.98241626539266,154.60765618550025,0.02,0.005
out_9c8ef618-8f8b-4132-baef-622a669e7cad.h5,1.0048571427712552,27005863051.745583,114025450.94041443,18575.0,26891837600.80517,90.0,[0.00445 0.      0.     ],[-7.17633712e+07 -3.23153170e+07 -4.81920734e-09],1e-09,496.0757059157484,154.60765618550025,0.02,0.005
out_310cc6f7-892e-496d-8ecd-2545337e1312.h5,1.0048571427712552,27010338739.352917,118501138.54774857,18575.0,26891837600.80517,89.8,[0.00145 0.      0.     ],[-69609098.76213385 -36725455.1234046     274726.93265739],1e-09,496.01539099588217,154.60765618550025,0.02,0.005
out_45623d94-975a-451d-ab92-96e904180bdc.h5,1.0048571427712552,27010792995.17558,118955394.37041092,18575.0,26891837600.80517,89.7,[0.0004 0.     0.    ],[-27968761.96743114  73565207.10063717    412089.35290339],1e-09,496.00927229342125,154.60765618550025,0.02,0.005
out_12251887-0726-4d81-a219-0d0c6de1938e.h5,1.0048571427712552,27012073443.770878,120235842.96570969,18575.0,26891837600.80517,89.4,[0.00065 0.      0.     ],[-15211094.28472962 -77215312.71794225   -824167.40816897],1e-09,495.9920278787026,154.60765618550025,0.02,0.005
out_f03b3c48-cc16-4ab5-8bdb-f676e585f5e7.h5,1.0048571427712552,27065355194.727966,173517593.92279816,18575.0,26891837600.80517,86.8,[0.0014 0.     0.    ],[-73421121.16044313  28005330.89941864   4393354.99849868],1e-09,495.2782066859129,154.60765618550025,0.02,0.005
out_e6127ce5-b307-4e4b-9f0b-ae478d6f7928.h5,1.0048571427712552,27012393283.172073,120555682.36690521,18575.0,26891837600.80517,89.3,[0.00075 0.      0.     ],[-75518127.19633657  22143827.56020551    961522.29669855],1e-09,495.9877211117198,154.60765618550025,0.02,0.005
