File_name,Axial F [Hertz],B_bkg [Tesla],Delta E [eV],Gas density [m^-3],Helium fraction,LO frequency [Hertz],Pitch angle [degrees],Start E [eV],Start F [Hertz],"Start F, downmixed [Hertz]",Time [seconds],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres],x_start [metres],y_start [metres],z_max [metres],z_start [metres]
out_8708c4c3-01a8-4e7b-9d3d-b589a636696d.h5,[ 5.36351133e+07  5.33385526e+07  4.64899192e+07 -1.00000000e+00],1.0048897590285832,[-1.00000000e+00  1.06651620e+02  6.37036549e+01  1.56294888e+03],1e+18,0.0,26760643051.162266,[89.96332729 89.72836744 88.23270935 84.33497238],[17577.62514094 17577.13388697 17470.35040991 17406.57806649],[2.70602048e+10 2.70659696e+10 2.70827122e+10 2.72478073e+10],[2.99561713e+08 3.05326530e+08 3.22069194e+08 4.87164217e+08],[0.00000000e+00 7.33148964e-05 9.31115441e-05 1.03455523e-04],1e-09,447.96971112266385,155.64586390071958,0.02,0.006,[ 0.00071125 -0.00110439  0.00013884  0.00239514],[ 0.00229748  0.00249578  0.00202717 -0.00113777],[0.00014562 0.00108026 0.00768467 0.00557776],[0.00000000e+00 9.02822056e-05 1.70093131e-04 5.60371365e-03]
out_e6b83b20-98e4-41c3-ad54-bafb68ec1171.h5,[ 1.56329685e+07 -1.00000000e+00],1.0048897590285832,[ -1.         185.07680373],1e+18,0.0,26760643051.162266,[86.31673071 83.46752277],[18563.12073858 18562.73731823],[2.70959375e+10 2.71108012e+10],[3.35294480e+08 3.50158131e+08],[0.00000000e+00 5.39398891e-05],1e-09,447.72552298836086,155.64586390071958,0.02,0.006,[-0.0010768  -0.00166488],[ 0.00182839 -0.00065855],[0.03094537 0.07497457],[ 0.         -0.03018034]
out_ddbea23b-5e22-4500-bf4c-488c4b660670.h5,"[ 5.06956514e+07  4.96336697e+07  5.30452534e+07  5.30244269e+07
  5.30452534e+07  3.79203188e+07  3.79256431e+07  3.73642870e+07
  4.61326098e+07  4.61326098e+07  4.59990515e+07  4.60539523e+07
  4.53655409e+07  4.39984412e+07  4.39841118e+07  3.02640258e+07
 -1.00000000e+00]",1.0048897590285832,"[ -1.          27.25771149  14.93116946  20.13859167  13.64964862
  50.48951509   0.66248578  49.50058924  27.8614363    0.38624546
  14.54911205  22.80011646  27.31765093  25.78731608   0.36879222
 260.80366752  36.42951338]",1e+18,0.0,26760643051.162266,"[88.86493039 88.67196677 89.58438419 89.58982155 89.61002126 87.43323848
 87.43318466 87.39576819 88.20810205 88.2083099  88.19500513 88.20538994
 88.12756242 87.98239415 87.98180172 86.96627936 87.08543061]","[17860.65971464 17860.23207141 17832.8836106  17817.85613816
 17797.32982428 17783.54102643 17732.32340985 17731.51127969
 17681.78143344 17653.56306539 17652.98263406 17637.7653305
 17614.88278779 17587.3173405  17560.68398089 17560.21214145
 17299.39990555]","[2.70517344e+10 2.70552328e+10 2.70491741e+10 2.70501965e+10
 2.70508489e+10 2.70845579e+10 2.70845259e+10 2.70882816e+10
 2.70710462e+10 2.70710638e+10 2.70720489e+10 2.70730895e+10
 2.70758039e+10 2.70799373e+10 2.70800185e+10 2.71229611e+10
 2.71986665e+10]","[2.91091312e+08 2.94589701e+08 2.88531050e+08 2.89553490e+08
 2.90205807e+08 3.23914849e+08 3.23882821e+08 3.27638510e+08
 3.10403173e+08 3.10420785e+08 3.11405829e+08 3.12446452e+08
 3.15160846e+08 3.19294272e+08 3.19375497e+08 3.62318061e+08
 4.38023453e+08]","[0.00000000e+00 6.28100899e-05 7.61579604e-05 9.03383588e-05
 1.47494097e-04 1.68022220e-04 2.75580542e-04 2.97688033e-04
 3.31648345e-04 3.84656096e-04 4.13495603e-04 5.12813214e-04
 5.25080790e-04 5.62014883e-04 6.88286996e-04 7.03667535e-04
 7.04963182e-04]",1e-09,448.02779627111636,155.64586390071958,0.02,0.006,"[-0.00117348  0.00111218 -0.00137529 -0.00186329 -0.00120927 -0.00130379
 -0.00152045  0.00094862  0.00050813  0.0009492  -0.00101493 -0.00133143
  0.00195732  0.00167028  0.00178566 -0.00134481 -0.00100809]","[-1.45134185e-03 -8.71555663e-04  1.40479236e-03 -8.47536512e-04
 -7.38016876e-04 -4.69178143e-04  1.41905179e-03  1.02369734e-03
 -2.09810429e-03  1.84396642e-03  1.01832902e-03  8.10401968e-04
  1.00982410e-03  1.19736743e-03 -5.20398460e-05 -1.51858865e-03
 -1.93962906e-03]","[ 0.00471876  0.00559634  0.00167528  0.00165333  0.00157127  0.01282595
  0.01282573  0.0131217   0.00789479  0.00789371  0.007965    0.00790985
  0.00833007  0.00915036  0.00915429  0.01727108 -0.01544596]","[ 0.         -0.00201097 -0.00109596  0.00164541  0.00156372  0.00123031
 -0.01260397  0.01004505  0.00474326  0.00728968 -0.00734382  0.007903
  0.00785063 -0.00825712 -0.00108739  0.00602807 -0.01543164]"
out_f1e8029a-7c02-4877-8b78-d1fbebb7f183.h5,"[ 5.42818389e+07  5.27345628e+07  4.89678083e+07  5.42818389e+07
  4.82591443e+07  5.12341484e+07  5.46221295e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          32.84946174  17.47433165  56.62093102  27.37080215
  41.64970852  19.0948239  220.08824631]",1e+18,0.0,26760643051.162266,"[89.41041669 88.99370963 88.37688969 89.4753877  88.30085919 88.7421262
 89.74886225 79.46372951]","[17855.73867738 17855.53636113 17821.41930316 17802.77341612
 17746.09092786 17718.19009628 17675.10682444 17655.99693777]","[2.70464075e+10 2.70509273e+10 2.70591110e+10 2.70517083e+10
 2.70646391e+10 2.70608828e+10 2.70554473e+10 2.71671976e+10]","[2.85764427e+08 2.90284220e+08 2.98467931e+08 2.91065262e+08
 3.03996017e+08 3.00239713e+08 2.94804203e+08 4.06554587e+08]","[0.00000000e+00 2.97310084e-05 2.16334717e-04 3.88924448e-04
 3.98025596e-04 4.76471832e-04 6.89202340e-04 6.91440574e-04]",1e-09,448.0643645264285,155.64586390071958,0.02,0.006,"[ 0.0027714  -0.00267088 -0.00232062 -0.00287846  0.00277738 -0.00346859
 -0.00272267 -0.00243826]","[-8.78871377e-04  1.17356328e-03 -1.80307979e-03 -1.96323877e-03
  2.03628666e-03 -2.26286122e-04  9.18630312e-05  1.52929556e-03]","[0.00231954 0.00403287 0.00682824 0.00205977 0.0072052  0.00512525
 0.00098053 0.07498057]","[ 0.00000000e+00 -2.31654632e-03 -1.31956697e-03  6.31112521e-05
 -3.92657588e-04 -5.11715044e-03 -7.49715515e-04 -6.96834111e-04]"
out_844174ce-5a21-414d-9133-0b1fdd235a17.h5,"[ 2.78087543e+07  5.34335174e+07  4.90567436e+07  5.04966219e+07
  5.29828228e+07  5.29932177e+07  5.17742823e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         15.05290693 22.17281342 17.29930037 14.78744719 64.18140087
 26.70678243 16.01060346]",1e+18,0.0,26760643051.162266,"[86.80553494 89.68307    88.55050553 88.79981307 89.46801342 89.52591503
 89.11747907 84.32706277]","[18283.39157113 18192.00679106 18176.77576751 18154.5837728
 18137.06776696 18122.22889986 18058.00930369 18030.77097151]","[2.70801257e+10 2.70307957e+10 2.70405550e+10 2.70385196e+10
 2.70343466e+10 2.70374052e+10 2.70410974e+10 2.71378274e+10]","[3.19482682e+08 2.70152691e+08 2.79911942e+08 2.77876517e+08
 2.73703574e+08 2.76762173e+08 2.80454382e+08 3.77184328e+08]","[0.00000000e+00 9.02412842e-05 1.15959116e-04 1.18731000e-04
 1.50080903e-04 1.57526936e-04 1.63077329e-04 2.40427912e-04]",1e-09,447.83340808973094,155.64586390071958,0.02,0.006,"[ 0.00010622 -0.00059751  0.00139328  0.0003978  -0.00183421  0.00120242
  0.0002761   0.00110939]","[ 0.00110793  0.00170356 -0.00088247 -0.00110503  0.000187    0.00056173
 -0.00142732  0.00073046]","[0.01945207 0.00128158 0.00619996 0.00503528 0.00216166 0.00192407
 0.00363575 0.00347885]","[ 0.00000000e+00  9.27467423e-04 -3.71638170e-05  1.01496012e-03
 -2.07553516e-03  1.92339887e-03  1.26114809e-03  3.50693611e-03]"
out_9f2bdbb4-7928-40b3-8038-d0eeff6703a8.h5,[ 4.02123612e+07 -1.00000000e+00],1.0048897590285832,[ -1.         917.69327249],1e+18,0.0,26760643051.162266,[87.53619542 85.43833501],[17774.10901437 17773.16592315],[2.70781420e+10 2.72027131e+10],[3.17498970e+08 4.42070047e+08],[0.         0.00013904],1e-09,447.84696196427853,155.64586390071958,0.02,0.006,[5.05132986e-04 3.31041579e-06],[0.00256849 0.00270217],[0.01176934 0.07499241],[ 0.         -0.00303419]
out_f71697d1-2f06-473e-a7f0-3a0ffc3808c6.h5,"[ 5.48996810e+07  5.50002913e+07  4.81816679e+07  5.08387786e+07
  5.08292116e+07  3.31907631e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          19.39274338  22.89531317  68.25822954   0.44795108
  48.17724927 199.36942773]",1e+18,0.0,26760643051.162266,"[89.64038845 89.73712379 88.2634612  88.63561524 88.63611823 87.05736532
 85.72138351]","[18209.31001534 18209.20933901 18189.46814121 18165.90895513
 18097.12144742 18096.48379143 18048.03626857]","[2.70278062e+10 2.70285571e+10 2.70427191e+10 2.70409440e+10
 2.70409792e+10 2.70796605e+10 2.71623238e+10]","[2.67163144e+08 2.67914061e+08 2.82076071e+08 2.80300985e+08
 2.80336183e+08 3.19017402e+08 4.01680797e+08]","[0.00000000e+00 1.45123875e-05 6.47955519e-05 1.60663266e-04
 2.37398542e-04 2.64903388e-04 3.04116252e-04]",1e-09,448.1922995690959,155.64586390071958,0.02,0.006,"[-0.0003753   0.00228109  0.00179925  0.0030669   0.00195031  0.00028447
 -0.00186877]","[-2.40883327e-03 -7.05923179e-04  1.91971382e-03  8.67929395e-05
 -1.41579144e-03 -2.35753325e-03 -2.48536696e-03]","[ 0.00141625  0.00103371  0.00744721  0.00564201  0.00563961  0.01591114
 -0.01078818]","[ 0.          0.00101315  0.00045925  0.00513142 -0.00166384  0.00552592
 -0.01076682]"
out_30cde5d9-bce6-4681-9efd-6030c5de952a.h5,[ 3.74575552e+07  3.33423566e+07  2.42705032e+07 -1.00000000e+00],1.0048897590285832,[-1.00000000e+00  2.88469736e+01  3.15082554e+01  1.24896020e+03],1e+18,0.0,26760643051.162266,[87.35052477 87.08921895 86.6365419  75.63927309],[18559.78967875 18559.39811868 18530.51788401 18498.53714685],[2.70449371e+10 2.70552434e+10 2.70779939e+10 2.71647414e+10],[2.84294023e+08 2.94600300e+08 3.17350866e+08 4.04098374e+08],[0.00000000e+00 5.52994218e-05 6.00015074e-05 1.26811959e-04],1e-09,448.07446401402024,155.64586390071958,0.02,0.006,[ 0.00064918 -0.00137229 -0.00066349 -0.00175236],[-0.00114493  0.00110822  0.00175456 -0.00014814],[0.01353923 0.01596416 0.02221451 0.07496204],[ 0.          0.00954215  0.0149717  -0.02055897]
out_f6e2c461-c5cf-4dbb-b388-940618fa8771.h5,"[ 4.37915743e+07  2.92386264e+07  2.96071940e+07  2.41489880e+07
  2.82508556e+07  3.58707079e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          19.17016504  19.23644004  44.29978279  14.46260559
  18.8153951  273.96879951]",1e+18,0.0,26760643051.162266,"[87.86062755 86.86149624 86.88131137 86.62385621 86.81392477 87.24915676
 81.81064557]","[17577.72485156 17576.68705914 17557.17075571 17537.56787837
 17492.74110208 17478.10226579 17457.96851873]","[2.70803423e+10 2.71130092e+10 2.71131997e+10 2.71283877e+10
 2.71190288e+10 2.71028927e+10 2.71956681e+10]","[3.19699293e+08 3.52366124e+08 3.52556626e+08 3.67744657e+08
 3.58385768e+08 3.42249601e+08 4.35025037e+08]","[0.         0.00015475 0.00020632 0.00026098 0.00033972 0.00036609
 0.0005638 ]",1e-09,447.83192832837375,155.64586390071958,0.02,0.006,"[ 0.00174721 -0.00094416 -0.00096073 -0.00052     0.00309612  0.00315209
 -0.00319442]","[ 0.00176175 -0.00317673 -0.00314107 -0.00288125 -0.0012936  -0.00106345
 -0.00046108]","[ 0.00964982  0.01815226  0.01789594  0.02180108  0.0187751   0.01403271
 -0.01189159]","[ 0.         -0.00170213  0.0174192  -0.01601525 -0.01068361 -0.00713086
 -0.01185157]"
out_5f6c13a7-097a-410c-b7a7-32754730c7ca.h5,[ 1.27084987e+07 -1.00000000e+00],1.0048897590285832,[-1.        22.1296638],1e+18,0.0,26760643051.162266,[86.23871058 85.78580015],[18447.52452808 18447.44025009],[2.71096142e+10 2.71282722e+10],[3.48971111e+08 3.67629117e+08],[0.0000000e+00 1.1921307e-05],1e-09,447.6324212286826,155.64586390071958,0.02,0.006,[-0.0001987  -0.00068938],[0.00184135 0.00171811],[ 0.03521652 -0.00044292],[ 0.         -0.00042159]
out_69ad3d5c-0af2-4b44-8052-bb22b7fbe42c.h5,"[ 5.33912691e+07  5.33912691e+07  5.20235806e+07  5.26010575e+07
  4.94881698e+07  5.07814308e+07  4.86941465e+07  2.91660113e+07
  3.20031316e+07  1.41840272e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.           0.3934755   14.81122193  17.45256953  18.05857044
  15.77194858  14.88139106 119.70548937  34.70204794  22.70046304
  35.03144636]",1e+18,0.0,26760643051.162266,"[89.45414102 89.45439103 89.04220488 89.19549575 88.57160331 88.7962607
 88.46074891 86.87492535 87.03033169 86.27894734 88.14765272]","[18154.08120085 18153.51518448 18153.0888493  18136.75447588
 18119.04986324 18100.8867132  18084.43855306 18069.21470803
 17949.37930781 17914.11741771 17891.16736119]","[2.70323836e+10 2.70324297e+10 2.70357946e+10 2.70356194e+10
 2.70426205e+10 2.70408099e+10 2.70456873e+10 2.70933676e+10
 2.70887483e+10 2.71332912e+10 2.71729754e+10]","[2.71740512e+08 2.71786628e+08 2.75151539e+08 2.74976307e+08
 2.81977401e+08 2.80166829e+08 2.85044214e+08 3.32724544e+08
 3.28105203e+08 3.72648129e+08 4.12332330e+08]","[0.00000000e+00 8.18271297e-05 8.65777231e-05 3.06947818e-04
 3.43451074e-04 3.58608522e-04 4.56712965e-04 5.06429102e-04
 5.25368197e-04 6.07177687e-04 6.43576400e-04]",1e-09,448.16078288960045,155.64586390071958,0.02,0.006,"[-2.00724110e-03  4.43673468e-04  1.97968434e-03 -1.55930191e-03
 -3.17431573e-05  1.13079648e-03  2.04047487e-03  1.34361447e-03
  8.60740203e-04  1.73590793e-03  1.62362262e-03]","[ 0.00073496  0.00218077 -0.00025504 -0.00064316 -0.00229683  0.00108397
 -0.00051315  0.00186969  0.00137975 -0.00133184  0.00128367]","[ 0.00220224  0.00220117  0.00392942  0.00327596  0.00605288  0.00501378
  0.00658827  0.0183576   0.0164957   0.03258032 -0.03216517]","[ 0.          0.00171767 -0.00217777 -0.00313396 -0.00221251 -0.00499942
 -0.00450872 -0.00438237  0.01593489  0.01527342 -0.03215592]"
out_77c2e198-de01-4065-a596-f7ce9ce31d19.h5,[ 4.46088242e+07  4.55337880e+07  4.74954160e+07 -1.00000000e+00],1.0048897590285832,[-1.         19.45559906 86.78003846 25.59384681],1e+18,0.0,26760643051.162266,[87.96058084 88.05909943 88.29806315 85.90497444],[17767.53007696 17767.34371068 17747.66857393 17660.3681226 ],[2.70690462e+10 2.70681576e+10 2.70684283e+10 2.71708035e+10],[3.08403191e+08 3.07514554e+08 3.07785267e+08 4.10160431e+08],[0.00000000e+00 2.74983561e-05 5.99294937e-05 1.37195840e-04],1e-09,447.9091635573576,155.64586390071958,0.02,0.006,[ 0.00117646 -0.00216894 -0.0012213   0.00113325],[ 0.00261292  0.00029477 -0.00177369  0.00181935],[0.00915488 0.00859541 0.00732195 0.00148724],[ 0.          0.00783028 -0.00728056  0.00150744]
out_0022ebe1-6bee-4c11-9d42-56d323623d1f.h5,"[ 4.39626352e+07  4.57187594e+07  4.96975953e+07  4.95153860e+07
  5.04871833e+07  4.66666259e+07  2.68175566e+07  2.64680481e+07
  2.00093659e+07  2.02995965e+07  3.04585510e+07  3.04276704e+07
  3.90665939e+07  3.10431480e+07  3.29237482e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          32.38527753  22.51764356  15.96479827  21.02826129
  22.49509448  24.7127335   30.71457045  26.61393049  13.74618029
 267.27187146  20.05313084  20.96729085  16.68217761  39.25491637
 332.65087339]",1e+18,0.0,26760643051.162266,"[87.86777558 88.04755121 88.55239927 88.52699787 88.68543375 88.16463762
 86.74869121 86.73387485 86.46897421 86.47987199 86.944776   86.9440281
 87.50095186 86.97915507 87.08953907 83.99123953]","[18556.35560578 18555.96185991 18523.40930595 18500.29579665
 18484.14808447 18462.18521469 18439.53031181 18414.48847436
 18382.96567776 18356.2844049  18342.42130882 18074.72364351
 18054.46238196 18033.30861426 18016.37528781 17976.00106279]","[2.70315080e+10 2.70294649e+10 2.70226510e+10 2.70238161e+10
 2.70229248e+10 2.70316276e+10 2.70759486e+10 2.70782676e+10
 2.70952478e+10 2.70950122e+10 2.70842902e+10 2.70852950e+10
 2.70672708e+10 2.70857773e+10 2.70834635e+10 2.71492397e+10]","[2.70864997e+08 2.68821826e+08 2.62007945e+08 2.63173074e+08
 2.62281787e+08 2.70984522e+08 3.15305584e+08 3.17624578e+08
 3.34604721e+08 3.34369126e+08 3.23647119e+08 3.24651926e+08
 3.06627717e+08 3.25134261e+08 3.22820488e+08 3.88596677e+08]","[0.00000000e+00 5.56600758e-05 7.93515574e-05 1.63878297e-04
 1.89847868e-04 3.22703735e-04 3.45440979e-04 3.92207005e-04
 5.07243190e-04 5.16830720e-04 5.33489302e-04 5.95151361e-04
 6.25325610e-04 6.52423658e-04 6.88913865e-04 8.51942810e-04]",1e-09,448.1668093428201,155.64586390071958,0.02,0.006,"[-0.00098087  0.00167806 -0.00104078  0.00072414  0.00071442 -0.0016382
  0.00206211  0.00172819 -0.0004929  -0.00030848 -0.00176522 -0.0010399
 -0.00074488  0.00161069  0.00132333 -0.00072722]","[ 1.53816764e-03  1.01165346e-03  9.06359224e-04  1.20023782e-03
  1.12128087e-03 -1.40454533e-03 -6.22612122e-04 -6.84385149e-05
  1.26328752e-03  1.53321925e-03  9.32825626e-04  1.84520415e-03
  1.17442200e-03  2.23240454e-05 -5.30049471e-04  1.12392562e-03]","[0.00984199 0.00878379 0.00616627 0.00628818 0.00553911 0.00813748
 0.02023266 0.02047164 0.02590897 0.02562075 0.01755396 0.01756294
 0.01232657 0.01714557 0.01593537 0.01430556]","[ 0.         -0.00392598  0.00257223  0.00604898  0.00553331  0.00553756
  0.0018632  -0.0148635   0.01017433  0.02506807  0.01207961  0.01755377
  0.00982692 -0.0012558  -0.01593428  0.01433203]"
out_f8bb4269-3333-4c2f-91ea-42f771909cfe.h5,"[53191498.72225732 47312389.29963484 46346333.30673856 45335084.00664528
 45342694.39514207 40098935.6460294  38586632.9302881  38564596.01822771
 29965213.058732   32266925.15966029 30929397.74548084 36809270.98822064
 38454787.94307749 42928549.0322888  39628290.86154683 35160951.64175459
 40350527.41439341]",1.0048897590285832,"[ -1.          31.41061442  21.287715    27.39348342  16.79286088
  20.9685412   15.64126932   1.25752033  20.78103281  23.21662193
  51.28308409 109.73860589  16.5206941   16.75583058 135.17703764
  17.56548708  14.38420415]",1e+18,0.0,26760643051.162266,"[89.70576144 88.33680993 88.21631543 88.10233798 88.10499334 87.60367534
 87.48471156 87.48320213 86.93363399 87.0638291  86.98970507 87.36838678
 87.49209865 87.88406031 87.59914852 87.2659366  87.66342805]","[18318.35729244 18317.78913165 18286.25076692 18264.72219804
 18237.26894017 18219.90783117 18198.61480187 18181.90512074
 18179.78862051 18158.92539488 18135.06735703 18083.647998
 17973.23720246 17956.52663194 17939.29261065 17803.99671827
 17786.31076099]","[2.70239865e+10 2.70373506e+10 2.70404059e+10 2.70438345e+10
 2.70445763e+10 2.70566367e+10 2.70606814e+10 2.70608703e+10
 2.70811415e+10 2.70769495e+10 2.70825590e+10 2.70749404e+10
 2.70720732e+10 2.70633436e+10 2.70770386e+10 2.70875971e+10
 2.70770844e+10]","[2.63343401e+08 2.76707578e+08 2.79762855e+08 2.83191427e+08
 2.83933289e+08 2.95993675e+08 3.00038325e+08 3.00227290e+08
 3.20498464e+08 3.16306495e+08 3.21915920e+08 3.14297330e+08
 3.11430180e+08 3.02700586e+08 3.16395544e+08 3.26954071e+08
 3.16441371e+08]","[0.00000000e+00 8.14109573e-05 9.97382534e-05 1.34328592e-04
 1.42925044e-04 2.24723288e-04 2.71460479e-04 4.25455960e-04
 5.49279438e-04 5.61127297e-04 6.53735650e-04 6.73462697e-04
 7.71436129e-04 7.99142608e-04 8.69020860e-04 8.86512867e-04
 9.04250030e-04]",1e-09,448.218617104265,155.64586390071958,0.02,0.006,"[ 4.83749593e-04 -8.74926707e-04  2.51717734e-04  4.42337384e-05
 -9.16039945e-04 -1.18028298e-04 -7.16566526e-04  1.25692003e-04
 -2.35491380e-04 -1.73433534e-04  7.76292419e-05  5.31942432e-04
  8.49815348e-05 -4.03501571e-04 -1.99250255e-04  4.06189639e-04
 -2.35232602e-04]","[-7.48148799e-04  1.54735806e-04 -8.39142381e-06 -4.53284779e-05
 -1.99299402e-04  9.11960811e-04  1.94199391e-05 -9.02908375e-04
  1.43316950e-04  8.81259061e-04 -2.91853205e-04  2.17023925e-04
 -4.41332044e-05 -7.72243250e-05  3.75706736e-04  1.91322837e-04
 -6.87309478e-04]","[0.00119998 0.00732245 0.0079569  0.00858216 0.00856725 0.01171117
 0.01258881 0.01260027 0.01789146 0.0163855  0.01721659 0.01351487
 0.01253142 0.00986088 0.01174264 0.01439892 0.01129249]","[ 0.         -0.00014193  0.0061221   0.0025954  -0.00853959  0.00649954
  0.00800739  0.00525166 -0.00677753 -0.00474217 -0.01624232 -0.0098925
  0.01103607 -0.00684564  0.00743012  0.01137939  0.00392882]"
out_d69b7bb0-27e5-4cc4-aba2-c1e1cae2382e.h5,"[ 5.45449173e+07  4.79677554e+07  4.82591443e+07  4.93254986e+07
  4.45059203e+07  3.93798557e+07  2.64266149e+07  2.22658009e+07
  2.52672058e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         33.25941135 25.80544546 18.1716571  19.50840002 20.35433955
 32.45389302 13.97077476 58.23493441 40.19533092]",1e+18,0.0,26760643051.162266,"[89.19675987 88.1589701  88.19274878 88.32208431 87.82159128 87.41753716
 86.69163846 86.51859488 86.64406103 87.52337567]","[18073.75662426 18072.82534097 18039.04435885 18013.06801158
 17994.359174   17973.89258345 17953.47922462 17920.96378464
 17906.67844817 17847.9710034 ]","[2.70358767e+10 2.70499848e+10 2.70506986e+10 2.70495040e+10
 2.70599750e+10 2.70715158e+10 2.71017916e+10 2.71122123e+10
 2.71078654e+10 2.71724657e+10]","[2.75233641e+08 2.89341717e+08 2.90055545e+08 2.88860933e+08
 2.99331983e+08 3.10872759e+08 3.41148521e+08 3.51569219e+08
 3.47222346e+08 4.11822681e+08]","[0.         0.00013524 0.00021107 0.00023596 0.00031427 0.00045404
 0.00046266 0.00047164 0.00051755 0.00058677]",1e-09,448.136746786176,155.64586390071958,0.02,0.006,"[ 2.94569838e-03  2.46742385e-03 -1.69049164e-04  3.78704552e-03
  1.29218939e-04  1.22456677e-03  2.67947939e-03  3.03402337e-03
 -3.06000173e-06 -3.40387866e-03]","[ 0.0005661   0.00212572 -0.00326807 -0.00071641  0.00334829  0.00317865
  0.00138877  0.0013917   0.00316495  0.0012201 ]","[0.00314953 0.00784948 0.00767092 0.00701895 0.00973519 0.01246461
 0.02030319 0.02356611 0.0211214  0.07499695]","[ 0.          0.00309571 -0.00761264 -0.00674401 -0.00187858  0.00119353
 -0.01216635 -0.00763169  0.02062982  0.02105668]"
out_c2f174a0-328f-4f9d-8d00-065adcf99e8b.h5,[ 2.67299783e+07  2.29975675e+07  3.63583834e+07 -1.00000000e+00],1.0048897590285832,[-1.         53.5038088  18.74313437 17.53749752],1e+18,0.0,26760643051.162266,[86.7887995  86.61925634 87.36705708 85.47186993],[17589.16423114 17588.25208025 17534.31458434 17515.53457616],[2.71168901e+10 2.71287043e+10 2.70983676e+10 2.71664974e+10],[3.56247091e+08 3.68061258e+08 3.37724542e+08 4.05854369e+08],[0.         0.00013561 0.00020024 0.00020576],1e-09,447.5829720228736,155.64586390071958,0.02,0.006,[ 3.45797909e-05  2.68985479e-05 -3.46811591e-04 -9.99525291e-04],[ 0.0002543   0.00088151 -0.00046379  0.00023699],[0.0198565  0.02277104 0.01352071 0.07499552],[ 0.          0.01855904  0.00144346 -0.0075362 ]
out_31999563-0036-45b2-9344-3d9f66cc0f5e.h5,"[ 4.73041034e+07  4.03988080e+07  4.04048512e+07  4.03988080e+07
  4.37065422e+07  2.33878631e+07 -1.00000000e+00]",1.0048897590285832,"[-1.00000000e+00  2.35914809e+01  4.80704828e-01  3.67634160e-01
  1.45466886e+02  1.79514215e+01  6.17019336e+02]",1e+18,0.0,26760643051.162266,"[88.32065614 87.61836833 87.61877576 87.61853921 87.93657777 86.61534485
 79.15679036]","[17691.79860102 17691.6965692  17667.29917616 17666.29987196
 17665.6910308  17519.38188979 17501.06441454]","[2.70669934e+10 2.70824523e+10 2.70825081e+10 2.70826355e+10
 2.70826679e+10 2.71296194e+10 2.72182586e+10]","[3.06350381e+08 3.21809217e+08 3.21865017e+08 3.21992438e+08
 3.22024807e+08 3.68976330e+08 4.57615555e+08]","[0.00000000e+00 1.51222746e-05 1.34641749e-04 2.11556697e-04
 2.47332250e-04 3.73326554e-04 4.27984647e-04]",1e-09,447.9232139877517,155.64586390071958,0.02,0.006,"[-6.38028422e-04  7.19675712e-04 -1.50148961e-03  8.90381413e-04
 -1.31609073e-03  9.04177774e-05  1.23525646e-03]","[-0.0016628   0.00205479  0.0010126   0.00146457 -0.00108506 -0.00202451
 -0.00134582]","[ 0.00727129  0.01140394  0.01140081  0.0114028   0.0093743   0.02242328
 -0.02166925]","[ 0.         -0.00708527  0.0070905   0.00566091  0.00809752  0.00335732
 -0.0216169 ]"
out_df891de7-48cb-407b-827b-92ae99dc7530.h5,[ 5.44778102e+06 -1.00000000e+00],1.0048897590285832,[-1.         15.42222339],1e+18,0.0,26760643051.162266,[86.04304097 89.3177545 ],[17864.76486532 17864.43759967],[2.71606828e+10 2.71766608e+10],[4.00039770e+08 4.16017776e+08],[0.00000000e+00 4.76864667e-05],1e-09,447.28652997061903,155.64586390071958,0.02,0.006,[0.0023294  0.00257368],[-0.00128312  0.0004148 ],[0.05499446 0.07499891],[0.         0.05455928]
out_f425ffa4-0fd8-4465-b793-0429f5f1e5df.h5,[ 8.31890205e+06 -1.00000000e+00],1.0048897590285832,[ -1.         980.95505851],1e+18,0.0,26760643051.162266,[86.13150289 84.33391801],[18506.383911   18506.28169474],[2.71191945e+10 2.71919578e+10],[3.58551464e+08 4.31314787e+08],[0.00000000e+00 1.43975575e-05],1e-09,447.56732270062474,155.64586390071958,0.02,0.006,[-5.32686537e-05 -1.08782750e-04],[0.00154767 0.00124953],[ 0.0448002  -0.04464005],[ 0.         -0.04461207]
