File_name,Axial F [Hertz],B_bkg [Tesla],Delta E [eV],Gas density [m^-3],Helium fraction,LO frequency [Hertz],Pitch angle [degrees],Start E [eV],Start F [Hertz],"Start F, downmixed [Hertz]",Time [seconds],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres],x_start [metres],y_start [metres],z_max [metres],z_start [metres]
out_91dcb868-5d76-4b7d-814d-d65657bc3cd7.h5,[ 7.38136886e+06 -1.00000000e+00],1.0048897590285832,[-1.        14.5788442],1e+18,0.0,26760643051.162266,[86.11269431 85.6731806 ],[18540.46969528 18539.94969871],[2.71203443e+10 2.71225546e+10],[3.59701237e+08 3.61911539e+08],[0.00000000e+00 7.30926387e-05],1e-09,447.55951653457544,155.64586390071958,0.02,0.006,[-0.0002245   0.00054709],[-1.28971451e-03 -4.84585473e-05],[0.04773187 0.07499784],[0.         0.00201655]
out_f9f27bd3-a6b7-4344-b5ed-e053d3130cea.h5,"[26892316.8569915  38043159.22700649 44163902.96129844  9180423.84989186
 14152812.7069142  17048944.67660667]",1.0048897590285832,"[ -1.          31.38331946  21.15159949  36.79818342 115.02008758
  18.1409982 ]",1e+18,0.0,26760643051.162266,[86.73349689 87.36777713 87.86087892 86.12561336 86.25898371 86.35000481],"[17931.88614229 17930.17548417 17897.65196882 17874.64347152
 17837.21139235 17721.55978913]","[2.71000301e+10 2.70766208e+10 2.70649855e+10 2.71501771e+10
 2.71421446e+10 2.71354697e+10]","[3.39387051e+08 3.15977791e+08 3.04342467e+08 3.89534031e+08
 3.81501506e+08 3.74826624e+08]",[0.         0.00024955 0.00041645 0.00068879 0.00078139 0.00087435],1e-09,447.69764251245425,155.64586390071958,0.02,0.006,[ 0.00249894 -0.0031323  -0.0002414  -0.00173169  0.00290934 -0.00095957],[-0.00064278  0.00076326 -0.0033406  -0.00262912 -0.00168577  0.00236118],[0.01996008 0.01304346 0.00964508 0.04196711 0.03247219 0.02868934],[ 0.          0.00527417  0.00098148  0.00475224 -0.02864664 -0.0026225 ]
out_5173c1da-721d-4050-8ade-fa5e950e4409.h5,"[48790901.46524977 52458036.61133047 52468226.59515531 47081476.4705522
 39570235.93783991 38493149.56698293 52113916.74932102 35700030.46674808
 32959906.10270025 36719199.36268995 50336643.77780006 27086485.20973994
 28673718.73801697 28903844.89153862 20481227.66997574 20697810.76717216
 28188940.77556493]",1.0048897590285832,"[ -1.          91.17950645   0.44584022  19.54559482  33.26172999
  20.18996653  30.37146582  39.88422288  24.63641319  23.63562792
  77.20959236 115.63747172  15.97160671  18.28854077  19.06367663
  13.90599554  14.27735571]",1e+18,0.0,26760643051.162266,"[88.4049195  89.07321596 89.07294699 88.21119363 87.5076768  87.42979762
 89.02488559 87.24186972 87.07351138 87.31291834 88.71596841 86.77031878
 86.84948129 86.86215997 86.48751262 86.49623098 86.8278318 ]","[17971.17759106 17970.34401534 17878.81485833 17878.28671086
 17858.2113982  17824.70933892 17804.42435701 17773.7813418
 17733.60573276 17708.41550066 17684.30737314 17606.68775421
 17490.76532349 17474.45876463 17456.08561179 17435.66090993
 17421.39098911]","[2.70508330e+10 2.70481024e+10 2.70481416e+10 2.70596494e+10
 2.70768179e+10 2.70801016e+10 2.70538697e+10 2.70895949e+10
 2.70969017e+10 2.70899168e+10 2.70654597e+10 2.71211702e+10
 2.71181401e+10 2.71186928e+10 2.71400802e+10 2.71400366e+10
 2.71228868e+10]","[2.90189970e+08 2.87459385e+08 2.87498533e+08 2.99006367e+08
 3.16174874e+08 3.19458519e+08 2.93226625e+08 3.28951859e+08
 3.36258640e+08 3.29273766e+08 3.04816694e+08 3.60527141e+08
 3.57497073e+08 3.58049769e+08 3.79437165e+08 3.79393587e+08
 3.62243755e+08]","[0.         0.00012167 0.00017298 0.00018506 0.00026284 0.00029817
 0.00031215 0.00035223 0.00039526 0.00047713 0.00054711 0.00060818
 0.00065078 0.00070092 0.00071359 0.00091745 0.00097201]",1e-09,448.0339816945387,155.64586390071958,0.02,0.006,"[-0.00179915  0.00201697 -0.00099635  0.00221344 -0.00028262  0.00052624
  0.00178813  0.00080226  0.001736   -0.00173542  0.00296407 -0.00267902
 -0.0021241  -0.00257841 -0.0020954  -0.00196677 -0.0015288 ]","[ 0.00137605  0.00131195 -0.00260694  0.00184309 -0.00217528  0.00257875
  0.00113314  0.00286662 -0.00122259 -0.00129785  0.00033176 -0.00055706
 -0.00149253 -0.00117317 -0.00177398  0.00184994 -0.00202738]","[0.00677506 0.00374824 0.00374907 0.00776247 0.01207732 0.01266647
 0.00395317 0.01422486 0.01584153 0.01360983 0.00531077 0.01958203
 0.01846871 0.01830295 0.02495773 0.02474454 0.01876502]","[ 0.         -0.00357541  0.00281512  0.00068245 -0.00501619  0.01152028
 -0.0027163  -0.00077801 -0.01363622  0.00906135 -0.00085739 -0.00529933
  0.00459252 -0.00623795  0.01325292  0.02187933 -0.00986246]"
out_778df198-b81e-4602-b8d7-0f395c24f0f7.h5,[ 3.15766227e+07 -1.00000000e+00],1.0048897590285832,[ -1.         699.20591906],1e+18,0.0,26760643051.162266,[86.96903954 86.85424322],[17990.83717836 17990.19403088],[2.70861405e+10 2.71959517e+10],[3.25497436e+08 4.35308684e+08],[0.00000e+00 3.66494e-05],1e-09,447.79233750990454,155.64586390071958,0.02,0.006,[0.00202547 0.00117533],[-0.00195864 -0.0020988 ],[0.01686889 0.07499923],[0.        0.0156573]
out_536cdfc6-df0c-422c-8579-310fb0ac70f8.h5,"[ 5.52703971e+07  5.48662260e+07  5.19036185e+07  5.11081231e+07
  5.04212116e+07  4.51004225e+07  4.29285490e+07  4.41494656e+07
  4.15037539e+07  4.37277692e+07  4.13069935e+07  3.94719320e+07
  3.85315878e+07  3.82587012e+07  3.89258439e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          40.23379343  28.56938942  18.21339165  19.01847626
  15.55170866  35.62219329  28.49449176  31.02326057 152.77529507
  47.81728425  19.81939769  19.67945252  17.63704363  25.28413341
  75.46378363]",1e+18,0.0,26760643051.162266,"[89.84984218 89.56110911 88.78455903 88.65367594 88.55299492 87.92896913
 87.73409469 87.84618222 87.62168643 87.82730472 87.62414203 87.48262948
 87.41483277 87.39662906 87.44676287 85.81443181]","[17972.65838436 17972.16060488 17931.82724695 17903.23153332
 17883.93584882 17864.59485002 17848.72104298 17812.87746967
 17783.95266459 17752.64181246 17599.487186   17551.56369783
 17531.62850783 17511.76605277 17493.7864785  17467.65026843]","[2.70389811e+10 2.70417427e+10 2.70487014e+10 2.70511041e+10
 2.70534042e+10 2.70645830e+10 2.70708180e+10 2.70696638e+10
 2.70766519e+10 2.70795814e+10 2.70868316e+10 2.70917207e+10
 2.70947200e+10 2.70960526e+10 2.70959701e+10 2.71864946e+10]","[2.78338030e+08 2.81099661e+08 2.88058309e+08 2.90461088e+08
 2.92761176e+08 3.03939998e+08 3.10174906e+08 3.09020745e+08
 3.16008855e+08 3.18938348e+08 3.26188566e+08 3.31077605e+08
 3.34076960e+08 3.35409567e+08 3.35327023e+08 4.25851515e+08]","[0.00000000e+00 7.26878831e-05 8.72586161e-05 9.11162397e-05
 2.49872408e-04 2.97230286e-04 3.44544203e-04 3.77120538e-04
 4.40551123e-04 4.83005462e-04 5.39496221e-04 5.55350871e-04
 5.72652575e-04 6.00024258e-04 6.51306588e-04 7.79072605e-04]",1e-09,448.11539665265315,155.64586390071958,0.02,0.006,"[-0.00264424 -0.00249918 -0.00178565 -0.00345153  0.00318665  0.00236529
  0.00299433 -0.00116471  0.00214992  0.00092569  0.00317416 -0.0008444
 -0.00284841  0.00138274 -0.00244544  0.00282098]","[ 0.00043598  0.00182692 -0.00201089  0.00087419 -0.00159941  0.00141139
 -0.00184494  0.00277852 -0.00166143  0.002545   -0.00090584 -0.00265227
  0.00048287  0.00327343 -0.00258302  0.00143084]","[0.00058453 0.00171555 0.00492586 0.00551068 0.00597307 0.0091875
 0.01036819 0.00967776 0.01110783 0.00979024 0.01109219 0.0120901
 0.01260054 0.01274086 0.01235583 0.07499798]","[ 0.         -0.00033824  0.00170171  0.00484673  0.00235661 -0.00386834
 -0.00032157  0.00195571  0.00357475  0.00159343  0.00826859  0.01096499
  0.01208903 -0.00838282 -0.00901017  0.01154662]"
out_7694f101-80c5-4d24-9eb0-a5f1eda07c8e.h5,[ 1.34434815e+07  1.21129392e+07 -1.00000000e+00],1.0048897590285832,[-1.         28.11530619 24.16703977],1e+18,0.0,26760643051.162266,[86.2311805  86.19488976 88.69818623],[18169.15938405 18168.63457152 18139.9209144 ],[2.71220231e+10 2.71270730e+10 2.71611651e+10],[3.61380054e+08 3.66429976e+08 4.00522056e+08],[0.00000000e+00 7.53690998e-05 1.61405749e-04],1e-09,447.5481210375352,155.64586390071958,0.02,0.006,[ 0.00076648 -0.00345214  0.00155201],[ 0.00247595 -0.00019736 -0.00210578],[ 0.03378026  0.03597384 -0.0357894 ],[ 0.         -0.03305359 -0.03578286]
out_08eb160c-1f28-45f6-ac29-1e5c315e3610.h5,"[ 4.75204839e+07  5.02336676e+07  3.41388310e+07  3.41388310e+07
  1.63206302e+07 -1.00000000e+00]",1.0048897590285832,[-1.         42.87906298 30.98263059  0.38212481 27.4497667  14.49086671],1e+18,0.0,26760643051.162266,[88.16863702 88.52097355 87.10543222 87.10556369 86.32088701 89.18824617],"[18088.12213685 18087.77206421 18043.18894149 18010.86950924
 18010.39640924 17936.30975807]","[2.70480345e+10 2.70448108e+10 2.70794248e+10 2.70796486e+10
 2.71233872e+10 2.71728248e+10]","[2.87391477e+08 2.84167737e+08 3.18781759e+08 3.19005524e+08
 3.62744137e+08 4.12181790e+08]","[0.00000000e+00 5.07654193e-05 2.98531373e-04 4.92895813e-04
 5.06123946e-04 5.98169887e-04]",1e-09,448.0531918319254,155.64586390071958,0.02,0.006,[-0.00104729  0.00024515  0.00015297 -0.00141508 -0.00062889 -0.00098182],[ 0.00262354 -0.00307026  0.00334952  0.00242761  0.00248381 -0.00328349],[0.00789866 0.00614786 0.01534863 0.01534875 0.02970771 0.07499881],[ 0.          0.00423955  0.00491258 -0.01447023  0.01121325  0.05453502]
out_30c23bb8-916d-4038-a1d3-68bd894f6475.h5,[ 5.33596267e+07  5.40212861e+07  5.33069727e+07 -1.00000000e+00],1.0048897590285832,[ -1.          25.32799778  23.4744034  126.55564483],1e+18,0.0,26760643051.162266,[89.41284851 89.8705545  89.41319954 83.8800255 ],[18550.55362004 18549.8290552  18523.96173472 18500.08955123],[2.70128130e+10 2.70127808e+10 2.70153598e+10 2.71222808e+10],[2.52169923e+08 2.52137756e+08 2.54716767e+08 3.61637751e+08],[0.         0.00010254 0.00017898 0.00023542],1e-09,448.2956916895951,155.64586390071958,0.02,0.006,[ 0.00076691 -0.00177213 -0.00016046 -0.00053331],[-0.00055329 -0.00032116  0.00158929  0.00148677],[ 2.39294209e-03  5.23003142e-04  2.39128559e-03 -4.95399973e-05],[ 0.00000000e+00 -4.77831233e-04  1.13723845e-04 -1.86367667e-05]
out_2ae4fa91-08b1-40b8-91a1-de4b0af3a99b.h5,"[ 5.06006801e+07  5.39457620e+07  5.10984545e+07  5.28273872e+07
  5.24784205e+07  5.24886184e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          17.43676909  24.75511122  53.35576361  15.02106866
   0.42738356 350.53439787]",1e+18,0.0,26760643051.162266,"[88.55847146 89.21993482 88.64412438 88.96989353 88.90368141 88.90363761
 81.80655293]","[18459.77449308 18459.71478772 18441.9985245  18417.1243301
 18363.54038321 18348.07428294 18347.48908437]","[2.70236259e+10 2.70181341e+10 2.70247292e+10 2.70240434e+10
 2.70254395e+10 2.70254815e+10 2.71443735e+10]","[2.62982890e+08 2.57491057e+08 2.64086141e+08 2.63400379e+08
 2.64796428e+08 2.64838452e+08 3.83730459e+08]","[0.00000000e+00 8.48860009e-06 4.82733091e-05 6.52431820e-05
 9.78581551e-05 1.61518561e-04 1.84094400e-04]",1e-09,448.22110179120193,155.64586390071958,0.02,0.006,"[ 0.00274241 -0.00223323 -0.00295865  0.00160305 -0.00083923 -0.00170006
 -0.00097265]","[-0.00108758 -0.00087914 -0.0008526  -0.00192992  0.00295671  0.00256546
  0.00287241]","[ 0.00602467  0.00312492  0.00562661  0.00417798  0.00446434  0.00446442
 -0.00358195]","[ 0.         -0.00174354  0.00099459 -0.00399193 -0.00321762 -0.00441933
 -0.00354104]"
out_764057f4-82c5-4d19-a892-cfb764560079.h5,"[ 5.42491325e+07  5.50451254e+07  4.78572698e+07  4.82332912e+07
  5.51800675e+07  5.52139065e+07  5.51687971e+07  5.33385526e+07
  3.53820318e+07  3.19387999e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          23.05063517  82.12909072  23.71408824  43.54757973
  15.33808898  15.6181158  282.63794711  17.52023411  67.35928551
 159.94989306]",1e+18,0.0,26760643051.162266,"[89.24842466 89.55318963 88.19653062 88.24487668 89.76778528 89.83904589
 89.80635175 89.15820905 87.19267126 86.99252423 84.4195723 ]","[18081.25033835 18080.5789074  18057.48844923 17975.29673245
 17951.57443958 17907.20249194 17891.46696632 17875.61375606
 17592.73175058 17574.85425842 17507.36784241]","[2.70356522e+10 2.70353325e+10 2.70530721e+10 2.70534964e+10
 2.70423448e+10 2.70430566e+10 2.70439227e+10 2.70611240e+10
 2.70985058e+10 2.71094258e+10 2.71803727e+10]","[2.75009132e+08 2.74689461e+08 2.92429035e+08 2.92853346e+08
 2.81701730e+08 2.82413534e+08 2.83279626e+08 3.00480991e+08
 3.37862727e+08 3.48782752e+08 4.19729674e+08]","[0.00000000e+00 9.74579126e-05 1.03245896e-04 1.12383858e-04
 1.13582623e-04 2.34390828e-04 2.92684178e-04 3.27195970e-04
 3.63586401e-04 4.16810662e-04 4.35813318e-04]",1e-09,448.13829122821414,155.64586390071958,0.02,0.006,"[ 6.42619793e-05  7.41293722e-04  2.76294974e-03 -2.79523731e-03
 -3.25461107e-03  2.00836698e-03 -1.69390827e-03 -5.15704576e-04
  2.68086549e-03 -2.53163478e-03 -3.04606154e-03]","[ 0.00280576  0.00348285 -0.00159039 -0.00174832 -0.00153041 -0.00189082
 -0.00305487 -0.0031235  -0.00095372 -0.00259145 -0.00186723]","[ 0.00296703  0.00174623  0.00771409  0.00746723  0.00090356  0.00062581
  0.00075316  0.00332955  0.0144244   0.01642889 -0.00419913]","[ 0.00000000e+00 -1.52577499e-03  8.98194018e-04  6.80836419e-03
 -1.76783935e-04 -4.86754263e-04  6.25469115e-04  8.78690821e-05
  6.73927542e-05 -1.25983099e-02 -4.17169242e-03]"
out_3dc3ecb3-c626-4910-b8c3-1e43eae2cdca.h5,[ 1.68690002e+07  1.74939398e+07  1.73947985e+07 -1.00000000e+00],1.0048897590285832,[-1.         26.33645784 18.39789409 17.16742942],1e+18,0.0,26760643051.162266,[86.37740449 86.39888342 86.39579221 86.84394999],[17955.64901993 17955.44817633 17929.07593544 17910.34274608],[2.71234487e+10 2.71229722e+10 2.71239966e+10 2.71660428e+10],[3.62805658e+08 3.62329168e+08 3.63353508e+08 4.05399713e+08],[0.00000000e+00 2.92036775e-05 3.44149542e-05 8.32949949e-05],1e-09,447.53844665153053,155.64586390071958,0.02,0.006,[-6.83978699e-06 -4.56585880e-05  4.31568746e-04  2.26125722e-04],[-0.00101926 -0.00034038 -0.00102586  0.00017897],[0.02911379 0.02837002 0.02847404 0.07499915],[ 0.         -0.02459242 -0.02722795  0.0124509 ]
out_79b5148b-1052-4c69-a8c5-dd8e9cc4af9d.h5,"[ 2.60318457e+07  3.96865164e+07  3.96806861e+07  3.82099916e+07
  4.51909705e+07  4.51834109e+07  4.51834109e+07  4.88615106e+07
  5.10501664e+07  4.91191909e+07  4.85366452e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          28.04793634   0.41014632  17.76832917 134.25752828
   0.41498757   0.46914567 129.84132949  14.11608364  20.39289125
  14.76839264 102.93780347]",1e+18,0.0,26760643051.162266,"[86.7091957  87.51002239 87.50967501 87.40258215 88.01392333 88.01419194
 88.01364961 88.4835777  88.85492057 88.52917143 88.44706316 85.63830003]","[18506.62463054 18506.46037364 18478.25944803 18477.69579421
 18459.50228578 18324.95977819 18323.50646262 18322.89759272
 18192.76549496 18178.21940879 18157.39050233 18142.3480111 ]","[2.70731491e+10 2.70442623e+10 2.70442249e+10 2.70481817e+10
 2.70402708e+10 2.70402475e+10 2.70403298e+10 2.70392467e+10
 2.70356133e+10 2.70404504e+10 2.70423547e+10 2.71451138e+10]","[3.12506051e+08 2.83619251e+08 2.83581809e+08 2.87538645e+08
 2.79627788e+08 2.79604400e+08 2.79686796e+08 2.78603625e+08
 2.74970258e+08 2.79807352e+08 2.81711699e+08 3.84470765e+08]","[0.00000000e+00 2.32239620e-05 4.49298737e-05 6.67099559e-05
 1.27082992e-04 1.67873026e-04 3.16500944e-04 3.36502415e-04
 3.78433461e-04 4.40503218e-04 5.03501683e-04 5.43135974e-04]",1e-09,447.8810951274171,155.64586390071958,0.02,0.006,"[ 0.00142562  0.00046729  0.00119903 -0.00130751  0.00215163  0.00119556
  0.00189327 -0.00186731  0.00189686 -0.00077215  0.00199011 -0.00207334]","[ 1.63692825e-03  1.24521171e-03 -5.69292921e-04 -8.26570975e-04
 -3.56349548e-06 -9.86129957e-04  1.12905337e-03 -1.09225268e-03
 -5.75532050e-05  2.01538303e-03 -7.61352771e-04  2.60311498e-04]","[0.02085853 0.01224391 0.01224652 0.01307328 0.00897144 0.00897021
 0.0089733  0.00649771 0.00476631 0.00627649 0.00667688 0.00102516]","[ 0.          0.00621003 -0.00080784 -0.01214859 -0.00889069 -0.00335481
 -0.00491201 -0.00471601 -0.00233766  0.00256494 -0.00486901  0.00104698]"
out_78d2779c-c1a5-41da-aaac-a835c59b2b5d.h5,"[ 3.49290612e+07  3.47091275e+07  3.72611989e+07  3.57094699e+07
  3.35078068e+07  3.35078068e+07  3.33382412e+07 -1.00000000e+00]",1.0048897590285832,"[-1.00000000e+00  1.60800779e+01  2.06394972e+01  5.39537764e+01
  2.04413136e+01  3.80770305e-01  2.63929147e+01  5.60891027e+02]",1e+18,0.0,26760643051.162266,"[87.21647535 87.20351559 87.37724486 87.2729623  87.13308797 87.13327448
 87.12412465 80.66347941]","[18143.55509683 18143.21048254 18127.08727741 18104.03483312
 18050.0698185  18028.70237891 18028.27500163 18001.29995312]","[2.70708248e+10 2.70719635e+10 2.70675638e+10 2.70737586e+10
 2.70795293e+10 2.70795941e+10 2.70811751e+10 2.71564907e+10]","[3.10181753e+08 3.11320464e+08 3.06920728e+08 3.13115539e+08
 3.18886246e+08 3.18951037e+08 3.20532088e+08 3.95847655e+08]","[0.00000000e+00 4.97528249e-05 5.59844932e-05 4.05176904e-04
 4.06807819e-04 5.41323101e-04 5.48092869e-04 6.32770462e-04]",1e-09,447.89699386895546,155.64586390071958,0.02,0.006,"[ 0.00075172 -0.00033316 -0.00051838  0.00054926  0.00066696 -0.00059933
 -0.00128616  0.00037697]","[-0.00030184 -0.00074316 -0.00060253  0.00109374  0.00121665 -0.00054265
 -0.00106924  0.00095033]","[0.01477339 0.01489484 0.01336952 0.01425644 0.01557606 0.01557439
 0.01566632 0.07495883]","[ 0.         -0.01368526  0.01211634  0.01153882  0.01055518 -0.01270802
 -0.01538019 -0.0149902 ]"
out_1e06192f-b4ad-4361-84f0-f6853e677b7f.h5,"[ 5.26215528e+07  4.64979223e+07  4.74787187e+07  4.74536947e+07
  5.36138211e+07  5.21743153e+07  5.08196483e+07  4.66343975e+07
  4.61247320e+07  4.72461834e+07  4.29900415e+07  4.17539698e+07
  2.61098531e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.         151.73676631  17.17112587  24.9045283   54.63248212
  68.06038396  28.88951456  32.45813889  25.25579333  22.58343232
  14.42049007  17.56430023  50.63329541  27.09238487]",1e+18,0.0,26760643051.162266,"[89.07811965 88.15311172 88.27204876 88.27313477 89.54454218 89.09133611
 88.80930888 88.20182748 88.14561534 88.28365917 87.82815161 87.71794069
 86.72584919 86.24796088]","[17937.53011769 17937.08518259 17784.86662807 17767.072845
 17741.94467391 17687.1667636  17618.93906318 17589.88729367
 17556.57208166 17531.12315814 17508.33660439 17493.86345857
 17476.28989988 17425.53033396]","[2.70450111e+10 2.70644186e+10 2.70633099e+10 2.70645870e+10
 2.70551701e+10 2.70612651e+10 2.70653002e+10 2.70752099e+10
 2.70775885e+10 2.70763863e+10 2.70858113e+10 2.70892623e+10
 2.71266268e+10 2.71893436e+10]","[2.84368029e+08 3.03775590e+08 3.02666820e+08 3.03943922e+08
 2.94527036e+08 3.00622065e+08 3.04657150e+08 3.14566892e+08
 3.16945443e+08 3.15743210e+08 3.25168243e+08 3.28619251e+08
 3.65983795e+08 4.28700555e+08]","[0.00000000e+00 6.50834290e-05 1.36114809e-04 2.28013821e-04
 2.61067923e-04 2.82638862e-04 3.07548113e-04 3.31740557e-04
 4.59721086e-04 4.88600090e-04 5.19015377e-04 5.26903179e-04
 5.28291267e-04 5.47235409e-04]",1e-09,448.0739556469887,155.64586390071958,0.02,0.006,"[-0.00159573 -0.00259636 -0.00264479 -0.00265995 -0.00230687 -0.0006881
  0.00225406  0.00249829 -0.00062452 -0.00280762 -0.0025419  -0.00112221
 -0.00070069 -0.00144256]","[-0.00146294  0.00066336  0.00116776  0.00065315  0.00149934  0.00199654
  0.00172084  0.00111046  0.00271341  0.00100477  0.00082241  0.00196118
  0.00290783  0.00197046]","[ 0.00372306  0.00806883  0.00744522  0.0074399   0.00180927  0.00367119
  0.00489263  0.00781045  0.00810846  0.00738564  0.00992919  0.01062567
  0.02025772 -0.01600419]","[ 0.00000000e+00  2.80533243e-03 -1.26828145e-03  7.43933792e-03
 -1.79393385e-03  1.13206684e-03 -3.20269288e-03  4.42456517e-03
 -7.73980115e-03 -7.38218552e-03 -7.08591832e-03 -5.94374685e-05
 -2.95539129e-03 -1.59857078e-02]"
out_25389fcd-b1d0-44bc-9bd3-f3d3b76bcf85.h5,"[ 4.63940966e+07  4.58974393e+07  4.58974393e+07  4.24295367e+07
  4.13322770e+07  2.91094332e+07  3.59806088e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          14.81004246   0.49672205  16.50866942  98.51661768
 254.94447304 189.11097867 102.296209  ]",1e+18,0.0,26760643051.162266,"[88.0387299  87.98991535 87.99027694 87.67570834 87.59585628 86.84292614
 87.24586948 83.78915235]","[18275.80974694 18275.76030014 18259.83322602 18258.88822436
 18242.1321329  18143.52025819 17872.76880844 17683.3052314 ]","[2.70410499e+10 2.70427138e+10 2.70428161e+10 2.70506310e+10
 2.70577264e+10 2.70968866e+10 2.70916267e+10 2.71571683e+10]","[2.80406882e+08 2.82070771e+08 2.82173029e+08 2.89987940e+08
 2.97083367e+08 3.36243562e+08 3.30983643e+08 3.96525288e+08]","[0.00000000e+00 7.09708253e-06 1.67549807e-04 2.31946083e-04
 2.67508345e-04 2.81271466e-04 3.25913955e-04 3.78130655e-04]",1e-09,448.1011741055862,155.64586390071958,0.02,0.006,"[ 2.65048447e-03 -5.89449794e-05 -3.17726893e-03  2.11126753e-03
  5.78179265e-04  3.30414844e-03  2.44872895e-03 -2.07504756e-03]","[-8.61206961e-04 -3.18179090e-03 -4.50971620e-04 -2.51928661e-03
  2.35382704e-03 -8.61876414e-05  8.92608175e-05 -2.33292591e-03]","[0.00862989 0.00890279 0.00890098 0.01082094 0.0113609  0.01840842
 0.01408355 0.0749875 ]","[ 0.          0.00855849 -0.00707429  0.00712515  0.01080407  0.0060597
  0.00822531 -0.00556434]"
out_393ee2ad-add2-4ccc-afc3-dcf757a0046d.h5,"[53328021.81868167 53370170.02797692 53317495.16613135 47073271.26378941
 50205656.22898143 48764475.6294741  50915444.01723747 50800532.35138148
 33886141.07533093 37328141.30897155 43884066.69570816 47478718.66956583
 47865750.57798865 46038253.02752526 52509026.14921594 52265176.18262109
 52255064.90868763 53275430.08116934]",1.0048897590285832,"[-1.         13.70060514 19.02410032 57.70554861 28.30584832 21.39114657
 14.19903577 16.07189296 34.89301942 44.89128063 14.85246967 16.96488659
 26.26997515 33.04325991 33.97162249 17.49429365  0.38996642 22.05918983]",1e+18,0.0,26760643051.162266,"[89.45651916 89.48317734 89.46963511 88.25352769 88.71375517 88.48743115
 88.8538383  88.83510671 87.14176808 87.37231697 87.92317792 88.33577621
 88.39227526 88.16467587 89.34040306 89.26333023 89.26348892 89.78095321]","[18443.11021055 18442.97152803 18428.50056167 18409.10145514
 18350.7804782  18322.26749072 18300.77832954 18286.17881509
 18269.98593334 18234.79038693 18189.8795012  18174.35790392
 18156.19792087 18129.62651263 18096.24257996 18061.81228007
 18044.18346031 18043.59943685]","[2.70180814e+10 2.70186672e+10 2.70197315e+10 2.70349324e+10
 2.70300827e+10 2.70340293e+10 2.70303969e+10 2.70314195e+10
 2.70687067e+10 2.70632687e+10 2.70500416e+10 2.70435457e+10
 2.70440802e+10 2.70494610e+10 2.70381107e+10 2.70394850e+10
 2.70395038e+10 2.70385810e+10]","[2.57438330e+08 2.58024158e+08 2.59088456e+08 2.74289355e+08
 2.69439672e+08 2.73386259e+08 2.69753837e+08 2.70776417e+08
 3.08063610e+08 3.02625649e+08 2.89398518e+08 2.82902656e+08
 2.83437197e+08 2.88817933e+08 2.77467646e+08 2.78841982e+08
 2.78860715e+08 2.77937994e+08]","[0.00000000e+00 1.97390118e-05 1.29469864e-04 1.82941985e-04
 2.70923518e-04 3.00589970e-04 3.14642148e-04 3.72113293e-04
 3.89491125e-04 4.32945159e-04 4.35769346e-04 5.32311831e-04
 7.04970411e-04 7.48584655e-04 7.97957509e-04 8.64594369e-04
 8.84157018e-04 9.12377452e-04]",1e-09,448.2593333753368,155.64586390071958,0.02,0.006,"[ 0.00130906  0.00098795  0.00015448 -0.00078545 -0.00062682 -0.00059667
  0.00090466 -0.00110966 -0.00093977 -0.00075006 -0.00106893  0.00146103
 -0.00070734  0.00149013 -0.00117217  0.00067898  0.00058686  0.00029314]","[-7.95951016e-05 -2.08734994e-04  9.49362977e-04  5.44548020e-04
 -7.68971178e-04  7.34204911e-04 -5.96466917e-04  1.13734898e-03
 -9.35810746e-04  1.40031241e-03  1.44016839e-03  1.04918455e-03
  1.09046425e-03 -6.30684901e-04 -1.13592662e-04  6.87123512e-04
  7.27268991e-04 -1.44905207e-03]","[0.00221175 0.00210163 0.00215742 0.00770208 0.00543605 0.00651401
 0.00479705 0.00488114 0.01546484 0.01339012 0.00955512 0.0072748
 0.00698768 0.00817597 0.00269423 0.00301786 0.00301719 0.00088556]","[ 0.          0.00194948 -0.00203596 -0.0021533  -0.00441426  0.0052635
  0.00475346  0.00474155  0.002091    0.00294153 -0.00944376  0.0049693
 -0.00473361 -0.00685626 -0.00222588 -0.00074023 -0.00291418  0.00086521]"
out_59e7cae0-8d69-4318-8c89-a5f62a406b50.h5,[ 4.94791043e+07 -1.00000000e+00],1.0048897590285832,[-1.         70.59531183],1e+18,0.0,26760643051.162266,[88.27307851 85.5136592 ],[18528.13170923 18527.28805899],[2.70232212e+10 2.71199549e+10],[2.62578100e+08 3.59311827e+08],[0.        0.0001195],1e-09,448.22389182640194,155.64586390071958,0.02,0.006,[0.00289751 0.00255506],[ 0.00017023 -0.00145378],[0.00728137 0.00475954],[0.         0.00478141]
