File_name,Axial F [Hertz],B_bkg [Tesla],Delta E [eV],Gas density [m^-3],Helium fraction,LO frequency [Hertz],Pitch angle [degrees],Start E [eV],Start F [Hertz],"Start F, downmixed [Hertz]",Time [seconds],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres],x_start [metres],y_start [metres],z_max [metres],z_start [metres]
out_3c571f63-90b9-4c56-b6fe-2e26c7cb8014.h5,"[ 5.39349901e+07  5.37739260e+07  5.28170572e+07  4.98075660e+07
  4.92086774e+07  4.91997141e+07  2.89007522e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         26.3965214  15.70356151 25.89930753 18.18543635  0.39403919
 89.90935169 19.25041792]",1e+18,0.0,26760643051.162266,"[89.87761978 89.73109533 89.29078429 88.63961775 88.54804824 88.54809011
 86.86287134 86.00895481]","[17852.3254008  17852.18532245 17825.76793305 17809.76541038
 17783.23464056 17764.85899742 17764.40570069 17674.30539332]","[2.70462635e+10 2.70478674e+10 2.70504702e+10 2.70576276e+10
 2.70597816e+10 2.70597684e+10 2.71078237e+10 2.71725885e+10]","[2.85620463e+08 2.87224317e+08 2.89827162e+08 2.96984509e+08
 2.99138595e+08 2.99125383e+08 3.47180625e+08 4.11945463e+08]","[0.00000000e+00 2.05883572e-05 2.36599389e-05 6.76994243e-05
 1.60833415e-04 1.88914273e-04 1.97662921e-04 2.25927160e-04]",1e-09,448.06535324224933,155.64586390071958,0.02,0.006,"[ 5.84086683e-04  1.74433806e-03  2.55869295e-03 -8.23601966e-05
  2.58238641e-03  2.30195620e-03 -1.21961061e-03 -1.04363976e-03]","[ 0.00186952  0.00100001 -0.00088232 -0.00183158  0.00081184 -0.00054472
 -0.0015     -0.00240561]","[0.00048666 0.00107116 0.0028579  0.00569595 0.00612617 0.00612599
 0.01840614 0.07499965]","[ 0.00000000e+00 -3.14673106e-05 -8.96614967e-04 -2.63723265e-03
 -5.29514318e-03  5.45099042e-03 -6.00306785e-03 -1.71849500e-02]"
out_8c7d4b9e-99e7-4924-8976-9a67904d017d.h5,"[ 4.85453685e+07  4.90567436e+07  4.51456511e+07  4.52591204e+07
  4.83541766e+07 -1.00000000e+00]",1.0048897590285832,[-1.         19.70025402 17.1464685  23.6273242  39.61180503 99.43232487],1e+18,0.0,26760643051.162266,[88.45820696 88.53742012 88.04532022 88.06088179 88.45112182 85.21610231],"[18116.10897391 18115.80701312 18096.090746   18078.91994894
 18055.10506491 18015.35973022]","[2.70435898e+10 2.70435436e+10 2.70522714e+10 2.70532408e+10
 2.70488840e+10 2.71535195e+10]","[2.82946771e+08 2.82900588e+08 2.91628361e+08 2.92597739e+08
 2.88240928e+08 3.92876409e+08]","[0.00000000e+00 4.37261213e-05 4.60475250e-05 4.95764487e-05
 7.68180320e-05 9.62600547e-05]",1e-09,448.08371966775064,155.64586390071958,0.02,0.006,[-0.00135585  0.00121112  0.00062431 -0.00056466  0.00192345 -0.00068635],[ 0.00062373 -0.00059352 -0.0011267  -0.00203409 -0.0004536   0.00199944],[ 0.00662782  0.00624237  0.00880234  0.00871511  0.00666459 -0.00517869],[ 0.         -0.00345353  0.0014311  -0.00862643 -0.0032492  -0.0051548 ]
out_c4134d75-6f1d-4610-a805-34160558ca10.h5,"[ 5.31705572e+07  4.95426322e+07  5.13412717e+07  3.39159255e+07
  3.37675248e+07  2.02508945e+07  1.60825502e+07  1.67414423e+07
  1.74104957e+07  1.59533655e+07  1.68437535e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          18.76663278  35.36330779  37.76974672  22.2075332
  15.49383146  26.97079186  20.26551008 304.20053118  52.91166205
  18.60543967  25.93526595]",1e+18,0.0,26760643051.162266,"[89.85573352 88.69633391 89.08076899 87.16761096 87.15971839 86.49446978
 86.34775654 86.36966628 86.39764266 86.34920256 86.37928278 85.78762393]","[17865.64158021 17865.04441674 17846.24399693 17810.69048854
 17772.42999674 17750.18615077 17733.83659422 17705.97033417
 17684.84243847 17380.09906196 17326.64896454 17307.91723593]","[2.70463777e+10 2.70545332e+10 2.70526481e+10 2.70913470e+10
 2.70928081e+10 2.71258174e+10 2.71378083e+10 2.71374303e+10
 2.71509787e+10 2.71571882e+10 2.71557438e+10 2.71781984e+10]","[2.85734657e+08 2.93890173e+08 2.92005009e+08 3.30703990e+08
 3.32165081e+08 3.65174371e+08 3.77165275e+08 3.76787297e+08
 3.90335608e+08 3.96545149e+08 3.95100733e+08 4.17555333e+08]","[0.00000000e+00 8.77009018e-05 9.26667549e-05 1.20680648e-04
 1.92976555e-04 1.98332690e-04 3.24376864e-04 4.56364231e-04
 5.83643590e-04 6.65158557e-04 7.46231655e-04 7.65271333e-04]",1e-09,448.0645689795528,155.64586390071958,0.02,0.006,"[ 0.00124539  0.00052886  0.00114907 -0.0010699  -0.00073482 -0.00038352
  0.00079073 -0.00105851  0.00145987 -0.00017006 -0.00149731 -0.00109074]","[-0.00143394  0.00176769  0.00017377 -0.00131235  0.00094565  0.0018418
 -0.00157193  0.00076524 -0.00057603  0.00110096 -0.00026522 -0.00084223]","[0.00058214 0.00551068 0.0037929  0.01519995 0.01527651 0.0253577
 0.02992687 0.0291058  0.02815643 0.02988278 0.0287777  0.07499484]","[ 0.         -0.00054399  0.0003127   0.00253177  0.0148041   0.00713558
 -0.00951632  0.02842673 -0.00494509 -0.0276485   0.02814195 -0.01868719]"
out_bf371fbc-eb15-4c8c-bd95-2d2f52bf4b4d.h5,"[ 5.37418286e+07  5.36564224e+07  4.60696624e+07  4.73621656e+07
  4.80274592e+07  4.46900117e+07  4.27721980e+07  4.27721980e+07
 -1.00000000e+00]",1.0048897590285832,"[-1.         24.70905102 32.02150964 20.00858593 72.26956388 16.34587117
 30.76323663  0.417523   44.91701063]",1e+18,0.0,26760643051.162266,"[89.63864736 89.6107219  88.12903294 88.28653087 88.38396779 87.99288289
 87.8078449  87.80800251 85.5146235 ]","[18017.10170233 18016.76185523 17991.52584667 17959.48897479
 17939.44232849 17867.05376515 17850.52963437 17819.47416876
 17818.87722943]","[2.70385062e+10 2.70398724e+10 2.70564453e+10 2.70547952e+10
 2.70570087e+10 2.70645511e+10 2.70700237e+10 2.70701914e+10
 2.71575279e+10]","[2.77863158e+08 2.79229332e+08 2.95802228e+08 2.94152120e+08
 2.96365603e+08 3.03908041e+08 3.09380688e+08 3.09548307e+08
 3.96884818e+08]","[0.00000000e+00 4.94991666e-05 1.26356639e-04 1.28599773e-04
 1.34164005e-04 1.51631560e-04 1.77813167e-04 2.20798882e-04
 2.47191200e-04]",1e-09,448.118661867349,155.64586390071958,0.02,0.006,"[ 0.00158816 -0.00251985 -0.0021592  -0.00078822  0.00110965 -0.00151997
  0.0022019   0.00223442 -0.00239247]","[ 1.99015566e-03  2.01443483e-04  1.26823845e-03  2.08408991e-03
  1.33174632e-03 -8.73175127e-04 -1.04258078e-03  4.39393012e-05
  3.76792465e-04]","[0.0014465  0.00155915 0.00827646 0.00744283 0.00694719 0.00903835
 0.01014555 0.01014502 0.07499882]","[ 0.          0.00120113  0.00108058 -0.0072787   0.006163    0.00628732
  0.00610525  0.00580486 -0.00111856]"
out_f7a07009-bb3b-4174-acdd-ff401537b823.h5,"[ 2.07822136e+07  1.49535753e+07  1.26389233e+07  1.02138941e+07
  8.50353956e+06  8.50434276e+06  6.17174524e+06  6.16751754e+06
  6.16653191e+06 -1.00000000e+00]",1.0048897590285832,"[-1.         25.93404751 26.66960652 24.81401297 20.69418748  0.44422104
 16.40957276  0.4155478   0.3858824  89.97669737]",1e+18,0.0,26760643051.162266,"[86.47519808 86.28075564 86.21452939 86.15181599 86.11169774 86.11168743
 86.06245301 86.06242205 86.06244259 84.50702522]","[18288.56257613 18288.09326253 18261.45352976 18233.50026864
 18208.52502882 18187.70228545 18170.57726728 18154.12431328
 18153.14399825 18152.5742693 ]","[2.70968998e+10 2.71130238e+10 2.71209014e+10 2.71281930e+10
 2.71346816e+10 2.71347114e+10 2.71437337e+10 2.71437424e+10
 2.71437157e+10 2.71299078e+10]","[3.36256780e+08 3.52380776e+08 3.60258332e+08 3.67549957e+08
 3.74038594e+08 3.74068395e+08 3.83090656e+08 3.83099319e+08
 3.83072633e+08 3.69264765e+08]","[0.00000000e+00 6.70701824e-05 1.67942237e-04 3.51604876e-04
 3.74691053e-04 3.93111516e-04 4.62609941e-04 4.68833242e-04
 5.49854906e-04 5.76230585e-04]",1e-09,447.7189657534841,155.64586390071958,0.02,0.006,"[-0.00179205  0.0022163  -0.00166751  0.00260518  0.001553    0.00015308
 -0.00215011 -0.00218734 -0.00213862 -0.00168803]","[-0.00218493 -0.00068705  0.00197606  0.00179556  0.00253295  0.00319413
  0.00132431  0.00100272 -0.00141475 -0.00265408]","[0.02510745 0.03164611 0.03513771 0.03977515 0.04398288 0.04398088
 0.05191032 0.05192853 0.05193153 0.03499793]","[ 0.         -0.0221825   0.03037436  0.0298405   0.03904686 -0.04347281
 -0.05046364  0.04085508 -0.0515283   0.03501793]"
out_b433be7e-46f4-49d4-afbc-2bbc5688c1ac.h5,[ 2.10609303e+07  6.45045686e+06 -1.00000000e+00],1.0048897590285832,[-1.         32.93019682 49.61362772],1e+18,0.0,26760643051.162266,[86.50212724 86.08323799 88.34267111],[18487.33335787 18487.0576008  18431.55797696],[2.70860019e+10 2.71272267e+10 2.71477842e+10],[3.25358825e+08 3.66583648e+08 3.87141145e+08],[0.00000000e+00 3.89936785e-05 2.19665951e-04],1e-09,447.7932835489031,155.64586390071958,0.02,0.006,[ 0.00100194 -0.00030871 -0.00044794],[ 0.00106757  0.00141503 -0.00192319],[0.02496855 0.05103365 0.07499816],[ 0.         -0.02495335  0.04261211]
out_dc714bc0-4c23-4143-9611-dca9b357dcc5.h5,"[ 5.09827162e+07  4.38769380e+07  3.50514444e+07  3.40527522e+07
 -1.00000000e+00]",1.0048897590285832,[ -1.         115.60593485  15.61283516  30.14907122  18.19925806],1e+18,0.0,26760643051.162266,[88.7403309  87.87057586 87.1925317  87.1328467  84.96319112],"[18027.77536243 18027.57570288 17911.73399599 17896.10256859
 17865.45389596]","[2.70437235e+10 2.70635316e+10 2.70830476e+10 2.70866853e+10
 2.71436187e+10]","[2.83080415e+08 3.02888543e+08 3.22404516e+08 3.26042294e+08
 3.82975600e+08]","[0.00000000e+00 2.90577241e-05 6.35668147e-05 6.62875650e-05
 1.39511241e-04]",1e-09,448.0828014480759,155.64586390071958,0.02,0.006,[ 0.00234572 -0.00089538  0.00220256  0.0014952  -0.00274867],[-0.00115761 -0.0018762  -0.00186319 -0.00143071 -0.00026429],[0.00520726 0.0096828  0.01469041 0.01526216 0.01023251],[ 0.          0.00479558 -0.00704585 -0.00736592  0.01025512]
out_ee5c755d-efc6-4330-b5df-42ad350d9ae8.h5,"[ 5.35288209e+07  5.35076130e+07  5.26625912e+07  5.29620452e+07
  5.29412839e+07  5.29412839e+07  5.16554658e+07  4.80189210e+07
  4.87029265e+07  4.65700742e+07  1.97114815e+07  1.96856228e+07
  1.96641257e+07  3.96573823e+07  4.02183488e+07 -1.00000000e+00]",1.0048897590285832,"[-1.00000000e+00  1.63960157e+01  1.92850689e+01  1.34850901e+02
  1.67607879e+01  4.06893597e-01  1.73216965e+01  1.72565719e+01
  1.79369416e+01  2.10449450e+01  1.65589237e+01  6.04944386e-01
  4.91674133e-01  3.40566752e+01  2.82075067e+01  6.49698867e+02]",1e+18,0.0,26760643051.162266,"[89.43586935 89.43552574 89.16718293 89.31455553 89.31831681 89.31811858
 88.98052832 88.37396124 88.46796339 88.19732601 86.45564452 86.45470452
 86.45388806 87.54261308 87.59082797 81.72924402]","[17728.41025006 17727.83415092 17711.24035805 17691.7284899
 17556.64863041 17539.53457182 17539.12089484 17521.30387122
 17503.73767865 17485.59011439 17464.2387721  17447.51799558
 17446.7457257  17446.00008791 17411.50994567 17382.57298832]","[2.70534330e+10 2.70543032e+10 2.70568843e+10 2.70628440e+10
 2.70636929e+10 2.70637324e+10 2.70670599e+10 2.70751220e+10
 2.70746336e+10 2.70799704e+10 2.71415762e+10 2.71415740e+10
 2.71415853e+10 2.70968500e+10 2.70971467e+10 2.72183187e+10]","[2.92789959e+08 2.93660110e+08 2.96241268e+08 3.02200941e+08
 3.03049863e+08 3.03089380e+08 3.06416832e+08 3.14478953e+08
 3.13990578e+08 3.19327328e+08 3.80933180e+08 3.80930989e+08
 3.80942258e+08 3.36206915e+08 3.36503680e+08 4.57675621e+08]","[0.00000000e+00 8.52552021e-05 1.14550942e-04 1.48180200e-04
 1.82387728e-04 2.35218187e-04 2.36232651e-04 3.10375807e-04
 3.56753393e-04 3.88336541e-04 4.34327499e-04 4.58550811e-04
 4.83594107e-04 5.21605714e-04 5.86816246e-04 6.96740483e-04]",1e-09,448.01614173860474,155.64586390071958,0.02,0.006,"[ 9.90414428e-05 -2.01767271e-03  1.39938296e-03  1.09581680e-03
 -2.34320687e-03  1.66664607e-03  1.23586810e-03 -2.33306434e-03
  1.35716673e-03 -7.96514316e-04 -1.65608052e-03 -2.84385047e-03
 -2.60342496e-03 -7.42081405e-04  1.50059663e-03  8.72359324e-04]","[-0.00222867  0.00181183 -0.00261758  0.00236551 -0.00025787 -0.00168338
 -0.00262291  0.00070886 -0.00231133 -0.00258798  0.00159648  0.00097547
 -0.00143903 -0.00293969 -0.00257976  0.00259767]","[ 0.00224376  0.00224511  0.00334662  0.00273722  0.00272201  0.00272279
  0.00413628  0.00691935  0.00645556  0.0078178   0.02570595  0.02573162
  0.02575257  0.01179839  0.01146102 -0.01132189]","[ 0.          0.00224323 -0.0022451   0.00121591 -0.00266315 -0.00254718
 -0.00028021 -0.00300793  0.00287387 -0.00530116 -0.00582237  0.00245203
  0.00012451  0.00919575  0.01144371 -0.01128199]"
out_c3f8e279-2e01-4874-bf95-dafce0037538.h5,"[ 5.31391758e+07  5.34758326e+07  5.33385526e+07  5.34229491e+07
  5.22955335e+07  5.19535354e+07  4.68772007e+07  4.27857485e+07
  4.69750314e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         21.46403883 16.43903684 15.43048951 27.99115777 28.83783207
 18.81148407 34.49917722 32.97215505 25.90085928]",1e+18,0.0,26760643051.162266,"[89.52612156 89.77800479 89.67904383 89.76705835 89.24692427 89.1544367
 88.26909343 87.82896364 88.29141723 86.0250554 ]","[18504.06219972 18503.59815515 18481.93809238 18465.47990182
 18450.03164404 18421.72610881 18392.59360732 18373.50938944
 18338.43597732 18305.41766589]","[2.70150946e+10 2.70154898e+10 2.70165628e+10 2.70171492e+10
 2.70207168e+10 2.70228295e+10 2.70339928e+10 2.70442055e+10
 2.70370889e+10 2.71420454e+10]","[2.54451517e+08 2.54846773e+08 2.55919739e+08 2.56506181e+08
 2.60073787e+08 2.62186426e+08 2.73349778e+08 2.83562482e+08
 2.76445836e+08 3.81402389e+08]","[0.00000000e+00 6.58340513e-05 9.36772785e-05 9.64002396e-05
 9.89283037e-05 1.43721513e-04 1.85771236e-04 2.24713526e-04
 3.06825616e-04 3.13440252e-04]",1e-09,448.2799422640885,155.64586390071958,0.02,0.006,"[-4.18962115e-04  2.87655275e-04 -3.82062587e-04 -5.98923860e-04
 -3.24172275e-04 -8.45223283e-05 -2.86109368e-04  7.08956968e-04
  3.38880556e-04 -4.82637501e-05]","[-4.81234978e-04  1.28739481e-04 -2.04480910e-04  9.45331449e-05
  5.17814130e-04  8.34350945e-04  3.06860964e-04 -4.22850127e-04
  6.71538473e-04  1.07268175e-04]","[0.0019402  0.00090475 0.00130994 0.00094952 0.00311188 0.00350811
 0.0076784  0.01020779 0.00756095 0.07499703]","[ 0.          0.00073078  0.00088829  0.00094799  0.00090136  0.00298381
 -0.00334753  0.00764726  0.00684554  0.00226044]"
out_26d92095-463f-445d-bfd6-5b8d7d757406.h5,"[26852214.98276396 27452630.400612   23149334.11996235 25457722.0086363
 19812692.03488634 23238959.86507734 23234961.76446097 23329282.30363847
 30589629.72951514 32136398.63315037 33117512.32357033 36804255.41781508
 36163667.22600378 25484142.89193446 32601862.46371774 32605797.98552568
 31762280.16364014 29535968.34455667 29587734.74773166]",1.0048897590285832,"[-1.         16.87855308 19.25510151 41.72594973 16.18007231 17.67202048
  0.38264955 15.43350565 15.98055193 25.74820692 31.99404579 28.55135128
 17.0635585  35.87457971 21.7439887   0.39324321 15.61070034 17.48204286
 22.21989472]",1e+18,0.0,26760643051.162266,"[86.74622385 86.77525205 86.58424858 86.68460211 86.45541746 86.58978478
 86.58975094 86.59409708 86.93939315 87.02651346 87.08535272 87.3227251
 87.28059853 86.69268054 87.06078401 87.06095643 87.01320784 86.89240717
 86.89615059]","[17877.05558817 17876.97846446 17859.09145787 17839.28825377
 17797.46663276 17781.05192189 17761.28023514 17760.82821479
 17745.29236494 17729.21221176 17702.92700829 17670.86804415
 17641.80975576 17624.57664612 17588.42718152 17566.60267673
 17565.98399383 17550.03068645 17532.48253135]","[2.71027307e+10 2.71021492e+10 2.71131179e+10 2.71098595e+10
 2.71246041e+10 2.71168567e+10 2.71172865e+10 2.71174452e+10
 2.71013333e+10 2.70990585e+10 2.70985154e+10 2.70918020e+10
 2.70939709e+10 2.71201960e+10 2.71048060e+10 2.71047539e+10
 2.71075306e+10 2.71134402e+10 2.71144811e+10]","[3.42087679e+08 3.41506113e+08 3.52474816e+08 3.49216478e+08
 3.63961031e+08 3.56213651e+08 3.56643400e+08 3.56802189e+08
 3.40690245e+08 3.38415425e+08 3.37872368e+08 3.31158949e+08
 3.33327881e+08 3.59552934e+08 3.44162934e+08 3.44110847e+08
 3.46887514e+08 3.52797113e+08 3.53838009e+08]","[0.00000000e+00 1.12840556e-05 1.58988934e-04 2.39296160e-04
 2.53352228e-04 2.87820312e-04 5.96783538e-04 6.06992172e-04
 6.22066471e-04 6.36767748e-04 7.16162649e-04 7.25779476e-04
 8.01034426e-04 8.26226768e-04 8.67086121e-04 8.79082417e-04
 9.12672327e-04 9.63759281e-04 9.73623897e-04]",1e-09,447.679254354772,155.64586390071958,0.02,0.006,"[ 0.00175816  0.00135126  0.00187442 -0.0017949  -0.00144623 -0.00272761
 -0.00262883 -0.00144683 -0.00092371 -0.00183877 -0.00194321 -0.00164557
 -0.00053487 -0.00201081 -0.00203704 -0.00164902 -0.00216543 -0.00193215
 -0.00173175]","[-0.00227418 -0.00160495  0.00105681  0.00181067  0.00164244 -0.00080682
 -0.00134195 -0.00184115 -0.00191313 -0.00228946  0.00107566  0.00142311
 -0.00234512 -0.0005733  -0.00186158 -0.00130012  0.00040605  0.00150452
  0.00233375]","[0.0199506  0.01951391 0.02279581 0.02094052 0.02578654 0.02268159
 0.02268256 0.02259635 0.01733582 0.01634559 0.01572539 0.01353368
 0.01389254 0.02081274 0.01598193 0.01598018 0.01649397 0.01791882
 0.01787221]","[ 0.          0.00103712 -0.01649928 -0.01871683  0.00240766  0.02242341
 -0.02164513 -0.01606604 -0.01325038  0.01552018 -0.0129531   0.01106331
 -0.0135293  -0.01186078  0.0155874   0.01455055 -0.00521609  0.01644345
 -0.01706886]"
out_b60d8de4-5e7f-4a62-b336-7cdca1bb57da.h5,"[ 5.32859401e+07  5.12050105e+07  4.34045365e+07  4.20661004e+07
  2.81595528e+07  1.22837069e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         21.56182985 23.93519089 20.17695066 36.6802429  29.24174431
 16.06999224]",1e+18,0.0,26760643051.162266,"[89.36895757 88.84229025 87.83820203 87.71955631 86.81774811 86.22618854
 87.41596569]","[18469.81223892 18469.64952875 18446.60074587 18422.38710506
 18402.15921475 18365.3613028  18335.85892883]","[2.70170053e+10 2.70221085e+10 2.70391293e+10 2.70428825e+10
 2.70750984e+10 2.71168658e+10 2.71462717e+10]","[2.56362214e+08 2.61465463e+08 2.78486212e+08 2.82239442e+08
 3.14455395e+08 3.56222732e+08 3.85628643e+08]","[0.00000000e+00 2.31259459e-05 2.34684229e-04 2.74324888e-04
 2.81583562e-04 2.98352426e-04 3.35435976e-04]",1e-09,448.26675741637257,155.64586390071958,0.02,0.006,"[-0.0016076  -0.00143158  0.00173709  0.00106893  0.00129303  0.00183784
  0.00080299]","[-0.00023038  0.00100433  0.00020503  0.00070204  0.00032365 -0.00020383
  0.00085256]","[0.0025683  0.00483556 0.01004645 0.01080802 0.01924971 0.03587703
 0.07499909]","[ 0.          0.00236431 -0.00274418  0.00857907  0.00134259 -0.01823832
  0.01803227]"
out_88b8223b-e4fc-4d91-ba3b-e736b5bae995.h5,"[33076956.95709315 36348597.83496448 36338817.50458622 46124731.98627321
 39605048.46211933 40783093.84143084 39374115.23491894 39356903.76099499
 39351169.94639447 44942833.69571259 39651560.55659157 44337890.76030264
 42125145.12040724 20451762.74034472 40404851.23568517 40758477.51794581
 21592967.50434915 21598147.3302139  23618960.34551798 27737361.93384823
 27514152.03331125]",1.0048897590285832,"[ -1.         101.30105204   0.71959239  16.36469766  67.76944731
  34.02956033  17.79277366  28.247812     0.51787209  17.48416412
  25.61869555  20.62677774  22.71071632  59.44662726  23.35540175
  20.31099006  66.97423234   0.410502    44.49057158  20.09619515
  26.18931639]",1e+18,0.0,26760643051.162266,"[87.09729028 87.31305043 87.31250573 88.18392596 87.56108913 87.66147692
 87.54658773 87.54810641 87.54768343 88.07204761 87.57568675 88.01292448
 87.79577692 86.50374129 87.64999176 87.68243401 86.5511048  86.55128388
 86.63705129 86.8307544  86.82055954]","[18206.18230224 18206.05223337 18104.5254228  18103.6240193
 18086.8260382  18018.53453167 17984.46994581 17966.45568157
 17937.68731024 17937.12498211 17919.15570691 17893.12135761
 17871.87762351 17848.2657162  17788.64595784 17764.84687071
 17744.17668378 17677.08880978 17676.51415717 17631.94353416
 17611.67005829]","[2.70717386e+10 2.70694532e+10 2.70695207e+10 2.70496844e+10
 2.70666315e+10 2.70659219e+10 2.70696970e+10 2.70711063e+10
 2.70712810e+10 2.70602788e+10 2.70726560e+10 2.70638650e+10
 2.70695870e+10 2.71224801e+10 2.70773366e+10 2.70776783e+10
 2.71249011e+10 2.71252804e+10 2.71225059e+10 2.71134348e+10
 2.71152930e+10]","[3.11095587e+08 3.08810123e+08 3.08877673e+08 2.89041309e+08
 3.05988487e+08 3.05278838e+08 3.09053926e+08 3.10463266e+08
 3.10637972e+08 2.99635718e+08 3.12012974e+08 3.03221968e+08
 3.08943962e+08 3.61837081e+08 3.16693508e+08 3.17035241e+08
 3.64258031e+08 3.64637326e+08 3.61862873e+08 3.52791784e+08
 3.54649946e+08]","[0.00000000e+00 1.87097466e-05 5.13779350e-05 7.76880585e-05
 1.40515434e-04 2.16444876e-04 2.21549330e-04 2.53854737e-04
 3.29900182e-04 3.36394789e-04 4.07377251e-04 4.68248836e-04
 5.58753134e-04 6.91093483e-04 7.16518990e-04 7.81964088e-04
 8.35009906e-04 8.51806547e-04 8.76069309e-04 8.87935511e-04
 9.14262821e-04]",1e-09,447.89074233877056,155.64586390071958,0.02,0.006,"[ 0.00112096  0.00070353 -0.00076453 -0.00152951 -0.00071005 -0.00079098
 -0.00149431  0.00135298  0.00124579  0.00079158  0.00163634  0.0010085
  0.00089355 -0.00057167 -0.00098158 -0.00027815 -0.00091519 -0.00078755
 -0.00135869 -0.00051346 -0.00084179]","[ 0.00035766 -0.00040325 -0.00056719  0.00072375 -0.00039206 -0.00024887
  0.00073435 -0.0004062  -0.00070366 -0.00129638 -0.00017668  0.00052847
 -0.00127447  0.00154565  0.00122048  0.00106719  0.00062478 -0.00013857
 -0.00084237 -0.00137428 -0.0014212 ]","[0.01593908 0.0139052  0.01391032 0.0080841  0.01194968 0.01124253
 0.01205548 0.01204379 0.01204732 0.0087023  0.01184497 0.0090412
 0.01035772 0.02519579 0.01132261 0.01110203 0.02407391 0.02407001
 0.02230205 0.01914812 0.01929285]","[ 0.00000000e+00 -1.31796268e-02  1.10733616e-02 -2.93136423e-03
  7.33948543e-03 -1.01174755e-02 -9.76541948e-03 -1.18676916e-02
  6.26572096e-05 -6.70334635e-03 -8.63269439e-03 -7.16832335e-03
  9.02199763e-03 -9.58517434e-03 -9.92472400e-03  1.07677804e-02
  9.51653660e-03  2.12118768e-02  2.22643478e-02 -2.09394286e-04
 -1.91480405e-02]"
out_f4a7839e-bb0b-444d-bccc-902e510a0e64.h5,"[ 4.38626876e+07  5.21743153e+07  5.22045672e+07  4.98627341e+07
  4.93074901e+07  4.96427919e+07  3.98681078e+07  3.98622241e+07
  3.64663738e+07  3.74939520e+07  3.49110030e+07  3.08305479e+07
  1.19722721e+07  1.33511161e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         92.20485248 17.32307089 23.8949767  18.92147859 19.08135732
 27.28176623  0.47968986 32.55505818 16.69477083 16.62183405 19.15209954
 22.99799848 16.43773659 31.97083821]",1e+18,0.0,26760643051.162266,"[87.91998718 89.22917475 89.24775528 88.72336019 88.63068592 88.69192904
 87.58262315 87.58202612 87.32921004 87.403693   87.22616    86.98132771
 86.22696129 86.26573571 85.97755391]","[18334.28149582 18334.12592921 18241.2720254  18223.57165921
 18199.02974398 18179.8351812  18160.57742495 18133.24601058
 18132.59936999 18099.76624532 18083.04740388 18066.21358613
 18046.78807474 18023.63295132 18006.50853365]","[2.70422635e+10 2.70298568e+10 2.70306644e+10 2.70364877e+10
 2.70385800e+10 2.70388360e+10 2.70604503e+10 2.70605631e+10
 2.70694630e+10 2.70680331e+10 2.70745428e+10 2.70848589e+10
 2.71330585e+10 2.71299224e+10 2.71510595e+10]","[2.81620450e+08 2.69213769e+08 2.70021355e+08 2.75844617e+08
 2.77936985e+08 2.78192985e+08 2.99807212e+08 2.99920040e+08
 3.08819959e+08 3.07390001e+08 3.13899778e+08 3.24215822e+08
 3.72415460e+08 3.69279357e+08 3.90416425e+08]","[0.00000000e+00 2.22529125e-05 1.15630605e-04 1.69963314e-04
 2.63232554e-04 3.02642485e-04 3.28126764e-04 3.35303032e-04
 3.59435249e-04 3.99683591e-04 4.03171328e-04 4.33904548e-04
 4.73562261e-04 4.96298412e-04 5.95786267e-04]",1e-09,448.0928334433732,155.64586390071958,0.02,0.006,"[-6.62811946e-04  7.70828608e-04 -1.01782358e-03 -6.11367030e-04
  5.29674952e-04 -5.70539829e-04 -7.76620662e-05  2.95214284e-04
  1.99355437e-04 -7.00831318e-04 -1.10371612e-03 -5.82481434e-05
  2.43056265e-04 -2.80352729e-04 -8.37732729e-04]","[ 0.00039754 -0.00056419  0.00056839 -0.00038299 -0.00124336  0.00108542
  0.00135379  0.00107121 -0.00132468 -0.00012445  0.00015496  0.00052841
  0.00116686  0.00059559 -0.00107756]","[0.00961302 0.00317751 0.00309848 0.00541739 0.00585224 0.00556367
 0.01183094 0.01183516 0.01381003 0.01319217 0.01472472 0.01726889
 0.03627434 0.03394385 0.012777  ]","[ 0.         -0.00265892 -0.0028044  -0.00144611  0.00540554  0.00548136
  0.00383339 -0.00652681 -0.00765181  0.0075933   0.01255691  0.00764125
 -0.01726666  0.03338953  0.0127926 ]"
