File_name,Axial F [Hertz],B_bkg [Tesla],Delta E [eV],Gas density [m^-3],Helium fraction,LO frequency [Hertz],Pitch angle [degrees],Start E [eV],Start F [Hertz],"Start F, downmixed [Hertz]",Time [seconds],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres],x_start [metres],y_start [metres],z_max [metres],z_start [metres]
out_60135e98-eb40-4b8b-b12b-57e193e1f494.h5,"[ 5.44130601e+07  5.26831345e+07  3.10681425e+07  3.08446306e+07
  3.08411088e+07  3.24803307e+07  3.43559438e+07  3.43690585e+07
  3.53542448e+07  3.53588730e+07  3.26136719e+07  3.28796629e+07
 -1.00000000e+00]",1.0048897590285832,"[ -1.          28.57710751  32.06200147  83.39066543  28.21585583
  28.80814516  18.62884035   0.38647993  22.77342191   0.39845416
  17.78895517 134.36473596 189.23697692]",1e+18,0.0,26760643051.162266,"[89.39378702 88.94543371 86.93506922 86.92711846 86.92790469 87.01960162
 87.13036972 87.13092969 87.19297436 87.19329851 87.02985629 87.05410681
 85.51806771]","[17679.39875467 17679.31579358 17650.10165391 17617.4784013
 17533.61337354 17505.33642477 17476.38513515 17457.1144976
 17456.00101804 17432.73469746 17431.93704432 17412.58416862
 17277.97572148]","[2.70550701e+10 2.70597033e+10 2.71059104e+10 2.71104913e+10
 2.71119950e+10 2.71097483e+10 2.71065379e+10 2.71066008e+10
 2.71054886e+10 2.71057007e+10 2.71126289e+10 2.71185501e+10
 2.71869584e+10]","[2.94426999e+08 2.99060276e+08 3.45267389e+08 3.49848222e+08
 3.51351949e+08 3.49105213e+08 3.45894885e+08 3.45957763e+08
 3.44845522e+08 3.45057633e+08 3.51985883e+08 3.57907027e+08
 4.26315322e+08]","[0.00000000e+00 1.23113236e-05 1.06987236e-04 1.90350730e-04
 2.61138633e-04 2.70269943e-04 2.91705398e-04 3.87941551e-04
 4.96960310e-04 5.70981671e-04 6.30934506e-04 8.65968502e-04
 9.02878740e-04]",1e-09,448.00491283283714,155.64586390071958,0.02,0.006,"[ 0.00125295 -0.0028412   0.0020526   0.00270878  0.00312374  0.00286237
  0.00247576 -0.00258306  0.0019309  -0.00286131  0.00322138 -0.00042334
  0.00134616]","[ 0.00266577 -0.00069359  0.00267256  0.0009598  -0.0002026  -0.00111049
 -0.00158321  0.00137798 -0.0029595   0.00186775 -0.00029762  0.00344918
  0.00284702]","[0.00236699 0.00420465 0.0170365  0.01713104 0.01712029 0.01609156
 0.01496789 0.01496208 0.0143812  0.01437816 0.01597867 0.01574042
 0.01019407]","[ 0.          0.00091535  0.00300291 -0.01678581  0.01691721 -0.01601
 -0.00323783  0.00133189  0.01431411  0.00642766 -0.01344166 -0.01570152
  0.01021292]"
out_777af8a6-c942-4fce-ad66-ee259f8c20c8.h5,"[ 4.46088242e+07  5.04212116e+07  5.04212116e+07  5.06291341e+07
  4.19354806e+07  4.27586561e+07  4.44619639e+07  4.43597357e+07
  4.70159148e+07  4.37277692e+07  4.52060972e+07  4.61957295e+07
  4.61957295e+07  4.25968192e+07  4.03384753e+07 -1.00000000e+00]",1.0048897590285832,"[ -1.          39.88174895   0.35888064  15.92415535  31.72045712
  17.50829496  16.67248909 200.48946459  20.78093282  17.38273803
  28.54520429  37.10584198   0.34714942  18.33771646  47.86101786
  91.24735931]",1e+18,0.0,26760643051.162266,"[88.01434278 88.83628543 88.83668637 88.88387024 87.76321659 87.84199481
 88.01586952 88.03129951 88.35468216 87.96896377 88.13543134 88.26273551
 88.26296177 87.86557514 87.66278058 84.14453915]","[18072.14852788 18071.21724528 18031.17837589 18030.74776714
 18014.05494827 17982.20076773 17964.50196679 17947.46100179
 17746.47482955 17725.65851388 17708.23250517 17679.11755522
 17641.70562082 17641.2240718  17622.4530417  17574.17682037]","[2.70535277e+10 2.70436892e+10 2.70437158e+10 2.70440779e+10
 2.70635340e+10 2.70625740e+10 2.70599126e+10 2.70699371e+10
 2.70654251e+10 2.70731302e+10 2.70714484e+10 2.70711514e+10
 2.70712421e+10 2.70796228e+10 2.70868867e+10 2.71636632e+10]","[2.92884602e+08 2.83046131e+08 2.83072741e+08 2.83434876e+08
 3.02890928e+08 3.01930967e+08 2.99269512e+08 3.09294064e+08
 3.04782089e+08 3.12487114e+08 3.10805345e+08 3.10508344e+08
 3.10599092e+08 3.18979764e+08 3.26243672e+08 4.03020176e+08]","[0.         0.00013513 0.00015799 0.00016843 0.00028037 0.00029987
 0.00032767 0.0003815  0.00045487 0.0004601  0.00046651 0.00055099
 0.00059648 0.00061645 0.00068089 0.00074279]",1e-09,448.01549247404853,155.64586390071958,0.02,0.006,"[-1.12956580e-03  1.37854496e-03  5.12707799e-04 -1.52508070e-04
  5.30138703e-04 -8.15366577e-04  6.35051417e-05 -1.42423344e-03
 -9.96105630e-04 -7.36286951e-04  7.65726390e-05  9.18105300e-04
 -1.48296878e-03  1.51820020e-03 -5.24741924e-04 -7.12131198e-04]","[-5.53700721e-04  5.67294720e-04  1.06547275e-03 -1.16046837e-03
 -1.13338085e-03  3.61818275e-04 -1.21449144e-03  6.63833362e-04
 -3.74384977e-04  2.68298143e-04  1.34395806e-03 -6.01263295e-04
 -5.54470843e-04  8.99472928e-05 -1.07820714e-03 -4.49202010e-04]","[0.00902792 0.00488282 0.00488087 0.00466866 0.01056473 0.01006399
 0.0090222  0.00893601 0.00718997 0.00929844 0.00835139 0.00766782
 0.00766674 0.00992235 0.01123791 0.00464501]","[ 0.          0.00478363 -0.00310917  0.00339256  0.00390548 -0.00782033
 -0.00492591 -0.00129986 -0.00050923  0.00222041  0.00488972 -0.00696617
  0.0064521  -0.00627542 -0.00945836  0.00467338]"
out_defb44fd-ae2d-44c9-b8f1-79069bcbf1a3.h5,[ 1.48353068e+07  1.19659075e+07 -1.00000000e+00],1.0048897590285832,[-1.         24.48866949 23.31862457],1e+18,0.0,26760643051.162266,[86.30194497 86.21953065 85.16014518],[17989.79473267 17989.72129692 17965.04730815],[2.71271213e+10 2.71362344e+10 2.71371527e+10],[3.66478289e+08 3.75591312e+08 3.76509673e+08],[0.00000000e+00 1.06531418e-05 3.75550295e-05],1e-09,447.51353347011633,155.64586390071958,0.02,0.006,[ 0.00188592  0.00078044 -0.0001416 ],[0.00066037 0.00098759 0.00170706],[0.03171942 0.03622664 0.07498817],[ 0.          0.01292857 -0.01850049]
out_a4e0a1e7-9397-40dc-a000-54c02876a09d.h5,[ 5.06006801e+07  2.10346881e+07 -1.00000000e+00],1.0048897590285832,[-1.         60.97208624 25.19568363],1e+18,0.0,26760643051.162266,[88.77012445 86.51268788 85.15768566],[18254.86508115 18254.18588091 18193.05796043],[2.70327057e+10 2.71007528e+10 2.71255431e+10],[2.72062621e+08 3.40109758e+08 3.64900065e+08],[0.00000000e+00 9.76352007e-05 1.20021752e-04],1e-09,448.1585659167896,155.64586390071958,0.02,0.006,[-0.00079529 -0.00124463 -0.00188908],[-0.00121223  0.0007787  -0.00022408],[0.00515977 0.02485018 0.07499834],[ 0.          0.0021588  -0.01848367]
out_26ca4e39-7e29-444c-b62c-2d5b165ab6d3.h5,"[ 2.91534194e+07  2.94747305e+07  2.98064920e+07  2.95101530e+07
  2.42291380e+07 -1.00000000e+00]",1.0048897590285832,[-1.         18.6887969  32.36262968 18.49855414 39.35024945 18.34478431],1e+18,0.0,26760643051.162266,[86.9068716  86.92496628 86.94420914 86.92897802 86.67005949 86.00290289],"[17708.00042865 17707.60604223 17688.60782579 17656.00384477
 17637.31123279 17596.77278873]","[2.71052211e+10 2.71054751e+10 2.71061954e+10 2.71079629e+10
 2.71222857e+10 2.71728439e+10]","[3.44578067e+08 3.44832009e+08 3.45552391e+08 3.47319860e+08
 3.61642615e+08 4.12200852e+08]","[0.00000000e+00 5.82691622e-05 1.04035634e-04 1.39801006e-04
 1.68586779e-04 3.45077071e-04]",1e-09,447.6623045702454,155.64586390071958,0.02,0.006,"[-8.76135212e-04 -9.00864159e-04 -6.58443209e-04 -2.80138546e-04
  9.10274680e-05  5.76709080e-04]",[ 0.00078343  0.00058915  0.00098433  0.00028413  0.00109045 -0.00080623],[0.01820518 0.01797498 0.01773599 0.01792428 0.02178595 0.01541282],[ 0.         -0.01677603 -0.01698031 -0.01767368  0.0179212   0.01542672]
out_7cd45715-d0a8-4608-869a-29a730e36f1a.h5,"[ 5.40212861e+07  4.99457157e+07  4.07646288e+07  3.86750330e+07
  3.99743126e+07  9.88061713e+06  1.67093369e+07  1.26418810e+07
  6.48281364e+06  2.17704869e+07  1.14272721e+07  7.56409954e+06
  2.29448208e+07  1.23629820e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         32.38340571 27.4303397  18.82447489 24.4558161  32.80721861
 17.29474116 16.80962194 23.53584787 58.70493492 84.3496481  39.1130415
 28.83496121 15.93207154 23.11073933]",1e+18,0.0,26760643051.162266,"[89.21234627 88.46327961 87.54473936 87.39265726 87.48831693 86.1404301
 86.33333816 86.21209993 86.06492436 86.5146083  86.18101113 86.08841583
 86.56470038 86.2066789  86.32860801]","[18184.02987385 18182.96843747 18150.54234788 18123.02767954
 18104.13009692 18079.62222925 18046.69242995 18028.84526975
 18011.91532169 17988.05554302 17928.89061066 17843.60029969
 17804.2585558  17775.17438175 17759.02550801]","[2.70308889e+10 2.70402530e+10 2.70600335e+10 2.70653608e+10
 2.70637576e+10 2.71381605e+10 2.71197674e+10 2.71321030e+10
 2.71508142e+10 2.71125135e+10 2.71436394e+10 2.71563056e+10
 2.71171401e+10 2.71452662e+10 2.71699127e+10]","[2.70245897e+08 2.79609919e+08 2.99390455e+08 3.04717749e+08
 3.03114584e+08 3.77517471e+08 3.59124395e+08 3.71459962e+08
 3.90171176e+08 3.51870472e+08 3.82996343e+08 3.95662500e+08
 3.56497097e+08 3.84623113e+08 4.09269684e+08]","[0.         0.00015321 0.00015938 0.00017158 0.00018216 0.0001897
 0.00020741 0.00028741 0.00030483 0.00035173 0.00041878 0.00055622
 0.00058968 0.00062632 0.00065816]",1e-09,448.17107130946357,155.64586390071958,0.02,0.006,"[ 0.00188366  0.0026886   0.00039799 -0.00203085 -0.00275268 -0.00224066
 -0.00300889  0.00105934  0.00237843  0.00332844  0.00045059 -0.00062688
  0.00083937  0.00257728  0.00313778]","[-0.00220881 -0.00011473 -0.00250729 -0.00202771  0.00066485  0.00240759
  0.00069502 -0.00245654 -0.00219485 -0.00063289  0.00251477 -0.00328823
 -0.00301687 -0.00061025  0.00115022]","[0.00312877 0.00642463 0.01168895 0.01282392 0.01209718 0.0404128
 0.0292608  0.03499478 0.05051043 0.02402031 0.03707013 0.04653416
 0.022929   0.03532583 0.0749931 ]","[ 0.          0.00309917 -0.00375739 -0.01155976 -0.00535137 -0.00302954
  0.02191346  0.02597251  0.0277113   0.02323834 -0.02072661  0.01805517
 -0.01809275  0.01718703  0.00982836]"
out_507c2d1c-8269-4d4c-87ae-a2c5e150e0cf.h5,"[ 5.06006801e+07  4.59755626e+07  4.70077324e+07  4.34394388e+07
  4.00513687e+07  3.79203188e+07  1.90068560e+07  1.88991345e+07
  6.77620809e+06 -1.00000000e+00]",1.0048897590285832,"[-1.         52.9689652  19.9713485  21.62385186 30.39995795 33.07601206
 20.01917671 23.91383499 22.62991449 20.97743013]",1e+18,0.0,26760643051.162266,"[88.91270837 88.20111184 88.33575694 87.92595731 87.61776416 87.45126412
 86.45337259 86.4499196  86.10548411 86.73115124]","[18140.91705021 18140.65908488 18087.5993043  18067.60034428
 18044.62975326 18014.20204208 17980.78335448 17960.49492083
 17936.53954244 17913.77256662]","[2.70377064e+10 2.70497333e+10 2.70485675e+10 2.70570358e+10
 2.70657735e+10 2.70719920e+10 2.71174772e+10 2.71188578e+10
 2.71539545e+10 2.71661072e+10]","[2.77063325e+08 2.89090209e+08 2.87924491e+08 2.96392738e+08
 3.05130484e+08 3.11348943e+08 3.56834161e+08 3.58214780e+08
 3.93311453e+08 4.05464188e+08]","[0.00000000e+00 3.73114894e-05 5.04793897e-05 5.44877064e-05
 2.50161379e-04 2.54199109e-04 3.04131858e-04 3.43289851e-04
 3.49339366e-04 3.69264670e-04]",1e-09,448.1241620553588,155.64586390071958,0.02,0.006,"[ 4.44957193e-04 -7.13943542e-04 -2.52517168e-04  6.10130098e-04
 -2.31630444e-06 -7.35843955e-04  7.75425616e-04 -1.55959821e-04
  2.62905095e-04  3.88975381e-04]","[ 2.87865394e-04 -2.81164062e-04  5.80847063e-04  4.70995968e-04
 -5.88628142e-04  2.18745042e-05 -7.70228904e-05  5.93326794e-04
 -9.33433214e-05  9.63218863e-05]","[ 0.00457074  0.00804365  0.00733209  0.00961188  0.01161809  0.0128551
  0.02673843  0.02683822  0.04947388 -0.01964058]","[ 0.         -0.00267631  0.00704674 -0.00729445 -0.0002872   0.01133424
 -0.01171462  0.02640459 -0.0104671  -0.01962426]"
out_93b40425-81b9-401c-8099-3fafeb21fb4e.h5,"[ 4.97341982e+07  4.95517209e+07  4.01227615e+07  4.40271280e+07
  3.77612793e+07  1.62871702e+07  1.75541971e+07  1.75507752e+07
  3.85370852e+07  3.57283638e+07  3.42470433e+07  2.90593255e+07
  2.84532214e+07  3.96865164e+07  3.00118256e+07  3.20563055e+07
  3.15655522e+07  2.00852491e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         28.64574954 32.2772047  27.20962515 64.99860332 40.09967602
 21.97660295  0.38426073 23.79930351 47.24227442 15.91365584 41.24937686
 18.16138974 19.45435857 91.13647028 20.30048143 41.40950557 52.36333898
 40.59089519]",1e+18,0.0,26760643051.162266,"[88.64299704 88.61877995 87.58510932 87.9386617  87.40991656 86.34389568
 86.38675697 86.38668585 87.47404741 87.27581848 87.18001054 86.88230561
 86.85142244 87.57504191 86.93961561 87.05722778 87.03042863 86.48545409
 85.1289308 ]","[17784.5031966  17783.41733949 17754.5982326  17721.91885332
 17694.69906039 17629.58388673 17588.79726634 17566.79727551
 17566.20120782 17541.51607799 17493.88236343 17477.84746874
 17436.08067063 17417.66864902 17359.82418666 17268.421212
 17248.08619986 17206.46895696 17153.58029261]","[2.70576724e+10 2.70594829e+10 2.70804707e+10 2.70736091e+10
 2.70901937e+10 2.71434128e+10 2.71411177e+10 2.71411468e+10
 2.70926628e+10 2.71013127e+10 2.71051489e+10 2.71192284e+10
 2.71214910e+10 2.70973139e+10 2.71252625e+10 2.71215249e+10
 2.71247610e+10 2.71550014e+10 2.72083470e+10]","[2.97029332e+08 2.98839861e+08 3.19827612e+08 3.12966079e+08
 3.29550649e+08 3.82769791e+08 3.80474686e+08 3.80503747e+08
 3.32019723e+08 3.40669657e+08 3.44505847e+08 3.58585354e+08
 3.60847955e+08 3.36670852e+08 3.64619478e+08 3.60881872e+08
 3.64117921e+08 3.94358393e+08 4.47703925e+08]","[0.         0.00016015 0.00018576 0.00024522 0.00024672 0.00026404
 0.00036597 0.00036944 0.00040092 0.00053319 0.00059177 0.00060993
 0.00068755 0.00072518 0.0007897  0.00083007 0.0008353  0.00086689
 0.00094684]",1e-09,447.98706865713285,155.64586390071958,0.02,0.006,"[ 2.28963557e-03 -1.77837450e-03 -1.60306206e-03 -5.89420274e-04
 -1.94580020e-04 -2.29780790e-03  2.09968846e-03  2.20197501e-03
  1.39601761e-03 -2.11718875e-03  2.41563904e-03  2.50582846e-03
  1.78833411e-03  1.96176639e-03  2.48509036e-03  2.51710573e-03
  2.65249192e-03  1.72768587e-03 -3.23200762e-05]","[-0.00098077 -0.00106573 -0.00103397 -0.00217248 -0.00216078 -0.00069597
 -0.00018801 -0.00085478  0.00107226 -0.00060367  0.00090928 -0.00011914
 -0.00025828 -0.00064541  0.00034563  0.00038872 -0.00010069 -0.00081605
  0.00202641]","[0.00569147 0.00580422 0.01161513 0.00934285 0.01291956 0.02958137
 0.02806927 0.02807344 0.01242103 0.01402751 0.01489878 0.01816944
 0.01857492 0.0116759  0.01744652 0.01612014 0.01640787 0.02519408
 0.07498587]","[ 0.          0.00175635  0.00572324  0.00154109  0.00813192  0.00442797
 -0.02167572 -0.02238878  0.00299121  0.01171838  0.01303846  0.01489797
 -0.01762571 -0.00474583 -0.00442538  0.00890372  0.01436862  0.01540395
  0.02519387]"
out_2543217c-3e4b-4742-90a8-ef1cef0f7b82.h5,"[ 3.67691847e+07  3.79949966e+07  5.20135626e+07  4.94428758e+07
  3.20183061e+07  2.92322977e+07 -1.00000000e+00]",1.0048897590285832,"[-1.         20.28527491 74.01619212 32.05833359 55.67215679 17.48198659
 26.02993582]",1e+18,0.0,26760643051.162266,"[87.29931874 87.38531959 88.99005534 88.53258307 87.01711515 86.86882845
 85.47861705]","[18475.21858726 18472.92467582 18452.46546565 18377.88197589
 18345.61526694 18289.81326814 18272.31357469]","[2.70506240e+10 2.70490831e+10 2.70240856e+10 2.70307480e+10
 2.70701631e+10 2.70772155e+10 2.71315079e+10]","[2.89980903e+08 2.88440047e+08 2.63442540e+08 2.70104984e+08
 3.09520020e+08 3.16572457e+08 3.70864807e+08]","[0.         0.00032541 0.00035012 0.00043114 0.00046094 0.00047953
 0.00048207]",1e-09,448.0354165358671,155.64586390071958,0.02,0.006,"[ 1.39529650e-03 -1.39909979e-03  6.67322543e-04 -1.78281431e-03
 -4.01555801e-04  5.54076671e-04  6.51298767e-05]","[0.00178355 0.00097511 0.001231   0.00105244 0.00167988 0.00130847
 0.00185647]","[0.01391875 0.01320092 0.00416436 0.00625292 0.01667552 0.01847516
 0.00288691]","[ 0.         -0.01320045 -0.00089537 -0.00251009  0.00347483  0.01663139
  0.00290938]"
out_319f6c06-e35b-4256-bf6b-4e76b2bdd999.h5,"[ 2.39032239e+07  4.06456241e+06  4.06688796e+06  3.66350324e+06
  6.69690900e+06  4.57947222e+06  4.58188038e+06 -1.00000000e+00]",1.0048897590285832,"[-1.         31.85995347  0.51298856 18.45249032 17.34869813 18.7739651
  0.35522217 58.8901688 ]",1e+18,0.0,26760643051.162266,"[86.62227635 86.03063311 86.03066996 86.02378946 86.08129964 86.03995494
 86.04004397 85.72211047]","[17647.66696021 17647.33559321 17615.09696073 17614.21179595
 17594.98530733 17577.42075321 17557.96471551 17557.52748751]","[2.71212102e+10 2.71773323e+10 2.71776120e+10 2.71790003e+10
 2.71709458e+10 2.71787830e+10 2.71788056e+10 2.71660731e+10]","[3.60567181e+08 4.16689252e+08 4.16968985e+08 4.18357266e+08
 4.10302749e+08 4.18139994e+08 4.18162543e+08 4.05430069e+08]","[0.00000000e+00 4.90788794e-05 1.05001597e-04 1.59966824e-04
 2.74383503e-04 3.06353725e-04 4.07419642e-04 4.19571439e-04]",1e-09,447.5536382950197,155.64586390071958,0.02,0.006,"[ 0.0020277   0.00041977 -0.00125025 -0.00152219 -0.00208593 -0.00208518
 -0.00034451  0.0001551 ]","[ 0.0018214   0.00271464  0.00262807  0.00158841 -0.00075017 -0.00106369
 -0.00256692 -0.00206262]","[0.02207758 0.06316272 0.06314564 0.06629326 0.04944727 0.05964166
 0.05962559 0.03224175]","[ 0.         -0.01799982 -0.06101106  0.05856349 -0.00197784 -0.03856665
  0.05230402  0.03225215]"
out_c147769b-311c-487d-896b-536e72fa2d3d.h5,"[ 3.07603269e+07  3.08516768e+07  2.57195230e+07  4.57807509e+07
  4.08077399e+07  4.09314185e+07  4.32862869e+07  4.75958468e+07
  4.92625261e+07  4.85192079e+07  4.61641481e+07  3.78671569e+07
  3.78035592e+07  4.98259418e+07  4.15804234e+07  4.05930915e+07
 -1.00000000e+00]",1.0048897590285832,"[-1.         19.58180639 25.96457704 25.13993601 31.57836143 23.86644758
 19.99581284 35.46926516 21.09186768 18.48228281 23.01429734 18.17247809
 16.18379828 45.22331638 25.88170693 18.58125365 46.05414804]",1e+18,0.0,26760643051.162266,"[86.9598852  86.96598495 86.70875078 88.12590389 87.64594659 87.65860624
 87.87335763 88.36455969 88.61409098 88.50331945 88.19699547 87.42902101
 87.42611885 88.73864705 87.73844474 87.6542736  86.01096331]","[17651.19140813 17650.90582757 17630.56410606 17604.29597631
 17579.06883003 17546.53662151 17522.64164643 17502.55760475
 17466.66858473 17445.19718328 17426.36999409 17402.88929736
 17384.1638227  17367.4092269  17322.15310085 17296.04528412
 17276.90219368]","[2.71046889e+10 2.71053273e+10 2.71187287e+10 2.70757736e+10
 2.70877252e+10 2.70885719e+10 2.70845912e+10 2.70775389e+10
 2.70752133e+10 2.70776156e+10 2.70835354e+10 2.71020167e+10
 2.71028237e+10 2.70800624e+10 2.70982387e+10 2.71012825e+10
 2.71973679e+10]","[3.44045861e+08 3.44684224e+08 3.58085689e+08 3.15130588e+08
 3.27082145e+08 3.27928801e+08 3.23948171e+08 3.16895847e+08
 3.14570241e+08 3.16972521e+08 3.22892350e+08 3.41373615e+08
 3.42180672e+08 3.19419305e+08 3.37595637e+08 3.40639416e+08
 4.36724867e+08]","[0.00000000e+00 4.23373822e-05 1.55123311e-04 2.00205570e-04
 2.13210856e-04 3.55635349e-04 3.59900834e-04 3.73111359e-04
 4.36114803e-04 4.93158781e-04 5.45049936e-04 6.15298087e-04
 6.98601228e-04 7.84666978e-04 7.89633112e-04 8.23880707e-04
 9.09061474e-04]",1e-09,447.66592625009685,155.64586390071958,0.02,0.006,"[-7.36362031e-04 -6.81924669e-04  2.22490885e-03  3.27818814e-04
  8.48136429e-04 -1.89197212e-03 -2.09557213e-03  7.05945770e-04
  2.16913419e-03  1.85622111e-03  2.45977207e-03  2.57026600e-03
  2.62490955e-03  1.76956554e-03  2.31998871e-03 -6.00821741e-05
  2.29734853e-03]","[ 0.00227333  0.00212122  0.00164922  0.002477   -0.00216382 -0.0005238
  0.00022547  0.00197754  0.0006469  -0.00113934  0.00054301 -0.00046771
  0.00034051  0.00180959 -0.00134295  0.00201367 -0.00130517]","[0.0171703  0.01710085 0.02063819 0.00825612 0.01115431 0.0110692
 0.00969906 0.00701177 0.00580719 0.0063328  0.00787624 0.01273624
 0.01275952 0.00523457 0.01054465 0.01110175 0.00929054]","[ 0.         -0.01485391  0.00147824  0.0074552  -0.00486896 -0.01105699
  0.00940025  0.00582003 -0.0011927  -0.00563411  0.00476068  0.00777123
  0.01273307 -0.0015899   0.00335718 -0.00287026  0.00930727]"
out_91e188a9-cdc2-4487-8b1f-2aa964f68be5.h5,"[ 5.16653463e+07  4.68122063e+07  5.16455890e+07  5.13120119e+07
  5.06196459e+07  5.08005324e+07  5.30140197e+07  5.18140093e+07
  4.79252006e+07  4.80274592e+07  4.73621656e+07  1.96198468e+07
  1.81681866e+07  3.51472258e+07  3.70770666e+07  1.67997531e+07
 -1.00000000e+00]",1.0048897590285832,"[ -1.          19.17820539  15.67585047  18.9420907   43.43745792
  49.25923972  32.14980611  17.10251359  19.74997704  16.20488636
  15.70957428  37.45874462  19.13790616  26.46440876  23.29102265
 322.38665598  21.51845305]",1e+18,0.0,26760643051.162266,"[89.05385044 88.25081295 89.06010662 88.98789636 88.85368145 88.90219629
 89.62223088 89.16596856 88.43109845 88.44937857 88.36104551 86.46912345
 86.41708054 87.2493634  87.38452702 86.37597374 85.84779412]","[18162.44420504 18162.30339962 18142.92941521 18126.97851291
 18107.63183486 18063.77438663 18014.4198212  17981.7460106
 17964.42779284 17943.87536524 17927.63489219 17911.86883773
 17873.83682388 17805.28249239 17778.78463034 17755.43055686
 17433.01870444]","[2.70349270e+10 2.70456493e+10 2.70366829e+10 2.70382612e+10
 2.70417719e+10 2.70438226e+10 2.70409756e+10 2.70442061e+10
 2.70530160e+10 2.70536167e+10 2.70557097e+10 2.71200547e+10
 2.71252320e+10 2.70881243e+10 2.70851368e+10 2.71500090e+10
 2.71729694e+10]","[2.74283937e+08 2.85006236e+08 2.76039861e+08 2.77618159e+08
 2.81128830e+08 2.83179541e+08 2.80332585e+08 2.83563071e+08
 2.92372987e+08 2.92973677e+08 2.95066646e+08 3.59411650e+08
 3.64588925e+08 3.27481202e+08 3.24493762e+08 3.89365899e+08
 4.12326333e+08]","[0.00000000e+00 2.03433764e-05 4.86474492e-05 8.84626322e-05
 1.47089461e-04 2.08090130e-04 2.21973158e-04 2.98436441e-04
 3.29939947e-04 4.47229276e-04 4.52435558e-04 4.60705201e-04
 5.44483579e-04 7.07790386e-04 7.12717853e-04 7.22019262e-04
 7.25791018e-04]",1e-09,448.1432803655489,155.64586390071958,0.02,0.006,"[ 1.59929406e-03  9.87854301e-04  9.25830617e-04 -3.25195274e-04
 -1.61519364e-03  8.16889606e-04 -6.64586961e-04 -1.02012097e-05
 -4.48272976e-05 -8.48314365e-04 -1.64875394e-03 -2.92995600e-04
 -8.73398691e-04  2.60310558e-04 -1.83594380e-04  1.18026358e-03
  3.60877307e-04]","[ 0.00029517  0.00053254  0.00155469  0.00092517 -0.00076139 -0.00061716
  0.00168664  0.00105661 -0.00169646 -0.00100482 -0.000395    0.00137575
 -0.0009859   0.0012579   0.00104636  0.00082651  0.0013932 ]","[0.00391296 0.00771471 0.00388575 0.00420086 0.00479715 0.00457992
 0.00153092 0.00343097 0.00679281 0.00670232 0.00714573 0.02605474
 0.02756466 0.01444869 0.0132882  0.0289002  0.01938729]","[ 0.          0.00240675  0.00215893  0.00172806 -0.00373998 -0.00457354
 -0.00153071  0.00050469 -0.00043341 -0.00670097 -0.00667952  0.00402291
  0.02496428 -0.00425302  0.01203509  0.01208986  0.01940038]"
out_504cea2c-8e3b-4708-8932-4d471fbed4a1.h5,"[ 2.79324127e+07  3.55262963e+07  3.58278857e+07  3.83837474e+07
  4.21054451e+07  4.89323244e+07  4.89234614e+07  4.08942363e+07
  4.08942363e+07  2.65486957e+07  2.41662727e+07  2.03500663e+07
 -1.00000000e+00]",1.0048897590285832,"[-1.         43.68524643 15.58596296 20.93635142 16.09444739 18.31841118
  0.43249779 21.86762716  0.44484905 21.61685255 19.50311729 17.7854837
 29.71947497]",1e+18,0.0,26760643051.162266,"[86.78571397 87.20395785 87.22411814 87.39726516 87.68631722 88.40366621
 88.40349172 87.59061588 87.59071103 86.72656162 86.62194893 86.47127952
 85.80651753]","[18315.41148408 18315.32306465 18270.87059876 18255.12119723
 18234.16483574 18217.94523408 18199.45099643 18198.67210495
 18176.71351472 18176.1842243  18154.51187111 18134.92101009
 18116.43306537]","[2.70784745e+10 2.70635355e+10 2.70635743e+10 2.70591798e+10
 2.70522506e+10 2.70393280e+10 2.70393659e+10 2.70568011e+10
 2.70568055e+10 2.70894781e+10 2.70960293e+10 2.71067605e+10
 2.71371428e+10]","[3.17831459e+08 3.02892446e+08 3.02931218e+08 2.98536785e+08
 2.91607544e+08 2.78684946e+08 2.78722805e+08 2.96158015e+08
 2.96162456e+08 3.28835051e+08 3.35386288e+08 3.46117450e+08
 3.76499746e+08]","[0.00000000e+00 1.26338849e-05 1.22642998e-04 1.46099216e-04
 1.48975203e-04 1.66986797e-04 1.92333276e-04 2.42269943e-04
 2.55388367e-04 2.67566610e-04 2.75564244e-04 2.88216363e-04
 3.89534028e-04]",1e-09,447.8446899123969,155.64586390071958,0.02,0.006,"[ 0.00094969  0.00127647 -0.0019672  -0.0013873  -0.00091953  0.00281964
  0.00265401 -0.00095758  0.0017815   0.00175559  0.00245146  0.00266364
 -0.0013159 ]","[ 0.00239048  0.00257344  0.00027364  0.00244982  0.00263367 -0.00055492
  0.00073402  0.00226942  0.00091023 -0.00193133 -0.00114081 -0.00101826
  0.00164769]","[0.01940564 0.01460638 0.01442218 0.0129535  0.01086137 0.00680204
 0.00680318 0.0115142  0.01151367 0.02030978 0.02211712 0.02544023
 0.02537981]","[ 0.          0.01176018  0.01363943 -0.01289129  0.00961737 -0.00649462
 -0.00455752  0.00178405  0.00117461 -0.00017891 -0.01871194 -0.01447224
  0.02539122]"
