File_name,signal,trap,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting x position [metres],Starting y position [metres],Starting z position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_5aab1cfa-5644-4bfc-afff-67759fa4b910.h5,signal1,Bathtub,1.0,27024960801.792667,214317750.6304016,18575.0,26810643051.162266,89.5,-0.0021220337504714226,0.002539036794566364,0.0,[ 65954421.87137142 -42939535.24445536   -686810.00908256],1e-09,0.1,495.818704051939,154.60765618550025,0.02
out_2ec8a985-461a-4ed9-b920-fea133d34296.h5,signal1,Bathtub,1.0,27025050965.08559,214407913.92332458,18575.0,26810643051.162266,89.5,-0.0016385409951411958,0.0009961332899099467,0.0,[-68550698.14457092  38659943.54999217    686810.00908256],1e-09,0.1,495.81749294649046,154.60765618550025,0.02
out_d1aac8ae-6d4d-4182-aae0-ea4ec433d9d2.h5,signal1,Bathtub,1.0,27025019663.771458,214376612.6091919,18575.0,26810643051.162266,89.5,0.002393216320800931,-0.0018112566293168228,0.0,[20118238.40835205 76085780.1086469    686810.00908256],1e-09,0.1,495.8179133945058,154.60765618550025,0.02
out_2959b9e2-c88f-450b-8499-462d482e6b15.h5,signal1,Bathtub,1.0,27024883967.557236,214240916.39496994,18575.0,26810643051.162266,89.5,-0.001284928971315623,0.0037079255633756464,0.0,[ 76879555.10152741 -16832214.91033996   -686810.00908256],1e-09,0.1,495.81973613331263,154.60765618550025,0.02
out_b25f9381-c2d1-41d9-84cc-a98c4481108c.h5,signal1,Bathtub,1.0,27025070373.869995,214427322.70772934,18575.0,26810643051.162266,89.5,-0.001449603185227169,-0.0008406812737933762,0.0,[ 77068000.03137226 -15947188.54723503   -686810.00908256],1e-09,0.1,495.8172322435353,154.60765618550025,0.02
out_a0c21ec9-c119-4b91-ab10-4acd1b3223fd.h5,signal1,Bathtub,1.0,27024880294.57355,214237243.4112854,18575.0,26810643051.162266,89.5,0.000857275525681138,0.0038488841401094977,0.0,[ 60950552.35071226 -49787745.67641865    686810.00908256],1e-09,0.1,495.8197854713111,154.60765618550025,0.02
out_ece5f615-c89d-4efc-aca7-96eed1a2f401.h5,signal1,Bathtub,1.0,27024991551.628704,214348500.4664383,18575.0,26810643051.162266,89.5,0.0029778751479616027,0.0011235495490924006,0.0,[-78689662.8662446    1313928.99101302   -686810.00908256],1e-09,0.1,495.8182910068351,154.60765618550025,0.02
out_154f8159-0730-4ce0-940d-187dfc780b2e.h5,signal1,Bathtub,1.0,27025026017.580727,214382966.41846085,18575.0,26810643051.162266,89.5,-0.0005063087068928202,0.0028516731025729296,0.0,[-68754485.06262134 -38296347.54347259    686810.00908256],1e-09,0.1,495.8178280481561,154.60765618550025,0.02
out_6daba02d-25e0-444f-bad6-f64fd5bc82f4.h5,signal1,Bathtub,1.0,27024954931.968555,214311880.80628967,18575.0,26810643051.162266,89.5,0.0030784875341743306,0.0006124937817024053,0.0,[ 49859162.95325407 -60892144.98601209   -686810.00908256],1e-09,0.1,495.81878289823413,154.60765618550025,0.02
out_07ebb3eb-dee8-43ef-bb1b-d00bf8b55634.h5,signal1,Bathtub,1.0,27025000762.8169,214357711.65463257,18575.0,26810643051.162266,89.5,-0.0023822455845169447,-0.0014653110131043708,0.0,[59113253.20464005 51955873.07476195  -686810.00908256],1e-09,0.1,495.8181672786448,154.60765618550025,0.02
out_e2354064-8ba6-425e-b0c3-9da69f945812.h5,signal1,Bathtub,1.0,27025025585.93742,214382534.7751541,18575.0,26810643051.162266,89.5,0.0007705105056022135,0.0025854581950889425,0.0,[-21741178.94424129  75638023.43736343   -686810.00908256],1e-09,0.1,495.8178338461204,154.60765618550025,0.02
out_f270f9a9-9b31-4302-86f9-96ec3ce2c0b6.h5,signal1,Bathtub,1.0,27025029079.734932,214386028.57266617,18575.0,26810643051.162266,89.5,0.0015134500438205775,0.0019227826374899571,0.0,[-57566116.81520344 -53664994.60742554    686810.00908256],1e-09,0.1,495.8177869163821,154.60765618550025,0.02
out_78ecac11-42e8-4f74-9914-190c5688a91b.h5,signal1,Bathtub,1.0,27025086872.799606,214443821.63734055,18575.0,26810643051.162266,89.5,-0.0004927618482806353,-0.0009483406433400138,0.0,[78469731.57754163 -6024174.4285191    686810.00908256],1e-09,0.1,495.81701062713876,154.60765618550025,0.02
out_4df689e0-2435-4bac-9ef9-779fa717ccf9.h5,signal1,Bathtub,1.0,27025029890.30147,214386839.13920593,18575.0,26810643051.162266,89.5,0.002308638616239473,-0.00038449993134961267,0.0,[ 76930794.77719648 -16596453.42672766    686810.00908256],1e-09,0.1,495.817776028613,154.60765618550025,0.02
out_6eeb3327-22b4-4e0e-910c-cd67c6697f2d.h5,signal1,Bathtub,1.0,27025056918.40389,214413867.24162292,18575.0,26810643051.162266,89.5,0.0016841410464068915,0.00015976098334054994,0.0,[78637509.58205408 -3151434.29711194   686810.00908256],1e-09,0.1,495.81741298013867,154.60765618550025,0.02
out_cefa0d89-abfb-4ec9-929d-cfef3865a54f.h5,signal1,Bathtub,1.0,27024906738.121746,214263686.9594803,18575.0,26810643051.162266,89.5,-0.0008637888827721302,-0.003570303227275649,0.0,[-61783657.79373185  48750067.49763223    686810.00908256],1e-09,0.1,495.8194302644832,154.60765618550025,0.02
out_4fdd5bf1-937b-4cbc-bc64-6b9d56dc830f.h5,signal1,Bathtub,1.0,27024987113.029045,214344061.86677933,18575.0,26810643051.162266,89.5,0.0029769413670312017,0.001545870023941743,0.0,[34999389.80660853 70489943.7122894   -686810.00908256],1e-09,0.1,495.8183506278757,154.60765618550025,0.02
out_ee8ebf5f-2a1a-4459-adf8-f89b420aa936.h5,signal1,Bathtub,1.0,27025036224.10908,214393172.9468155,18575.0,26810643051.162266,89.5,0.0018723764073511047,0.0018218704215697454,0.0,[-78056542.65439276  10048164.02332405    686810.00908256],1e-09,0.1,495.81769095109894,154.60765618550025,0.02
out_557c7d18-ecd6-43fb-a982-4aeb091ac242.h5,signal1,Bathtub,1.0,27024999419.875824,214356368.7135582,18575.0,26810643051.162266,89.5,-0.0032774796578204065,-0.0004392404101320531,0.0,[-29911443.21504061 -72794883.17313285   -686810.00908256],1e-09,0.1,495.81818531752754,154.60765618550025,0.02
out_d5058bfa-b4fc-46ea-a09d-3111f34c8657.h5,signal1,Bathtub,1.0,27025084640.766636,214441589.60437012,18575.0,26810643051.162266,89.5,0.001196433193936926,-0.00041755940418420793,0.0,[25212708.17551578 74552724.9525659    686810.00908256],1e-09,0.1,495.8170406081398,154.60765618550025,0.02
out_b3ef739d-d8c0-44d7-a95e-80f522e0dcc7.h5,signal1,Bathtub,1.0,27024937835.117775,214294783.9555092,18575.0,26810643051.162266,89.5,-0.00330687262344995,-0.0007364800967272524,0.0,[35548864.89036836 70214440.51192744  -686810.00908256],1e-09,0.1,495.8190125518477,154.60765618550025,0.02
out_018f8f18-8914-4334-a4bb-2ce9c0ff544b.h5,signal1,Bathtub,1.0,27025013356.45385,214370305.291584,18575.0,26810643051.162266,89.5,0.0020673685683256352,-0.0009431303565724498,0.0,[-53464786.98217344 -57752108.22426727    686810.00908256],1e-09,0.1,495.8179981164682,154.60765618550025,0.02
out_ac54d7b5-fc71-4cf1-8c25-58adc798af62.h5,signal1,Bathtub,1.0,27025058568.27109,214415517.10882568,18575.0,26810643051.162266,89.5,0.0020601406033205734,-0.0007850573090904785,0.0,[15554115.90698008 77148291.81355146  -686810.00908256],1e-09,0.1,495.8173908187561,154.60765618550025,0.02
out_6676be57-64e5-4c23-b7eb-87aa25ec2802.h5,signal1,Bathtub,1.0,27025085043.33188,214441992.16961288,18575.0,26810643051.162266,89.5,-0.0007840166938791786,-0.0002531370513521489,0.0,[78669846.32260796 -2201074.9587205    686810.00908256],1e-09,0.1,495.81703520082226,154.60765618550025,0.02
out_17272fe1-c957-4464-92b1-70d06adc9a56.h5,signal1,Bathtub,1.0,27024974085.95546,214331034.79319382,18575.0,26810643051.162266,89.5,-0.002694084954766226,-0.0012588634332587048,0.0,[-75081569.84036508  23591255.1955813     686810.00908256],1e-09,0.1,495.8185256130164,154.60765618550025,0.02
out_395747d5-ebbc-4327-a3e8-861115e70c1a.h5,signal1,Bathtub,1.0,27025090252.37469,214447201.21242523,18575.0,26810643051.162266,89.5,0.0005706821376970946,-0.0005936752462851789,0.0,[62150598.64842743 48281389.15812955   686810.00908256],1e-09,0.1,495.81696523220484,154.60765618550025,0.02
out_de42dac8-8626-477b-b56d-e286e38ea41a.h5,signal1,Bathtub,1.0,27025008685.90775,214365634.7454834,18575.0,26810643051.162266,89.5,-0.001844565928523262,0.0020036835732624653,0.0,[ 55794501.34802064 -55504622.06629627    686810.00908256],1e-09,0.1,495.8180608528441,154.60765618550025,0.02
out_1ce86897-a8dc-4b83-91d5-969f08885bfb.h5,signal1,Bathtub,1.0,27025036999.871048,214393948.7087822,18575.0,26810643051.162266,89.5,-0.001308147020986104,-0.0022774887576351745,0.0,[78598467.96760234  4008775.94066418   686810.00908256],1e-09,0.1,495.81768053084954,154.60765618550025,0.02
out_dc7aaa62-94f1-49eb-89af-22f07633fd5d.h5,signal1,Bathtub,1.0,27024980457.60672,214337406.4444542,18575.0,26810643051.162266,89.5,0.0018889084940117277,-0.002496754234908257,0.0,[-53363993.15256318  57845256.38468421   -686810.00908256],1e-09,0.1,495.8184400262576,154.60765618550025,0.02
out_a8f59d74-f4b4-4767-916e-065c93e65930.h5,signal1,Bathtub,1.0,27024991033.767315,214347982.60504913,18575.0,26810643051.162266,89.5,-0.0034663716916544986,0.00015284225600544456,0.0,[-30734213.98138535 -72451346.03541246   -686810.00908256],1e-09,0.1,495.8182979629532,154.60765618550025,0.02
out_13672f06-c3c3-4704-9d06-e9e4fe507438.h5,signal1,Bathtub,1.0,27024905321.32094,214262270.15867233,18575.0,26810643051.162266,89.5,0.0010193940645439588,0.003510491626288711,0.0,[ 71621749.93870321 -32620766.19447383   -686810.00908256],1e-09,0.1,495.81944929582136,154.60765618550025,0.02
out_c81d597f-7fa5-4611-b2c6-ebb3227b80df.h5,signal1,Bathtub,1.0,27024971958.678295,214328907.51602936,18575.0,26810643051.162266,89.5,-5.108834871677817e-05,0.003671579235344737,0.0,[-62730694.73569892 -47525250.01905005    686810.00908256],1e-09,0.1,495.8185541875411,154.60765618550025,0.02
out_10992a1f-dc1a-456f-9765-9eb3bea2bc43.h5,signal1,Bathtub,1.0,27024962875.114445,214319823.95217896,18575.0,26810643051.162266,89.5,0.003224357568498358,0.00029580514754466583,0.0,[-69072500.78836606 -37719743.98425617   -686810.00908256],1e-09,0.1,495.818676202107,154.60765618550025,0.02
out_ba41ee15-236a-4fb7-b99d-8399a5ef7b9f.h5,signal1,Bathtub,1.0,27024922121.28988,214279070.12761307,18575.0,26810643051.162266,89.5,0.003334078738073771,-0.0016076997596969048,0.0,[-78695462.02705151   -902057.50678929    686810.00908256],1e-09,0.1,495.8192236286588,154.60765618550025,0.02
out_9f46ba78-e837-45ac-b98c-89006b660e31.h5,signal1,Bathtub,1.0,27024962783.495308,214319732.33304214,18575.0,26810643051.162266,89.5,0.0010124811202271388,-0.003713467618888236,0.0,[61612415.02849859 48966312.56029702  -686810.00908256],1e-09,0.1,495.8186774327781,154.60765618550025,0.02
out_06b86323-3f09-4e35-9e2e-41e6c196376e.h5,signal1,Bathtub,1.0,27024961935.59667,214318884.43440247,18575.0,26810643051.162266,89.5,0.001286592453622706,-0.003674398986477583,0.0,[77651939.56393833 12804910.51726358  -686810.00908256],1e-09,0.1,495.8186888221498,154.60765618550025,0.02
out_cf4029fc-d7bd-44f8-ba4b-063b3cfbdef7.h5,signal1,Bathtub,1.0,27025015714.22398,214372663.06171417,18575.0,26810643051.162266,89.5,-0.00240919444633423,0.00196583507844175,0.0,[-49401759.82516941 -61263819.48240689    686810.00908256],1e-09,0.1,495.81796644611313,154.60765618550025,0.02
out_3018af62-08b8-4e35-9675-c6f363bbee0e.h5,signal1,Bathtub,1.0,27024991068.763733,214348017.60146713,18575.0,26810643051.162266,89.5,-0.002082763399179872,0.0017133298564120196,0.0,[77396224.1542903  14269335.58563647   686810.00908256],1e-09,0.1,495.8182974928676,154.60765618550025,0.02
out_4238fb23-ab5d-421d-bd90-23037edfb5f3.h5,signal1,Bathtub,1.0,27024938741.566784,214295690.40451813,18575.0,26810643051.162266,89.5,0.0024475796584734794,-0.0028269374390990864,0.0,[ 55585862.60248182 -55713565.04599821   -686810.00908256],1e-09,0.1,495.81900037594363,154.60765618550025,0.02
out_d1c88e48-7151-4c8f-ad0a-0d8889eb22d4.h5,signal1,Bathtub,1.0,27024971994.460007,214328943.29774094,18575.0,26810643051.162266,89.5,0.0031346743456684666,-0.0002619468768288479,0.0,[-76167741.43132262 -19805671.32535121    686810.00908256],1e-09,0.1,495.8185537069053,154.60765618550025,0.02
out_171ab6b8-3b27-489a-993a-76434f43826f.h5,signal1,Bathtub,1.0,27024964715.53514,214321664.3728752,18575.0,26810643051.162266,89.5,0.0025755689821035216,-0.002714427352850143,0.0,[ 7420834.36040739 78349988.3139242    686810.00908256],1e-09,0.1,495.8186514807209,154.60765618550025,0.02
out_b58f2ff8-a36b-46a4-a725-1a9c5b1ee621.h5,signal1,Bathtub,1.0,27024892075.496674,214249024.3344078,18575.0,26810643051.162266,89.5,-0.002742869078806663,0.002751311032236275,0.0,[78517482.35751754  5366042.82815393   686810.00908256],1e-09,0.1,495.8196272221155,154.60765618550025,0.02
out_469ba81e-d141-433d-b644-9f510865cd63.h5,signal1,Bathtub,1.0,27025007073.403763,214364022.24149704,18575.0,26810643051.162266,89.5,-0.0021484786618543596,0.001114230389782805,0.0,[68613937.81963585 38547593.80661528   686810.00908256],1e-09,0.1,495.8180825125634,154.60765618550025,0.02
out_587d92a8-3b3f-4f44-942a-d41e9d468fc5.h5,signal1,Bathtub,1.0,27025052429.81599,214409378.65372467,18575.0,26810643051.162266,89.5,-0.001424694886235748,0.00046823580279720453,0.0,[52063139.38494069 59018801.82434151   686810.00908256],1e-09,0.1,495.81747327188367,154.60765618550025,0.02
out_bdd0e8e8-718a-46e5-84dc-0788fb57113a.h5,signal1,Bathtub,1.0,27025059999.760418,214416948.59815216,18575.0,26810643051.162266,89.5,-0.000309077335383501,-0.0014208215317397192,0.0,[-53536385.22096267 -57685742.68282717   -686810.00908256],1e-09,0.1,495.8173715906793,154.60765618550025,0.02
out_24513b14-4e1b-4e5d-a4dd-083c9a88f749.h5,signal1,Bathtub,1.0,27024953678.289963,214310627.127697,18575.0,26810643051.162266,89.5,0.002911780478385415,-0.001506405354670566,0.0,[ 36177663.87315035 -69892532.4199804    -686810.00908256],1e-09,0.1,495.8187997382583,154.60765618550025,0.02
out_93b6d02f-6b5d-434b-be5f-b057c35ca64f.h5,signal1,Bathtub,1.0,27024983891.420456,214340840.25819016,18575.0,26810643051.162266,89.5,-0.002078206398139581,-0.001980991885294707,0.0,[-78060390.71410719 -10018226.03845564    686810.00908256],1e-09,0.1,495.8183939018387,154.60765618550025,0.02
out_25f7d6af-bf42-4a62-ac00-190f283e3d1d.h5,signal1,Bathtub,1.0,27025055519.333145,214412468.17087936,18575.0,26810643051.162266,89.5,-0.0013660543191312538,0.0009148640743031516,0.0,[-46975636.17257427  63143321.5595964     686810.00908256],1e-09,0.1,495.81743177277315,154.60765618550025,0.02
out_77ad892f-bf01-4f99-a838-404017759e2f.h5,signal1,Bathtub,1.0,27025012767.927696,214369716.76543045,18575.0,26810643051.162266,89.5,-0.002847550151593321,7.35566195480068e-05,0.0,[ 72103695.49352553 -31541188.11290416   -686810.00908256],1e-09,0.1,495.81800602175014,154.60765618550025,0.02
out_d7bcfd82-1e5f-4678-9087-2c3c0b8c9ef6.h5,signal1,Bathtub,1.0,27024986907.939823,214343856.77755737,18575.0,26810643051.162266,89.5,-0.0034032667963964295,-0.0008782023317000003,0.0,[-14286402.54900198 -77393075.61794226   -686810.00908256],1e-09,0.1,495.81835338271713,154.60765618550025,0.02
out_43d0709e-22ba-4a78-90b8-9a95d89efd16.h5,signal1,Bathtub,1.0,27024971037.849266,214327986.68700027,18575.0,26810643051.162266,89.5,-0.0023844881214670956,0.0018719482515496542,0.0,[78681909.5507222   1716554.93609496   686810.00908256],1e-09,0.1,495.8185665565263,154.60765618550025,0.02
