File_name,signal,trap,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_16f4ec38-814a-46a2-8640-14ef34da44d1.h5,signal1,Bathtub,0.7,18922547342.723305,215097206.90972137,18575.0,18707450135.813583,88.5,[-0.00093185  0.00203503  0.        ],[-50876425.50986268 -60013381.64863413   2060220.81826565],1e-09,0.1,594.7102417831765,108.22536124357357,0.02
out_97c547c7-0bc8-40fd-9366-0386e3d1b8dc.h5,signal1,Bathtub,0.7,18922456434.16015,215006298.34656525,18575.0,18707450135.813583,88.5,[0.00153396 0.00332553 0.        ],[-33573269.41405091 -71153722.53379841  -2060220.81826565],1e-09,0.1,594.7145047309417,108.22536124357357,0.02
out_769cdf70-7dd1-4709-b67d-469b36dba48d.h5,signal1,Bathtub,0.7,18922525776.567905,215075640.75432205,18575.0,18707450135.813583,88.5,[2.75577698e-03 7.61755909e-05 0.00000000e+00],[-41923553.40961487  66576514.7711743   -2060220.81826565],1e-09,0.1,594.711253064528,108.22536124357357,0.02
out_0a2fa0ce-10be-4457-b781-1d4d961582d0.h5,signal1,Bathtub,0.7,18922469520.618958,215019384.80537415,18575.0,18707450135.813583,88.5,[-0.00055598  0.0028362   0.        ],[ 72536434.08937284 -30471008.8307442    2060220.81826565],1e-09,0.1,594.7138910621516,108.22536124357357,0.02
out_8f04b646-0b54-44c4-9f03-d92adccf343d.h5,signal1,Bathtub,0.7,18922532644.153984,215082508.3404007,18575.0,18707450135.813583,88.5,[0.00178348 0.00140679 0.        ],[-77062534.87439479 -15855042.36190829  -2060220.81826565],1e-09,0.1,594.710931028367,108.22536124357357,0.02
out_7d448c05-cf4f-4b27-b383-096989fdfa63.h5,signal1,Bathtub,0.7,18922485028.608944,215034892.79536057,18575.0,18707450135.813583,88.5,[ 8.62767961e-05 -3.43863775e-03  0.00000000e+00],[43433227.02001099 65601611.56704466  2060220.81826565],1e-09,0.1,594.7131638435942,108.22536124357357,0.02
out_5c581969-f104-4df3-a145-933ec45b4348.h5,signal1,Bathtub,0.7,18922535020.462734,215084884.64915085,18575.0,18707450135.813583,88.5,[0.00149735 0.00126811 0.        ],[-64510385.05528498 -45038060.23336356   2060220.81826565],1e-09,0.1,594.7108195982454,108.22536124357357,0.02
out_c697693e-85b3-40cb-b05c-657be3991af3.h5,signal1,Bathtub,0.7,18922477649.440758,215027513.62717438,18575.0,18707450135.813583,88.5,[0.0037957  0.00062204 0.        ],[19859246.44599715 76129015.36314765 -2060220.81826565],1e-09,0.1,594.7135098755062,108.22536124357357,0.02
out_c79a444a-7c79-4560-baf9-6e164489fb7d.h5,signal1,Bathtub,0.7,18922450940.564793,215000804.75120926,18575.0,18707450135.813583,88.5,[-0.00019348  0.00322903  0.        ],[ 73382245.00221495 -28373628.03731871   2060220.81826565],1e-09,0.1,594.7147623453535,108.22536124357357,0.02
out_0555193a-099c-461e-a381-8c98f7ab3207.h5,signal1,Bathtub,0.7,18922505684.605587,215055548.79200363,18575.0,18707450135.813583,88.5,[-0.00212013  0.00239218  0.        ],[-21417843.76706374 -75705301.12175018  -2060220.81826565],1e-09,0.1,594.7121952256894,108.22536124357357,0.02
out_df0f5c8d-9b17-4674-a6cc-ca37decda40c.h5,signal1,Bathtub,0.7,18922519055.182507,215068919.3689232,18575.0,18707450135.813583,88.5,[-0.00219405 -0.00208053  0.        ],[ 51018407.17238182 -59892727.2643205   -2060220.81826565],1e-09,0.1,594.7115682458652,108.22536124357357,0.02
out_f8353ef4-2014-478c-a9c2-303b180d231a.h5,signal1,Bathtub,0.7,18922466633.780167,215016497.96658325,18575.0,18707450135.813583,88.5,[-0.00016912  0.003832    0.        ],[-48740822.20241413  61760415.32080135   2060220.81826565],1e-09,0.1,594.7140264356184,108.22536124357357,0.02
out_022c08fb-cfc9-4bf8-92bb-df01bd9e8324.h5,signal1,Bathtub,0.7,18922437905.777687,214987769.9641037,18575.0,18707450135.813583,88.5,[-0.00342644 -0.0008236   0.        ],[-52967990.80436933  58175670.16986968   2060220.81826565],1e-09,0.1,594.7153735955618,108.22536124357357,0.02
out_3272afa4-7335-4797-a236-99316e2632eb.h5,signal1,Bathtub,0.7,18922480556.92809,215030421.11450577,18575.0,18707450135.813583,88.5,[-0.00172981  0.00342441  0.        ],[-61996161.63387988 -48440608.9168072    2060220.81826565],1e-09,0.1,594.7133735343543,108.22536124357357,0.02
out_040987be-6d5f-4128-bfff-4c4a5f94449b.h5,signal1,Bathtub,0.7,18922445209.98016,214995074.1665764,18575.0,18707450135.813583,88.5,[ 0.00280034 -0.00228073  0.        ],[-76964711.62674138  16323290.53156141   2060220.81826565],1e-09,0.1,594.7150310736395,108.22536124357357,0.02
out_b51e6013-66e7-489c-9c4c-6b9fb6985b7c.h5,signal1,Bathtub,0.7,18922474647.7824,215024511.96881485,18575.0,18707450135.813583,88.5,[-0.00013693 -0.00360544  0.        ],[ 36784012.74985225 -69548206.70286135  -2060220.81826565],1e-09,0.1,594.7136506327955,108.22536124357357,0.02
out_26937d81-d3f3-498c-93b6-1ba417dd4f75.h5,signal1,Bathtub,0.7,18922534011.003635,215083875.19005203,18575.0,18707450135.813583,88.5,[-0.0011278  0.0012797  0.       ],[ 70163551.78949791 -35596244.88408381  -2060220.81826565],1e-09,0.1,594.7108669338957,108.22536124357357,0.02
out_f1df01b5-5687-498d-815e-8019dc5d76cb.h5,signal1,Bathtub,0.7,18922559677.70509,215109541.8915062,18575.0,18707450135.813583,88.5,[-0.00040167 -0.00179425  0.        ],[76464248.61165364 18526611.5040081   2060220.81826565],1e-09,0.1,594.7096633744023,108.22536124357357,0.02
out_7bf7812e-c5a4-497b-9129-19131d70bf4a.h5,signal1,Bathtub,0.7,18922562036.77543,215111900.9618454,18575.0,18707450135.813583,88.5,[-0.000268    0.00050756  0.        ],[74453220.67587355 25430976.79120674 -2060220.81826565],1e-09,0.1,594.7095527538073,108.22536124357357,0.02
out_6ea04852-b87b-4e5d-87c6-6d30671c58c4.h5,signal1,Bathtub,0.7,18922565441.286095,215115305.4725113,18575.0,18707450135.813583,88.5,[0.00128358 0.00045826 0.        ],[40513589.57735786 67443796.66894963 -2060220.81826565],1e-09,0.1,594.7093931110193,108.22536124357357,0.02
out_bce83422-2656-4c8b-a1c4-51f447961267.h5,signal1,Bathtub,0.7,18922443820.158398,214993684.3448143,18575.0,18707450135.813583,88.5,[ 0.00300832 -0.001518    0.        ],[-58192512.61378216 -52949486.54387525  -2060220.81826565],1e-09,0.1,594.7150962476084,108.22536124357357,0.02
out_323d055c-53b3-46c4-9383-997d850082b2.h5,signal1,Bathtub,0.7,18916851064.23677,209400928.42318726,18575.0,18707450135.813583,90.0,[-1.36554575e-03 -3.73151719e-05  0.00000000e+00],[ 2.04129488e+07 -7.60103459e+07 -4.81920734e-09],1e-09,0.1,594.9776517639855,108.22536124357357,0.02
out_69b50e1b-1e87-4393-acbd-2e3ee5968446.h5,signal1,Bathtub,0.7,18916833893.43594,209383757.6223564,18575.0,18707450135.813583,90.0,[ 0.00158016 -0.00109861  0.        ],[-2.75650649e+07  7.37185754e+07  4.81920734e-09],1e-09,0.1,594.9784587526199,108.22536124357357,0.02
out_9d96ed33-10aa-4653-8e7a-a5c01db650ab.h5,signal1,Bathtub,0.7,18916718796.245926,209268660.43234253,18575.0,18707450135.813583,90.0,[-0.00349322 -0.00189207  0.        ],[6.10445397e+07 4.96772113e+07 4.81920734e-09],1e-09,0.1,594.9838682006109,108.22536124357357,0.02
out_b755748a-73f1-4ab2-a92e-b2cc86da7da0.h5,signal1,Bathtub,0.7,18916782574.396664,209332438.5830803,18575.0,18707450135.813583,90.0,[-0.00307939  0.00086405  0.        ],[-7.82587674e+07 -8.35622457e+06 -4.81920734e-09],1e-09,0.1,594.9808706635629,108.22536124357357,0.02
out_7a2b7144-43c9-4e80-b7e4-e74d775283f7.h5,signal1,Bathtub,0.7,18916839174.977604,209389039.16402054,18575.0,18707450135.813583,90.0,[0.00048781 0.0006678  0.        ],[ 3.80139249e+07 -6.89144591e+07  4.81920734e-09],1e-09,0.1,594.9782105315753,108.22536124357357,0.02
out_d25fa842-fc9a-43dc-97fe-e19e1bfe0ac4.h5,signal1,Bathtub,0.7,18916779365.130707,209329229.3171234,18575.0,18707450135.813583,90.0,[-0.00264426  0.00112348  0.        ],[-6.32592784e+07  4.68244045e+07 -4.81920734e-09],1e-09,0.1,594.9810214954427,108.22536124357357,0.02
out_6e6b4126-a58a-4aee-adc8-61c0d3b7b66f.h5,signal1,Bathtub,0.7,18916742541.201557,209292405.3879738,18575.0,18707450135.813583,90.0,[0.00178389 0.00355888 0.        ],[-6.12538217e+07 -4.94189285e+07 -4.81920734e-09],1e-09,0.1,594.9827521922764,108.22536124357357,0.02
out_2402d0a6-a9da-487e-87b8-80917b8dd4e0.h5,signal1,Bathtub,0.7,18916790022.150513,209339886.33692932,18575.0,18707450135.813583,90.0,[0.00248918 0.00156244 0.        ],[ 5.53461480e+07  5.59559206e+07 -4.81920734e-09],1e-09,0.1,594.9805206282713,108.22536124357357,0.02
out_a08eff02-0131-461f-bd7f-13914a84138b.h5,signal1,Bathtub,0.7,18916767403.700645,209317267.88706207,18575.0,18707450135.813583,90.0,[-0.00370872  0.00118157  0.        ],[-5.27412860e+07 -5.84176164e+07 -4.81920734e-09],1e-09,0.1,594.9815836708492,108.22536124357357,0.02
out_13b77f44-4b3d-4030-984e-0649014cbc13.h5,signal1,Bathtub,0.7,18916778933.097305,209328797.28372192,18575.0,18707450135.813583,90.0,[-0.00322357  0.00099591  0.        ],[ 5.26232302e+07 -5.85239849e+07  4.81920734e-09],1e-09,0.1,594.9810418005397,108.22536124357357,0.02
out_4421ce75-e5c9-47dc-b3a2-a368b4e84d31.h5,signal1,Bathtub,0.7,18916839188.89126,209389053.07767487,18575.0,18707450135.813583,90.0,[ 4.13034959e-06 -8.64446656e-04  0.00000000e+00],[-6.34038571e+07 -4.66284470e+07  4.81920734e-09],1e-09,0.1,594.9782098776642,108.22536124357357,0.02
out_5fd82cec-e06d-4d26-90bf-67da73108735.h5,signal1,Bathtub,0.7,18916698202.718452,209248066.90486908,18575.0,18707450135.813583,90.0,[-0.00389042 -0.00078578  0.        ],[-6.57992982e+07  4.31823287e+07  4.81920734e-09],1e-09,0.1,594.984836100918,108.22536124357357,0.02
out_50824507-0879-42d9-a88c-57d2ccd8a543.h5,signal1,Bathtub,0.7,18916773421.45336,209323285.63977814,18575.0,18707450135.813583,90.0,[0.00138223 0.00356916 0.        ],[-7.77184390e+07  1.24139193e+07  4.81920734e-09],1e-09,0.1,594.9813008420789,108.22536124357357,0.02
out_aa311641-c9d1-4be3-af91-31fd6a8dbd76.h5,signal1,Bathtub,0.7,18916838182.651363,209388046.83778,18575.0,18707450135.813583,90.0,[-0.00111618  0.00062332  0.        ],[ 7.16047811e+07 -3.26652182e+07 -4.81920734e-09],1e-09,0.1,594.9782571687246,108.22536124357357,0.02
out_5486aa42-0273-4856-8fad-efc7e5139c05.h5,signal1,Bathtub,0.7,18916799420.514427,209349284.7008438,18575.0,18707450135.813583,90.0,[-0.00177045 -0.00094867  0.        ],[-4.08585372e+07  6.72669391e+07 -4.81920734e-09],1e-09,0.1,594.9800789181721,108.22536124357357,0.02
out_cdcd3748-4255-482a-8684-aabf56d7c0d1.h5,signal1,Bathtub,0.7,18916851582.14,209401446.32641602,18575.0,18707450135.813583,90.0,[-0.00019839 -0.00033093  0.        ],[-3.36923590e+07 -7.11272529e+07  4.81920734e-09],1e-09,0.1,594.9776274237953,108.22536124357357,0.02
out_9c77a3bc-5f53-4bb0-b267-19ed3be65b7f.h5,signal1,Bathtub,0.7,18916742634.864235,209292499.05065155,18575.0,18707450135.813583,90.0,[0.00374413 0.00080099 0.        ],[-7.86900291e+07 -1.46303691e+06 -4.81920734e-09],1e-09,0.1,594.9827477901696,108.22536124357357,0.02
out_3909b3ce-ca3e-4469-9edd-926cec3cf530.h5,signal1,Bathtub,0.7,18916761700.11729,209311564.30370712,18575.0,18707450135.813583,90.0,[-0.00222588 -0.00260667  0.        ],[5.66188964e+07 5.46677394e+07 4.81920734e-09],1e-09,0.1,594.9818517345739,108.22536124357357,0.02
out_0af13536-3a60-4a74-b42c-3c85aabfa86c.h5,signal1,Bathtub,0.7,18916742931.561077,209292795.74749374,18575.0,18707450135.813583,90.0,[-0.00151156 -0.00272582  0.        ],[-6.47251579e+07  4.47762783e+07  4.81920734e-09],1e-09,0.1,594.982733845542,108.22536124357357,0.02
out_66d774e3-ece6-4608-a582-349fbd2b8cfe.h5,signal1,Bathtub,0.7,18916791041.115074,209340905.30149078,18575.0,18707450135.813583,90.0,[ 0.00168799 -0.00234186  0.        ],[ 5.70258779e+07 -5.42430679e+07 -4.81920734e-09],1e-09,0.1,594.9804727382674,108.22536124357357,0.02
out_89316a8f-4337-4f27-a055-bd6221b3d9de.h5,signal1,Bathtub,0.7,18916771995.487995,209321859.67441177,18575.0,18707450135.813583,90.0,[ 0.00013354 -0.00343487  0.        ],[ 3.46014530e+07 -7.06894661e+07  4.81920734e-09],1e-09,0.1,594.9813678610614,108.22536124357357,0.02
out_290a9e6e-e358-4a4f-b0e2-f7c9c0e6fb5f.h5,signal1,Bathtub,0.7,18916773664.743557,209323528.9299736,18575.0,18707450135.813583,90.0,[0.00069979 0.00334649 0.        ],[-1.81844019e+07  7.65740732e+07  4.81920734e-09],1e-09,0.1,594.9812894076806,108.22536124357357,0.02
out_6106e78f-13a4-4e48-83c4-fb0330bee3ad.h5,signal1,Bathtub,0.7,18916791701.375355,209341565.5617714,18575.0,18707450135.813583,90.0,[ 0.00304483 -0.00135089  0.        ],[ 6.68303868e+07  4.15687450e+07 -4.81920734e-09],1e-09,0.1,594.9804417069068,108.22536124357357,0.02
out_aa15696e-feb6-47e1-9342-0dd7112f90b3.h5,signal1,Bathtub,0.7,18916824899.07421,209374763.26062775,18575.0,18707450135.813583,90.0,[-0.0008827   0.00116284  0.        ],[ 7.77058925e+07 -1.24922147e+07 -4.81920734e-09],1e-09,0.1,594.9788814693775,108.22536124357357,0.02
out_aa8c6141-b137-4cf8-9a73-dc90f156ac01.h5,signal1,Bathtub,0.7,18916829292.666203,209379156.85261917,18575.0,18707450135.813583,90.0,[ 0.0010837  -0.00110016  0.        ],[ 3.96244522e+07 -6.80012055e+07 -4.81920734e-09],1e-09,0.1,594.9786749792777,108.22536124357357,0.02
out_d884ee2d-24ba-4cc7-b4bd-1bef69dae531.h5,signal1,Bathtub,0.7,18916854940.543114,209404804.72953033,18575.0,18707450135.813583,90.0,[ 9.30137763e-04 -9.76921597e-06  0.00000000e+00],[-8.91163995e+06  7.81974669e+07 -4.81920734e-09],1e-09,0.1,594.977469587151,108.22536124357357,0.02
out_aab7129c-d838-4947-bf32-313dc647d7eb.h5,signal1,Bathtub,0.7,18916780705.022472,209330569.208889,18575.0,18707450135.813583,90.0,[-0.00010381 -0.00347744  0.        ],[5.74391208e+07 5.38052838e+07 4.81920734e-09],1e-09,0.1,594.980958522018,108.22536124357357,0.02
out_5cecc383-fe0e-47a1-a565-8dde6e0751bb.h5,signal1,Bathtub,0.7,18916838524.440937,209388388.62735367,18575.0,18707450135.813583,90.0,[-0.00081097 -0.00136346  0.        ],[6.34196924e+07 4.66069069e+07 4.81920734e-09],1e-09,0.1,594.9782411053649,108.22536124357357,0.02
out_5d4efcb9-a38d-41cc-b988-a1934c4345b9.h5,signal1,Bathtub,0.7,18916799698.946392,209349563.1328087,18575.0,18707450135.813583,90.0,[0.00134589 0.00148119 0.        ],[ 5.77027307e+07 -5.35224815e+07  4.81920734e-09],1e-09,0.1,594.98006583228,108.22536124357357,0.02
out_9529c9f1-320f-4173-a455-d97d8b0b4a5c.h5,signal1,Bathtub,0.7,18916777818.84418,209327683.0305977,18575.0,18707450135.813583,90.0,[0.00212738 0.00295495 0.        ],[-7.85401942e+07  5.06942392e+06 -4.81920734e-09],1e-09,0.1,594.9810941692335,108.22536124357357,0.02
out_42f24482-33aa-4029-96df-88198d51ce50.h5,signal1,Bathtub,0.7,18916839171.86159,209389036.04800797,18575.0,18707450135.813583,90.0,[-0.00123188  0.00070564  0.        ],[ 5.88648349e+07 -5.22416727e+07  4.81920734e-09],1e-09,0.1,594.9782106780211,108.22536124357357,0.02
out_abc25c42-627b-4c64-a0bf-54a02688f17c.h5,signal1,Bathtub,0.7,18916725826.720676,209275690.90709305,18575.0,18707450135.813583,90.0,[ 0.00339008 -0.00183188  0.        ],[ 6.03073225e+07 -5.05696353e+07 -4.81920734e-09],1e-09,0.1,594.9835377685614,108.22536124357357,0.02
out_65a10637-4db8-4b5e-8373-107254db8b11.h5,signal1,Bathtub,0.7,18916697333.449444,209247197.63586044,18575.0,18707450135.813583,90.0,[-0.00213261 -0.00322651  0.        ],[-4.08626549e+07  6.72644378e+07 -4.81920734e-09],1e-09,0.1,594.9848769569254,108.22536124357357,0.02
out_b1b775b2-7424-4773-b51a-4d5b01f7c10f.h5,signal1,Bathtub,0.7,18916837043.093166,209386907.27958298,18575.0,18707450135.813583,90.0,[0.00103869 0.00189312 0.        ],[-7.21397858e+07  3.14660525e+07 -4.81920734e-09],1e-09,0.1,594.9783107254744,108.22536124357357,0.02
out_1ec6d1ae-b9c7-48fe-9be2-ce618fd6d8f0.h5,signal1,Bathtub,0.7,18916843419.247345,209393283.4337616,18575.0,18707450135.813583,90.0,[-0.00050072  0.0008399   0.        ],[ 4.85883385e+07 -6.19147359e+07 -4.81920734e-09],1e-09,0.1,594.9780110604454,108.22536124357357,0.02
out_de4f4048-fbf1-43fe-91c9-45bf701704a1.h5,signal1,Bathtub,0.7,18916802859.190952,209352723.37736893,18575.0,18707450135.813583,90.0,[-0.00098951  0.0017713   0.        ],[ 7.78414217e+07 -1.16178409e+07 -4.81920734e-09],1e-09,0.1,594.9799173055438,108.22536124357357,0.02
out_8ff090a5-d24b-4537-a57c-7df8c0f6af98.h5,signal1,Bathtub,0.7,18916779723.57019,209329587.75660706,18575.0,18707450135.813583,90.0,[-0.00235345 -0.00131745  0.        ],[-7.86536873e+07  2.80332567e+06  4.81920734e-09],1e-09,0.1,594.9810046491817,108.22536124357357,0.02
out_d79dcfec-4559-4c10-82cb-0844e63358e2.h5,signal1,Bathtub,0.7,18916846929.062195,209396793.24861145,18575.0,18707450135.813583,90.0,[-0.00020782 -0.00052008  0.        ],[-1.21244922e+07  7.77641167e+07  4.81920734e-09],1e-09,0.1,594.977846107296,108.22536124357357,0.02
out_91b8011e-ed1a-4007-ac78-1f1753c8ef3b.h5,signal1,Bathtub,0.7,18916809213.784607,209359077.97102356,18575.0,18707450135.813583,90.0,[-0.00200429 -0.00229126  0.        ],[ 5.54116725e+07 -5.58910342e+07  4.81920734e-09],1e-09,0.1,594.9796186497717,108.22536124357357,0.02
out_647784d5-1d07-41bf-8de2-a75b8a2b8487.h5,signal1,Bathtub,0.7,18916800662.292007,209350526.47842407,18575.0,18707450135.813583,90.0,[ 0.0017011  -0.00189773  0.        ],[ 5.33849525e+07 -5.78299923e+07  4.81920734e-09],1e-09,0.1,594.9800205564669,108.22536124357357,0.02
out_e5a25749-0789-468a-9976-2221fd6d528f.h5,signal1,Bathtub,0.7,18916803818.392258,209353682.57867432,18575.0,18707450135.813583,90.0,[0.00271837 0.00016948 0.        ],[ 7.03638251e+07  3.52589461e+07 -4.81920734e-09],1e-09,0.1,594.9798722245636,108.22536124357357,0.02
out_cbf98f06-f8dc-481a-a2c1-70fccba8bac7.h5,signal1,Bathtub,0.7,18916808789.01658,209358653.2029953,18575.0,18707450135.813583,90.0,[0.00210236 0.00112329 0.        ],[-7.22174692e+07 -3.12873504e+07 -4.81920734e-09],1e-09,0.1,594.9796386131685,108.22536124357357,0.02
out_b62bd804-66f4-496e-a292-99cba443a859.h5,signal1,Bathtub,0.7,18916781996.555714,209331860.74213028,18575.0,18707450135.813583,90.0,[ 0.00113026 -0.00232954  0.        ],[-7.11596763e+07  3.36238252e+07  4.81920734e-09],1e-09,0.1,594.9808978214216,108.22536124357357,0.02
out_29d2ad1d-f295-4594-96a5-1bc019bc8677.h5,signal1,Bathtub,0.7,18916791201.361675,209341065.5480919,18575.0,18707450135.813583,90.0,[ 0.00217093 -0.0026795   0.        ],[7.19760382e+07 3.18388298e+07 4.81920734e-09],1e-09,0.1,594.9804652068883,108.22536124357357,0.02
out_a48c7b72-44c0-4bc8-aa92-4f15c5c956e9.h5,signal1,Bathtub,0.7,18916819422.251247,209369286.43766403,18575.0,18707450135.813583,90.0,[ 0.00219648 -0.00149616  0.        ],[ 6.35931752e+06  7.84462889e+07 -4.81920734e-09],1e-09,0.1,594.9791388696846,108.22536124357357,0.02
out_c2e2bb16-7502-47bb-b01e-4687f49a3f93.h5,signal1,Bathtub,0.7,18916808527.69209,209358391.8785057,18575.0,18707450135.813583,90.0,[-0.00107145  0.0028102   0.        ],[-7.86972817e+07  9.99509458e+05 -4.81920734e-09],1e-09,0.1,594.9796508949903,108.22536124357357,0.02
out_01967b12-77d3-4983-ab1e-5741eb9e17e6.h5,signal1,Bathtub,0.7,18916811810.027885,209361674.21430206,18575.0,18707450135.813583,90.0,[ 0.00186594 -0.00160048  0.        ],[ 7.28070650e+07 -2.98896713e+07 -4.81920734e-09],1e-09,0.1,594.9794966306923,108.22536124357357,0.02
out_82155807-7853-4c39-b81f-175e546fb707.h5,signal1,Bathtub,0.7,18916722818.66387,209272682.8502884,18575.0,18707450135.813583,90.0,[ 0.00073907 -0.00360204  0.        ],[-5.71502774e+07  5.41119853e+07 -4.81920734e-09],1e-09,0.1,594.9836791470059,108.22536124357357,0.02
out_420e98c3-6350-418c-8600-90db906617a3.h5,signal1,Bathtub,0.7,18916823584.52328,209373448.70969772,18575.0,18707450135.813583,90.0,[0.00102061 0.00092934 0.        ],[ 3.23687487e+07 -7.17392868e+07  4.81920734e-09],1e-09,0.1,594.9789432507307,108.22536124357357,0.02
out_2744fbd6-ea51-4ce3-8f8f-75c0c55c3b4b.h5,signal1,Bathtub,0.7,18916719464.776962,209269328.9633789,18575.0,18707450135.813583,90.0,[-0.00348974 -0.00013219  0.        ],[-1.12787398e+07  7.78912780e+07 -4.81920734e-09],1e-09,0.1,594.9838367796377,108.22536124357357,0.02
out_8df28d52-ed18-4918-80c2-38fd56a7d297.h5,signal1,Bathtub,0.7,18916854107.60425,209403971.7906685,18575.0,18707450135.813583,90.0,[-0.0004976  0.0002509  0.       ],[-7.37385350e+07 -2.75116269e+07 -4.81920734e-09],1e-09,0.1,594.9775087331988,108.22536124357357,0.02
out_9f47ff87-3948-46ac-bc74-45ace6e5a39e.h5,signal1,Bathtub,0.7,18916745364.33448,209295228.5208969,18575.0,18707450135.813583,90.0,[-0.00276304 -0.00181058  0.        ],[-7.86313039e+07  3.37330742e+06  4.81920734e-09],1e-09,0.1,594.9826195062711,108.22536124357357,0.02
out_783551eb-25b4-4948-9dbd-5ae8e1bd6db1.h5,signal1,Bathtub,0.7,18916778910.097458,209328774.2838745,18575.0,18707450135.813583,90.0,[-0.00298615  0.00019097  0.        ],[-7.81352786e+07  9.44136655e+06  4.81920734e-09],1e-09,0.1,594.9810428815075,108.22536124357357,0.02
out_fd15ffb9-17f2-4729-ae81-e94b31d414eb.h5,signal1,Bathtub,0.7,18916758311.55336,209308175.7397766,18575.0,18707450135.813583,90.0,[ 0.00286721 -0.00194247  0.        ],[ 6.74595142e+07 -4.05397965e+07 -4.81920734e-09],1e-09,0.1,594.9820109945767,108.22536124357357,0.02
out_4fa70f0e-0e57-419a-bf87-26e79e70b731.h5,signal1,Bathtub,0.7,18916783954.562534,209333818.74895096,18575.0,18707450135.813583,90.0,[ 0.00187011 -0.0019547   0.        ],[-7.09452181e+07  3.40739958e+07 -4.81920734e-09],1e-09,0.1,594.9808057973828,108.22536124357357,0.02
out_7b1381af-02ef-40c6-90ee-45a2ec6987d6.h5,signal1,Bathtub,0.7,18916687635.605988,209237499.79240417,18575.0,18707450135.813583,90.0,[ 0.00034451 -0.00393574  0.        ],[-7.86046786e+07 -3.94533394e+06  4.81920734e-09],1e-09,0.1,594.9853327605819,108.22536124357357,0.02
out_6c7c4977-1a13-49c8-b3f4-d72954c542e9.h5,signal1,Bathtub,0.7,18916776937.55511,209326801.74152756,18575.0,18707450135.813583,90.0,[ 0.00215689 -0.00132338  0.        ],[-6.29439097e+07 -4.72474908e+07  4.81920734e-09],1e-09,0.1,594.9811355888844,108.22536124357357,0.02
out_22d539c6-b7b6-4882-9a5c-02f4dcf50554.h5,signal1,Bathtub,0.7,18916840766.177074,209390630.36349106,18575.0,18707450135.813583,90.0,[0.00034942 0.00093054 0.        ],[ 6.89421226e+05 -7.87006090e+07  4.81920734e-09],1e-09,0.1,594.9781357487406,108.22536124357357,0.02
out_1d46806d-8cbd-4a49-84df-6693dbc3cd1b.h5,signal1,Bathtub,0.7,18916764327.449093,209314191.6355095,18575.0,18707450135.813583,90.0,[-0.00041683 -0.00363565  0.        ],[4.76495715e+07 6.26400790e+07 4.81920734e-09],1e-09,0.1,594.9817282520657,108.22536124357357,0.02
out_bd4c16d0-5956-4637-8dc2-aef84ed6c392.h5,signal1,Bathtub,0.7,18916700897.376595,209250761.56301117,18575.0,18707450135.813583,90.0,[-0.00052895 -0.00378311  0.        ],[-6.52526699e+07  4.40039797e+07  4.81920734e-09],1e-09,0.1,594.984709450946,108.22536124357357,0.02
out_7758e6e4-e216-477b-b826-c592a5a7e163.h5,signal1,Bathtub,0.7,18916827180.2847,209377044.4711151,18575.0,18707450135.813583,90.0,[ 0.00014199 -0.00129123  0.        ],[-7.24245753e+07  3.08049031e+07  4.81920734e-09],1e-09,0.1,594.9787742569694,108.22536124357357,0.02
out_c3877afc-d8b8-4c95-b9a0-2f1b77d2767d.h5,signal1,Bathtub,0.7,18916715325.08237,209265189.26878738,18575.0,18707450135.813583,90.0,[0.00350368 0.00115237 0.        ],[ 6.76521128e+07 -4.02175681e+07 -4.81920734e-09],1e-09,0.1,594.9840313455067,108.22536124357357,0.02
out_9a39b2e0-d370-45c0-852e-3d4429ca9148.h5,signal1,Bathtub,0.7,18916720898.93522,209270763.12163544,18575.0,18707450135.813583,90.0,[0.00110551 0.00370618 0.        ],[ 4.43326012e+07  6.50298518e+07 -4.81920734e-09],1e-09,0.1,594.9837693741968,108.22536124357357,0.02
out_584fc883-648e-4cb8-afc6-c7b8fd94e350.h5,signal1,Bathtub,0.7,18916751751.69364,209301615.8800583,18575.0,18707450135.813583,90.0,[0.00134168 0.00293688 0.        ],[ 9.33878428e+06 -7.81476056e+07  4.81920734e-09],1e-09,0.1,594.9823193037469,108.22536124357357,0.02
out_73f7da61-879d-490e-95b7-8c40ac5643d4.h5,signal1,Bathtub,0.7,18916756275.77139,209306139.95780563,18575.0,18707450135.813583,90.0,[-0.00358014  0.00026612  0.        ],[ 7.59221366e+07 -2.07386193e+07  4.81920734e-09],1e-09,0.1,594.9821066749288,108.22536124357357,0.02
out_be5f9b90-d0a0-4ccb-9f50-9da17ba2cd3d.h5,signal1,Bathtub,0.7,18916845474.573875,209395338.76029205,18575.0,18707450135.813583,90.0,[0.00094532 0.00055372 0.        ],[-7.55303437e+07 -2.21230274e+07 -4.81920734e-09],1e-09,0.1,594.9779144648426,108.22536124357357,0.02
