File_name,signal,trap,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_03e2eacb-b00e-4e7a-aa29-882aec69ea96.h5,signal1,Bathtub,0.7,18917522875.068737,210072739.25515366,18575.0,18707450135.813583,89.5,[0.001035   0.00189644 0.        ],[42911258.85362515 65972822.54833302  -686810.00908256],1e-09,0.1,594.9460824827934,108.22536124357357,0.02
out_e5cb3022-cc43-4b31-93d7-bb09832ecf5c.h5,signal1,Bathtub,0.7,18917505558.57362,210055422.76003647,18575.0,18707450135.813583,89.5,[0.00138885 0.00177621 0.        ],[78253639.49529141  8375998.87402257   686810.00908256],1e-09,0.1,594.9468961025253,108.22536124357357,0.02
out_a260cc07-bdfa-45bd-ba71-c4675a0b3e72.h5,signal1,Bathtub,0.7,18917513874.85029,210063739.03670502,18575.0,18707450135.813583,89.5,[0.00138826 0.00286296 0.        ],[-73714662.61519878  27566972.3931388    -686810.00908256],1e-09,0.1,594.9465053595493,108.22536124357357,0.02
out_e8f5544b-0da6-4537-9af6-2e23e771bf02.h5,signal1,Bathtub,0.7,18917542634.868214,210092499.05463028,18575.0,18707450135.813583,89.5,[ 0.00079482 -0.00152775  0.        ],[-11780900.3389458   77813879.47275528   -686810.00908256],1e-09,0.1,594.9451540706193,108.22536124357357,0.02
out_51aacd5c-fe34-4fac-a502-999502336495.h5,signal1,Bathtub,0.7,18917536699.73469,210086563.92110825,18575.0,18707450135.813583,89.5,[2.37216300e-03 9.26130532e-06 0.00000000e+00],[-41683873.46010719  66755105.75797503    686810.00908256],1e-09,0.1,594.9454329315032,108.22536124357357,0.02
out_2d47a8bd-fbd3-447d-a73c-e7fee00a2a0b.h5,signal1,Bathtub,0.7,18917536979.32732,210086843.51373672,18575.0,18707450135.813583,89.5,[-0.00077576  0.00146693  0.        ],[-28230362.84325241  73463161.27920833    686810.00908256],1e-09,0.1,594.9454197948934,108.22536124357357,0.02
out_232a6aaf-b185-42b1-9bbb-5372a9a20050.h5,signal1,Bathtub,0.7,18917451520.030193,210001384.21660995,18575.0,18707450135.813583,89.5,[-0.00307307  0.00073683  0.        ],[26739906.0892981  74018692.73185104  -686810.00908256],1e-09,0.1,594.9494351524502,108.22536124357357,0.02
out_a5f40aba-da65-44ba-854c-d462ee7e265e.h5,signal1,Bathtub,0.7,18917471972.838352,210021837.02476883,18575.0,18707450135.813583,89.5,[-0.0020231  -0.00194655  0.        ],[-59481436.43489967  51533951.6342154     686810.00908256],1e-09,0.1,594.9484741523449,108.22536124357357,0.02
out_98544429-034a-4f38-874e-f84b840e587e.h5,signal1,Bathtub,0.7,18917531091.397766,210080955.58418274,18575.0,18707450135.813583,89.5,[ 0.00180428 -0.00044461  0.        ],[-78314972.39081305   7781680.46265387    686810.00908256],1e-09,0.1,594.9456964385262,108.22536124357357,0.02
out_b604dcf4-6862-47f3-8df3-a19ee04944e9.h5,signal1,Bathtub,0.7,18917444532.35306,209994396.5394783,18575.0,18707450135.813583,89.5,[ 7.21952476e-05 -3.94614591e-03  0.00000000e+00],[ 9657910.16201628 78105788.66319117  -686810.00908256],1e-09,0.1,594.9497634787538,108.22536124357357,0.02
out_51f7eaf0-be59-419d-820f-b24915cbc829.h5,signal1,Bathtub,0.7,18917444854.321243,209994718.5076599,18575.0,18707450135.813583,89.5,[-0.0023283   0.00231378  0.        ],[68333331.55852893 39042864.25851484  -686810.00908256],1e-09,0.1,594.9497483505846,108.22536124357357,0.02
out_d33f27ad-2446-460f-b575-e308220c15f2.h5,signal1,Bathtub,0.7,18917497235.89551,210047100.08192825,18575.0,18707450135.813583,89.5,[0.00070005 0.00228816 0.        ],[ 48498559.44269777 -61981280.91109259    686810.00908256],1e-09,0.1,594.9472871475618,108.22536124357357,0.02
out_94130e36-6e5f-4538-a576-a805910e361f.h5,signal1,Bathtub,0.7,18917501379.90304,210051244.08945847,18575.0,18707450135.813583,89.5,[-0.0014771   0.00164695  0.        ],[50777441.26918612 60128536.56585211  -686810.00908256],1e-09,0.1,594.9470924392126,108.22536124357357,0.02
out_304cb883-3231-4831-9623-5ec6c543cda0.h5,signal1,Bathtub,0.7,18917557081.2856,210106945.47201538,18575.0,18707450135.813583,89.5,[-0.00073951  0.0011131   0.        ],[-78619083.74627966  -3581776.41570862   -686810.00908256],1e-09,0.1,594.9444753117551,108.22536124357357,0.02
out_d44846af-8f6d-42a3-a6ff-f61faa6df6b6.h5,signal1,Bathtub,0.7,18917522309.180492,210072173.36690903,18575.0,18707450135.813583,89.5,[ 2.85122163e-03 -2.18526402e-05  0.00000000e+00],[39407596.79289715 68123643.22615975   686810.00908256],1e-09,0.1,594.9461090711021,108.22536124357357,0.02
out_226b7ed4-47a1-4a72-a94d-16b6713859e1.h5,signal1,Bathtub,0.7,18917495027.86418,210044892.05059814,18575.0,18707450135.813583,89.5,[ 0.00259801 -0.0020935   0.        ],[78683103.91599257 -1660906.24111483  -686810.00908256],1e-09,0.1,594.9473908931926,108.22536124357357,0.02
out_20bfc5ec-198f-466d-8405-e6bf87969221.h5,signal1,Bathtub,0.7,18917449954.381935,209999818.56835175,18575.0,18707450135.813583,89.5,[ 0.00272726 -0.00239632  0.        ],[ 46276848.65787617 -63657228.41667461    686810.00908256],1e-09,0.1,594.9495087166613,108.22536124357357,0.02
out_6f2ded7a-68fa-412f-9b7a-51fa03523021.h5,signal1,Bathtub,0.7,18917512063.88804,210061928.07445526,18575.0,18707450135.813583,89.5,[-2.94700758e-03 -9.16084260e-05  0.00000000e+00],[ 62474137.3674471  -47862005.92944273    686810.00908256],1e-09,0.1,594.9465904480928,108.22536124357357,0.02
out_851b08e4-3d83-425f-8ce3-ea54cb861978.h5,signal1,Bathtub,0.7,18917486364.750294,210036228.93671036,18575.0,18707450135.813583,89.5,[-0.00305974  0.00155797  0.        ],[ 43652609.95379161 -65484647.7857123     686810.00908256],1e-09,0.1,594.9477979354907,108.22536124357357,0.02
out_d1e688d3-9a25-4d28-b888-1da984f9c7b7.h5,signal1,Bathtub,0.7,18917513996.949577,210063861.13599396,18575.0,18707450135.813583,89.5,[ 0.00188177 -0.00032128  0.        ],[-26551906.93410803 -74086339.42609884   -686810.00908256],1e-09,0.1,594.9464996226839,108.22536124357357,0.02
out_945557e1-d8cf-4751-ab08-0b9b6efde9bc.h5,signal1,Bathtub,0.7,18917468643.007484,210018507.19390106,18575.0,18707450135.813583,89.5,[0.00167678 0.00261935 0.        ],[  1438677.15049032 -78687480.95760415   -686810.00908256],1e-09,0.1,594.9486306079745,108.22536124357357,0.02
out_df043387-7d85-42d2-829c-74a730b2bd66.h5,signal1,Bathtub,0.7,18917496978.71751,210046842.90392685,18575.0,18707450135.813583,89.5,[-0.00227522 -0.00252845  0.        ],[  9947740.35187096 -78069404.46351835   -686810.00908256],1e-09,0.1,594.9472992312147,108.22536124357357,0.02
out_11c8210c-7add-4cf7-be06-3aec050e970a.h5,signal1,Bathtub,0.7,18917539455.12463,210089319.3110466,18575.0,18707450135.813583,89.5,[-1.46937399e-03  6.75873130e-05  0.00000000e+00],[76627062.84918615 17946662.37782212   686810.00908256],1e-09,0.1,594.9453034700592,108.22536124357357,0.02
out_fb28e6a6-345f-48fa-a3f4-be912ed125ec.h5,signal1,Bathtub,0.7,18917533593.015186,210083457.20160294,18575.0,18707450135.813583,89.5,[0.00095747 0.00092625 0.        ],[ 63098821.89099158 -47035392.28459334   -686810.00908256],1e-09,0.1,594.9455789002662,108.22536124357357,0.02
out_ec047ad0-dda8-433d-9012-6e0a8f837243.h5,signal1,Bathtub,0.7,18917547101.970715,210096966.1571312,18575.0,18707450135.813583,89.5,[0.00057772 0.00181192 0.        ],[-74568877.26070698 -25164896.09504236    686810.00908256],1e-09,0.1,594.9449441852671,108.22536124357357,0.02
out_6877efea-bc8d-4181-8ab5-9870f5c9d38a.h5,signal1,Bathtub,0.7,18917463998.523197,210013862.7096138,18575.0,18707450135.813583,89.5,[-0.00321925 -0.0006439   0.        ],[-76895907.84793134  16757350.8538525    -686810.00908256],1e-09,0.1,594.9488488343316,108.22536124357357,0.02
out_728dab5d-a084-4f4a-bd25-b1ea7370bc39.h5,signal1,Bathtub,0.7,18917509712.91375,210059577.10016632,18575.0,18707450135.813583,89.5,[ 0.00187293 -0.00260028  0.        ],[77781972.75051431 11989752.55936952  -686810.00908256],1e-09,0.1,594.9467009093365,108.22536124357357,0.02
out_157cf351-0d28-42fc-8836-7a6b422baa31.h5,signal1,Bathtub,0.7,18917471420.19639,210021284.38280487,18575.0,18707450135.813583,89.5,[ 0.00387893 -0.00030526  0.        ],[-49643186.12538038  61068351.23627868    686810.00908256],1e-09,0.1,594.9485001187984,108.22536124357357,0.02
out_edccb835-c05c-4bc9-a28f-d41c3513c87f.h5,signal1,Bathtub,0.7,18917491279.40766,210041143.59407806,18575.0,18707450135.813583,89.5,[-0.00012212 -0.00261606  0.        ],[-53145134.61451625 -58046396.25507864   -686810.00908256],1e-09,0.1,594.9475670168005,108.22536124357357,0.02
out_77b0aa46-d96c-437a-a90d-70d21626ee38.h5,signal1,Bathtub,0.7,18917398894.08443,209948758.27084732,18575.0,18707450135.813583,89.5,[-0.00150848  0.00369036  0.        ],[78067784.2908563  -9960447.14422954  -686810.00908256],1e-09,0.1,594.951907882352,108.22536124357357,0.02
out_a2f9a749-075b-420d-909e-52e2e5fc799a.h5,signal1,Bathtub,0.7,18917516561.92712,210066426.11353683,18575.0,18707450135.813583,89.5,[-0.00156046  0.00098092  0.        ],[28402609.03706054 73396738.6965153   -686810.00908256],1e-09,0.1,594.9463791066413,108.22536124357357,0.02
out_a1f507c2-271a-45c9-8b2e-40c5eaac24c5.h5,signal1,Bathtub,0.7,18917527465.2469,210077329.43331528,18575.0,18707450135.813583,89.5,[ 0.00126004 -0.00250502  0.        ],[70888381.6401565  34185183.9228076    686810.00908256],1e-09,0.1,594.9458668130911,108.22536124357357,0.02
out_1f43dbc5-e83c-44fe-af27-db6a1c81c881.h5,signal1,Bathtub,0.7,18917540686.153,210090550.3394165,18575.0,18707450135.813583,89.5,[-0.00107045  0.00025924  0.        ],[-12653922.04473926  77676687.03209685   -686810.00908256],1e-09,0.1,594.9452456304834,108.22536124357357,0.02
out_8d796781-477e-44c8-add0-6f423fff2d9c.h5,signal1,Bathtub,0.7,18917509236.617496,210059100.80391312,18575.0,18707450135.813583,89.5,[-0.00290512  0.00087681  0.        ],[-71958532.03883438 -31870976.1101336     686810.00908256],1e-09,0.1,594.9467232882738,108.22536124357357,0.02
out_714993b1-0340-4631-9790-12845612629a.h5,signal1,Bathtub,0.7,18917529977.038376,210079841.22479248,18575.0,18707450135.813583,89.5,[-0.00211909  0.0010694   0.        ],[ 38550722.36672766 -68612180.08779596    686810.00908256],1e-09,0.1,594.9457487966349,108.22536124357357,0.02
out_b037dfa2-b53c-4ec5-bc32-dce873077932.h5,signal1,Bathtub,0.7,18917518501.820778,210068366.00719452,18575.0,18707450135.813583,89.5,[-0.0017311   0.00179687  0.        ],[ 39399595.02910615 -68128271.39256576   -686810.00908256],1e-09,0.1,594.9462879603859,108.22536124357357,0.02
out_95fd8fc1-993c-4c9c-8052-41bdf48de285.h5,signal1,Bathtub,0.7,18917453117.588436,210002981.77485275,18575.0,18707450135.813583,89.5,[-0.00079072  0.00303257  0.        ],[73571633.73815902 27946451.66197029  -686810.00908256],1e-09,0.1,594.9493600889502,108.22536124357357,0.02
out_ef500f8d-afde-4027-ae05-7b4a330dccaf.h5,signal1,Bathtub,0.7,18917513705.79393,210063569.98034668,18575.0,18707450135.813583,89.5,[ 0.00056152 -0.00188538  0.        ],[-77084970.07487527  15864956.34889188   -686810.00908256],1e-09,0.1,594.9465133027046,108.22536124357357,0.02
out_68704a23-3b35-4310-a580-630f88087ed2.h5,signal1,Bathtub,0.7,18917558151.62517,210108015.8115883,18575.0,18707450135.813583,89.5,[-0.00029024  0.00091033  0.        ],[-26110949.27775834 -74242897.16337174    686810.00908256],1e-09,0.1,594.9444250224534,108.22536124357357,0.02
out_8273ca70-8f6a-44c1-b22b-2899e99e4dfd.h5,signal1,Bathtub,0.7,18917528103.245922,210077967.4323387,18575.0,18707450135.813583,89.5,[-0.00227683 -0.00157861  0.        ],[ 55909851.79190384 -55388427.70835807   -686810.00908256],1e-09,0.1,594.9458368367128,108.22536124357357,0.02
out_e4af0e65-6a02-41a6-b35a-8ac3402e0f93.h5,signal1,Bathtub,0.7,18917511637.436726,210061501.62314224,18575.0,18707450135.813583,89.5,[0.00177172 0.001226   0.        ],[-22713326.47097717 -75351803.2433164    -686810.00908256],1e-09,0.1,594.9466104850301,108.22536124357357,0.02
out_541505ca-1f89-47d7-a77a-1a78c5d0b38d.h5,signal1,Bathtub,0.7,18917515270.58866,210065134.77507782,18575.0,18707450135.813583,89.5,[-0.00289987 -0.0007828   0.        ],[-27195438.77997548 -73852539.2993448     686810.00908256],1e-09,0.1,594.9464397804519,108.22536124357357,0.02
out_24edae90-bdbf-416b-8b64-85a5b7d68ae1.h5,signal1,Bathtub,0.7,18917450940.7052,210000804.89161682,18575.0,18707450135.813583,89.5,[-0.00191081 -0.00332781  0.        ],[-29874043.32366886 -72810239.57447343   -686810.00908256],1e-09,0.1,594.9494623728541,108.22536124357357,0.02
out_f2fa06f3-8f3a-4679-a2bd-44e77b74e05d.h5,signal1,Bathtub,0.7,18917498066.01902,210047930.2054367,18575.0,18707450135.813583,89.5,[ 0.00014958 -0.00273654  0.        ],[-18085270.07180491  76594467.54059027   -686810.00908256],1e-09,0.1,594.9472481437516,108.22536124357357,0.02
out_0f47865a-b68b-4e22-a86e-ba100b152012.h5,signal1,Bathtub,0.7,18917534307.45527,210084171.6416855,18575.0,18707450135.813583,89.5,[ 0.00060328 -0.00164032  0.        ],[-37093279.26139445  69410936.35035379   -686810.00908256],1e-09,0.1,594.9455453323872,108.22536124357357,0.02
out_b4e5805b-45b5-4181-9865-36d55065eb10.h5,signal1,Bathtub,0.7,18917457790.05681,210007654.2432251,18575.0,18707450135.813583,89.5,[ 0.00091086 -0.0035984   0.        ],[ 27925941.35505649 -73579421.38146104   -686810.00908256],1e-09,0.1,594.9491405467858,108.22536124357357,0.02
out_2509d9d9-a6fc-4f66-9d7d-cc12d7f60a0f.h5,signal1,Bathtub,0.7,18917529044.953503,210078909.13991928,18575.0,18707450135.813583,89.5,[0.0006609 0.0014222 0.       ],[ 37031926.51975182 -69443688.47946055   -686810.00908256],1e-09,0.1,594.9457925906045,108.22536124357357,0.02
out_299d5d98-bf1e-45f9-bc46-9ea9d0c6e3d7.h5,signal1,Bathtub,0.7,18917534729.22625,210084593.41266632,18575.0,18707450135.813583,89.5,[0.00201176 0.00067207 0.        ],[56131601.93481968 55163690.19225969   686810.00908256],1e-09,0.1,594.9455255155343,108.22536124357357,0.02
out_f1d6047a-edf3-43a7-863f-f41adfdcda09.h5,signal1,Bathtub,0.7,18917552374.523067,210102238.7094841,18575.0,18707450135.813583,89.5,[ 0.00058647 -0.00014443  0.        ],[ 35820162.38544593 -70076425.55151443   -686810.00908256],1e-09,0.1,594.9446964565934,108.22536124357357,0.02
out_13942e7a-3e48-4192-a062-0689c8caee26.h5,signal1,Bathtub,0.7,18917500039.10579,210049903.2922058,18575.0,18707450135.813583,89.5,[ 0.00102623 -0.00253517  0.        ],[-37547383.54630662  69166346.15348133    686810.00908256],1e-09,0.1,594.9471554372341,108.22536124357357,0.02
out_9bbb7046-8383-4ba0-b26d-9e468c033003.h5,signal1,Bathtub,0.7,18917399941.494167,209949805.68058395,18575.0,18707450135.813583,89.5,[0.00296777 0.002533   0.        ],[ 54056519.47848539 -57198620.2042391     686810.00908256],1e-09,0.1,594.9518586673164,108.22536124357357,0.02
out_32b79538-599e-4c82-9cdc-fc300d7dfd51.h5,signal1,Bathtub,0.7,18917480349.065666,210030213.25208282,18575.0,18707450135.813583,89.5,[-0.0012914   0.00327445  0.        ],[-58194462.89494149  52982958.95630913    686810.00908256],1e-09,0.1,594.9480805873449,108.22536124357357,0.02
out_e6fc738f-6aae-4a25-81ca-404638352768.h5,signal1,Bathtub,0.7,18917400659.276447,209950523.46286392,18575.0,18707450135.813583,89.5,[-0.0028635   0.00264175  0.        ],[45777562.04986727 64017218.49758245  -686810.00908256],1e-09,0.1,594.9518249406219,108.22536124357357,0.02
out_ac9d3de8-003c-4103-92fa-e73e12f4f6f0.h5,signal1,Bathtub,0.7,18917549254.720913,210099118.90732956,18575.0,18707450135.813583,89.5,[0.00071294 0.00183993 0.        ],[-73452709.68343633  28257545.74547264    686810.00908256],1e-09,0.1,594.9448430391342,108.22536124357357,0.02
out_7d49dcbd-309f-4a46-95d0-80f946f785a8.h5,signal1,Bathtub,0.7,18917447272.009575,209997136.19599152,18575.0,18707450135.813583,89.5,[-0.00131335  0.00331189  0.        ],[ 2892543.33451899 78647457.96562397   686810.00908256],1e-09,0.1,594.9496347518486,108.22536124357357,0.02
out_7e670842-6a7a-46a3-9246-7973c2177215.h5,signal1,Bathtub,0.7,18917533206.52926,210083070.71567535,18575.0,18707450135.813583,89.5,[-1.00642171e-06  2.58933591e-03  0.00000000e+00],[-75843242.80822724  21014089.83822398   -686810.00908256],1e-09,0.1,594.9455970592637,108.22536124357357,0.02
out_35ec0d90-3d30-497e-aacd-b7ea5510b4a2.h5,signal1,Bathtub,0.7,18917523716.894184,210073581.08060074,18575.0,18707450135.813583,89.5,[ 0.00080452 -0.00175622  0.        ],[  -269507.74903222 -78700170.37446533   -686810.00908256],1e-09,0.1,594.9460429295622,108.22536124357357,0.02
out_8eaa3eb7-f7ea-4b3c-ba12-4711131256ca.h5,signal1,Bathtub,0.7,18917548474.95816,210098339.14457703,18575.0,18707450135.813583,89.5,[0.00098382 0.00159743 0.        ],[-35578040.54972778  70199661.55216552    686810.00908256],1e-09,0.1,594.9448796759747,108.22536124357357,0.02
out_cedf4cfe-6f64-4021-97c4-b9240b846985.h5,signal1,Bathtub,0.7,18917497058.899727,210046923.0861435,18575.0,18707450135.813583,89.5,[ 0.00341626 -0.00058815  0.        ],[52615115.46751326 58527250.71056138   686810.00908256],1e-09,0.1,594.947295463808,108.22536124357357,0.02
out_9420fb65-0384-4a00-831d-255218d1fd98.h5,signal1,Bathtub,0.7,18917525160.19401,210075024.3804283,18575.0,18707450135.813583,89.5,[ 0.0010316  -0.00164837  0.        ],[-60909424.07760559  49838052.83045336   -686810.00908256],1e-09,0.1,594.9459751160432,108.22536124357357,0.02
out_b4bed2a4-30f9-4737-bb9f-459e8fe806d0.h5,signal1,Bathtub,0.7,18917496644.219406,210046508.40582275,18575.0,18707450135.813583,89.5,[-0.00066818  0.00282092  0.        ],[-19998388.13418897  76117369.39379205   -686810.00908256],1e-09,0.1,594.9473149477975,108.22536124357357,0.02
out_98fe6c4c-aee9-4cdb-a911-fbd794087e46.h5,signal1,Bathtub,0.7,18917541718.901127,210091583.0875435,18575.0,18707450135.813583,89.5,[2.55661835e-06 2.24139871e-03 0.00000000e+00],[-72610482.7951599   30356337.71801941   -686810.00908256],1e-09,0.1,594.9451971070796,108.22536124357357,0.02
out_af084b8c-549d-4af5-a88e-b964a79deb25.h5,signal1,Bathtub,0.7,18917524448.56742,210074312.7538376,18575.0,18707450135.813583,89.5,[0.00026998 0.00171731 0.        ],[65847789.30430961 43102878.03768919  -686810.00908256],1e-09,0.1,594.9460085518514,108.22536124357357,0.02
out_cb97a58d-d4f7-4d42-a960-b612360a5e7e.h5,signal1,Bathtub,0.7,18917521608.60659,210071472.7930069,18575.0,18707450135.813583,89.5,[-0.00019202 -0.00171653  0.        ],[-69890105.43804647  36182352.23496957    686810.00908256],1e-09,0.1,594.9461419876362,108.22536124357357,0.02
out_2ee784c8-4982-4731-9b28-d4cb1bde677e.h5,signal1,Bathtub,0.7,18917431683.582882,209981547.76929855,18575.0,18707450135.813583,89.5,[-0.00391939  0.00037424  0.        ],[78387341.66781315  7015277.44641538   686810.00908256],1e-09,0.1,594.9503671995166,108.22536124357357,0.02
out_20035ca1-906f-4c14-b52e-50bb73f71a7c.h5,signal1,Bathtub,0.7,18917497375.852413,210047240.0388298,18575.0,18707450135.813583,89.5,[-0.00116709  0.00274789  0.        ],[ 17107591.7990449  -76818746.11209111    686810.00908256],1e-09,0.1,594.947280571609,108.22536124357357,0.02
out_a081c396-59d3-47d4-98fe-4d81bad372b0.h5,signal1,Bathtub,0.7,18917505338.305683,210055202.49209976,18575.0,18707450135.813583,89.5,[ 0.00071274 -0.00329937  0.        ],[78689807.32503958 -1305248.84401719  -686810.00908256],1e-09,0.1,594.9469064519038,108.22536124357357,0.02
out_6d88e1cf-8631-41a5-a0a8-78049e820e9b.h5,signal1,Bathtub,0.7,18917537202.121235,210087066.30765152,18575.0,18707450135.813583,89.5,[-0.00051519 -0.00112204  0.        ],[-78675149.91573243   2002557.64803122    686810.00908256],1e-09,0.1,594.9454093269619,108.22536124357357,0.02
out_71cd7c54-e074-408b-83c0-47eb65486c08.h5,signal1,Bathtub,0.7,18917461189.38218,210011053.5685959,18575.0,18707450135.813583,89.5,[ 0.00095027 -0.00297905  0.        ],[-41202865.61703803 -67053063.43740728    686810.00908256],1e-09,0.1,594.9489808251999,108.22536124357357,0.02
out_e21b3b64-44ac-4517-8ad1-40d299661c27.h5,signal1,Bathtub,0.7,18917544204.066383,210094068.2528,18575.0,18707450135.813583,89.5,[ 0.00078384 -0.00054228  0.        ],[-17688130.84935821 -76687153.28171103    686810.00908256],1e-09,0.1,594.9450803423134,108.22536124357357,0.02
out_7f8cfc57-fff0-4373-a4a9-ce4fe70a6e27.h5,signal1,Bathtub,0.7,18917539698.799168,210089562.98558426,18575.0,18707450135.813583,89.5,[ 0.00043362 -0.00107976  0.        ],[-77914007.32951172  11099410.49125831   -686810.00908256],1e-09,0.1,594.9452920210666,108.22536124357357,0.02
out_55fac146-08f5-433b-a332-f53c8cd902d4.h5,signal1,Bathtub,0.7,18917494388.09953,210044252.2859459,18575.0,18707450135.813583,89.5,[-0.00320114 -0.00119661  0.        ],[ 71824451.24975792 -32172001.08895635    686810.00908256],1e-09,0.1,594.9474209529222,108.22536124357357,0.02
out_2f3a136c-ab94-490d-a7c3-8b8d85a7da2e.h5,signal1,Bathtub,0.7,18917440751.35479,209990615.54120636,18575.0,18707450135.813583,89.5,[-0.00044434  0.00380134  0.        ],[ 1780910.51277678 78680479.21271287  -686810.00908256],1e-09,0.1,594.9499411349058,108.22536124357357,0.02
out_f3975b86-4420-47a3-adbb-036d2668fd15.h5,signal1,Bathtub,0.7,18917547706.451046,210097570.63746262,18575.0,18707450135.813583,89.5,[0.00134338 0.00047228 0.        ],[-78405103.74361496  -6813894.50678801    686810.00908256],1e-09,0.1,594.9449157839844,108.22536124357357,0.02
out_957080f2-1f24-4342-81eb-2d0a5daf0ff8.h5,signal1,Bathtub,0.7,18917544254.29307,210094118.47948837,18575.0,18707450135.813583,89.5,[-1.37841957e-05 -2.07967573e-03  0.00000000e+00],[67922550.60093936 39753195.73643723   686810.00908256],1e-09,0.1,594.9450779824282,108.22536124357357,0.02
out_08ba1dc0-fc4c-4e23-9df1-9738db2019c4.h5,signal1,Bathtub,0.7,18917553763.16378,210103627.35019684,18575.0,18707450135.813583,89.5,[-0.00094656  0.0003652   0.        ],[-77670122.43092452  12694153.49528498   -686810.00908256],1e-09,0.1,594.9446312119745,108.22536124357357,0.02
out_2efb8372-c17d-472e-b2cc-f13e970922c8.h5,signal1,Bathtub,0.7,18917464417.013157,210014281.19957352,18575.0,18707450135.813583,89.5,[-0.00255265  0.00146247  0.        ],[33433640.9866203  71245919.89562942   686810.00908256],1e-09,0.1,594.9488291710901,108.22536124357357,0.02
out_fa8aa67d-af22-461c-a549-a34fa562078b.h5,signal1,Bathtub,0.7,18917519109.86264,210068974.049057,18575.0,18707450135.813583,89.5,[0.00175744 0.0002065  0.        ],[  -952048.98361491 -78694873.1120996     686810.00908256],1e-09,0.1,594.9462593914428,108.22536124357357,0.02
out_b449c1a7-4e79-4cc9-8c6f-4a4e22a4a250.h5,signal1,Bathtub,0.7,18917442004.72843,209991868.91484833,18575.0,18707450135.813583,89.5,[-0.00064121  0.0035504   0.        ],[23799060.85370725 75015959.3278537    686810.00908256],1e-09,0.1,594.9498822431441,108.22536124357357,0.02
out_e5c79364-b869-434e-b524-b27fbec20ce4.h5,signal1,Bathtub,0.7,18917475858.15609,210025722.3425064,18575.0,18707450135.813583,89.5,[ 0.00291419 -0.00013275  0.        ],[ 56770363.6398923  -54506102.99398642    686810.00908256],1e-09,0.1,594.9482915968367,108.22536124357357,0.02
out_2c5f4a90-2831-4f6b-9c2f-a69d65bd9a79.h5,signal1,Bathtub,0.7,18917448861.327644,209998725.51406097,18575.0,18707450135.813583,89.5,[-0.00289336 -0.00240404  0.        ],[58564658.55427617 52573474.48873536  -686810.00908256],1e-09,0.1,594.9495600753991,108.22536124357357,0.02
out_79655f43-1067-4db5-bf64-e55d1960eb10.h5,signal1,Bathtub,0.7,18917542293.45501,210092157.6414261,18575.0,18707450135.813583,89.5,[-0.00125722  0.00036894  0.        ],[-63164539.49394251  46947102.16738447   -686810.00908256],1e-09,0.1,594.9451701118223,108.22536124357357,0.02
out_c2845a08-bf36-48bf-b5f3-a22a5d953806.h5,signal1,Bathtub,0.7,18917455995.07905,210005859.26546478,18575.0,18707450135.813583,89.5,[-0.00370549  0.00075288  0.        ],[-78674561.9303475    2025526.21917762    686810.00908256],1e-09,0.1,594.9492248861643,108.22536124357357,0.02
out_ba98163e-709b-4950-9ff1-6e90e948a9ad.h5,signal1,Bathtub,0.7,18917518027.176167,210067891.36258316,18575.0,18707450135.813583,89.5,[-0.00100276  0.00267508  0.        ],[-72312531.72323975  31059414.14727759   -686810.00908256],1e-09,0.1,594.9463102616425,108.22536124357357,0.02
out_11abf968-1232-4830-b753-f95c182527b6.h5,signal1,Bathtub,0.7,18917552011.129227,210101875.3156433,18575.0,18707450135.813583,89.5,[ 0.00118475 -0.00061598  0.        ],[78700407.20212321  -188036.21101304   686810.00908256],1e-09,0.1,594.9447135304849,108.22536124357357,0.02
out_efa3dffc-5ef3-441a-8ef7-03995e343f46.h5,signal1,Bathtub,0.7,18917546788.198593,210096652.38500977,18575.0,18707450135.813583,89.5,[0.00094104 0.00046143 0.        ],[78699045.3512538   -499712.11508191   686810.00908256],1e-09,0.1,594.9449589277353,108.22536124357357,0.02
out_021abbeb-f5e1-4518-b549-7a5e84f27f89.h5,signal1,Bathtub,0.7,18917493616.227516,210043480.4139328,18575.0,18707450135.813583,89.5,[0.00284411 0.00097376 0.        ],[-76381009.76017001 -18966570.57597588    686810.00908256],1e-09,0.1,594.9474572198064,108.22536124357357,0.02
out_75360483-e6fd-4946-947c-6c71c387f380.h5,signal1,Bathtub,0.7,18917558172.696266,210108036.8826828,18575.0,18707450135.813583,89.5,[-0.00066806 -0.00122386  0.        ],[ 73255250.88249937 -28765563.95308001    686810.00908256],1e-09,0.1,594.9444240324401,108.22536124357357,0.02
out_a903bc8c-1d13-4943-96ee-267c524d1b77.h5,signal1,Bathtub,0.7,18917509927.203644,210059791.39006042,18575.0,18707450135.813583,89.5,[-0.00011558 -0.00324561  0.        ],[75785936.15511031 21219833.469898    -686810.00908256],1e-09,0.1,594.9466908408564,108.22536124357357,0.02
out_db33292d-ea25-40bf-83d1-ca1c553779d7.h5,signal1,Bathtub,0.7,18917468575.385002,210018439.57141876,18575.0,18707450135.813583,89.5,[-0.00262952 -0.00265206  0.        ],[74073143.21469541 26588698.83412657   686810.00908256],1e-09,0.1,594.9486337852907,108.22536124357357,0.02
