File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Trap length [metres],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_6dad0cc8-5311-44d0-a468-59764802e632.h5,1.0,27041741920.929245,231098869.76697922,18575.0,26810643051.162266,87.7,[0.0036 0.     0.    ],[78573178.50330994 -3246620.58734392  3158517.69570215],1e-09,0.1,495.5936552269512,154.60765618550025,0.02,0.005
out_18763bba-f653-401e-9b28-8ceb23e077f5.h5,1.0,27024041076.77424,213398025.6119728,18575.0,26810643051.162266,89.8,[0.00445 0.      0.     ],[68313221.70575921 39083109.19921158  -274726.93265739],1e-09,0.1,495.8310593253958,154.60765618550025,0.02,0.005
out_dfd0bd9b-a903-4cc7-85df-23436a22aea2.h5,1.0,27034173761.15239,223530709.99012375,18575.0,26810643051.162266,88.3,[0.0035 0.     0.    ],[  4654419.88119075 -78531178.85395573   2334841.05729442],1e-09,0.1,495.6950607477195,154.60765618550025,0.02,0.005
out_96f77742-a034-4c6b-bffe-d53a4db043bd.h5,1.0,27046450438.75822,235807387.5959549,18575.0,26810643051.162266,87.4,[0.00345 0.      0.     ],[-56225419.24275657  54956499.48332947  -3570231.77123046],1e-09,0.1,495.5306402698502,154.60765618550025,0.02,0.005
out_c7bf5d2b-0794-474f-ab34-395c54147681.h5,1.0,27040570494.552483,229927443.39021683,18575.0,26810643051.162266,87.8,[0.00265 0.      0.     ],[ 16226120.53318056 -76953532.47657962  -3021259.87030847],1e-09,0.1,495.60934149090974,154.60765618550025,0.02,0.005
out_26d94a4d-a10b-4873-8351-f0e7ba851e45.h5,1.0,27033192209.643707,222549158.4814415,18575.0,26810643051.162266,88.4,[0.0034 0.     0.    ],[-43915980.297531   -65274946.77867739   2197534.28481529],1e-09,0.1,495.7082233262771,154.60765618550025,0.02,0.005
out_034dfbce-33b3-4e8c-bf5c-cc7275442762.h5,1.0,27048209220.939575,237566169.77730942,18575.0,26810643051.162266,87.3,[0.00355 0.      0.     ],[ 72340534.78712684 -30779262.67726646   3707448.60268611],1e-09,0.1,495.50711676983394,154.60765618550025,0.02,0.005
out_2dfcb91a-6d23-489f-bb0b-d1a52c1a5a95.h5,1.0,27030282200.22158,219639149.05931473,18575.0,26810643051.162266,88.7,[0.00365 0.      0.     ],[15752188.84303435 77090475.58718123 -1785575.4760964 ],1e-09,0.1,495.74726106528743,154.60765618550025,0.02,0.005
out_47286572-b64a-4999-bc5a-429dd2b18f97.h5,1.0,27053632956.19906,242989905.03679276,18575.0,26810643051.162266,87.0,[0.0037 0.     0.    ],[-53884201.43161639 -57217021.85616226  -4119029.66409281],1e-09,0.1,495.43462492469007,154.60765618550025,0.02,0.005
out_1beffa42-20e9-4540-ab09-22b350b650fe.h5,1.0,27058128007.58276,247484956.42049408,18575.0,26810643051.162266,86.8,[0.0044 0.     0.    ],[-53718516.27625976  57352250.17660265   4393354.99849868],1e-09,0.1,495.3746026780059,154.60765618550025,0.02,0.005
out_bc3bc0fd-7687-419e-86ca-21ccd7981c9b.h5,1.0,27029435753.124073,218792701.96180725,18575.0,26810643051.162266,88.8,[0.0026 0.     0.    ],[17622625.76705287 76687596.85069828 -1648244.43709414],1e-09,0.1,495.7586202414854,154.60765618550025,0.02,0.005
out_3ec44225-f908-44d5-9e49-9b372f3d18ad.h5,1.0,27036540540.5769,225897489.4146347,18575.0,26810643051.162266,88.1,[0.0043 0.     0.    ],[78383775.73834889  6590578.16904922  2609432.84702172],1e-09,0.1,495.66333250732356,154.60765618550025,0.02,0.005
out_61b8f105-e7be-4591-b49d-f814b87bf931.h5,1.0,27043219442.93709,232576391.77482605,18575.0,26810643051.162266,87.6,[0.00425 0.      0.     ],[-74216484.30037297  25986776.34128716  -3295765.89970319],1e-09,0.1,495.57387514686786,154.60765618550025,0.02,0.005
out_5f17382a-1c40-40e2-8b7c-42ce08ed471d.h5,1.0,27024013856.799343,213370805.63707733,18575.0,26810643051.162266,89.9,[0.003 0.    0.   ],[-78067825.15945853  -9982833.53953624    137363.67554547],1e-09,0.1,495.8314250225849,154.60765618550025,0.02,0.005
out_7074197e-df02-4015-a435-ba5cb53e2807.h5,1.0,27032230324.91801,221587273.75574493,18575.0,26810643051.162266,88.5,[0.00095 0.      0.     ],[-43827659.60349418 -65338754.98695598   2060220.81826565],1e-09,0.1,495.7211245823178,154.60765618550025,0.02,0.005
out_aa150b0e-7c57-4042-abbd-a8b4e6aa15c6.h5,1.0,27035241798.716297,224598747.55403137,18575.0,26810643051.162266,88.2,[0.00415 0.      0.     ],[ 24158383.44563486 -74863356.78389044  -2472140.71744274],1e-09,0.1,495.680741213126,154.60765618550025,0.02,0.005
out_4201bdf0-4fa6-4e4e-afe3-dc8c8e4fff14.h5,1.0,27050350009.361805,239706958.19953918,18575.0,26810643051.162266,87.2,[0.0008 0.     0.    ],[29097692.52606395 73026050.71878779  3844654.14061033],1e-09,0.1,495.4784946921562,154.60765618550025,0.02,0.005
out_2413864f-8c8a-4480-af11-d44f4b4f8ecc.h5,1.0,27044892201.128223,234249149.96595764,18575.0,26810643051.162266,87.5,[0.004 0.    0.   ],[19505002.5856297  76171060.88676196  3433004.06422971],1e-09,0.1,495.55148814496465,154.60765618550025,0.02,0.005
out_dda8f135-fdc6-4ee6-b693-82378249d9ec.h5,1.0,27024698369.536396,214055318.37413025,18575.0,26810643051.162266,89.6,[0.00205 0.      0.     ],[60691839.37033426 50104489.79242489   549450.51785376],1e-09,0.1,495.8222292549309,154.60765618550025,0.02,0.005
out_71c91e09-b388-4d56-a4cc-5d1e04c18b09.h5,1.0,27025035240.842514,214392189.68024826,18575.0,26810643051.162266,89.5,[0.0022 0.     0.    ],[78104792.04252945 -9665966.65574054  -686810.00908256],1e-09,0.1,495.81770415860973,154.60765618550025,0.02,0.005
out_b86d0779-a806-4d4d-9cd1-8e36c429dd67.h5,1.0,27032029475.902,221386424.73973465,18575.0,26810643051.162266,88.5,[0.00405 0.      0.     ],[ -6594962.20256849 -78399764.815412     2060220.81826565],1e-09,0.1,495.723818765923,154.60765618550025,0.02,0.005
out_932893c9-afc6-4a65-aace-fb8cb66763d5.h5,1.0,27035487300.369938,224844249.20767212,18575.0,26810643051.162266,88.2,[0.00085 0.      0.     ],[65380706.8087967  43743717.91286793  2472140.71744274],1e-09,0.1,495.6774501061327,154.60765618550025,0.02,0.005
out_06c79efe-5ff0-4fab-ac9e-ce3625064a7b.h5,1.0,27049562741.21418,238919690.05191422,18575.0,26810643051.162266,87.2,[0.0041 0.     0.    ],[ 56922366.21136447 -54215533.00322368   3844654.14061033],1e-09,0.1,495.4890190037441,154.60765618550025,0.02,0.005
out_6ec483e6-7016-4412-97be-3fcd0adbb419.h5,1.0,27045186580.372353,234543529.21008682,18575.0,26810643051.162266,87.5,[0.0009 0.     0.    ],[ 50028090.60833153 -60660248.86665723  -3433004.06422971],1e-09,0.1,495.5475491269659,154.60765618550025,0.02,0.005
out_8ac8eeec-99eb-498f-a211-b0a300dc45a9.h5,1.0,27031132780.012135,220489728.84986877,18575.0,26810643051.162266,88.6,[0.0042 0.     0.    ],[-6778473.81517244 78387600.4453157   1922901.07592613],1e-09,0.1,495.7358482903475,154.60765618550025,0.02,0.005
out_fcd23810-9220-422e-8a51-bdaf18782e62.h5,1.0,27051647724.288383,241004673.1261177,18575.0,26810643051.162266,87.1,[0.00435 0.      0.     ],[-77745501.85676815 -11577693.51778605   3981847.96705131],1e-09,0.1,495.4611501250775,154.60765618550025,0.02,0.005
out_92e60648-07a0-4f64-a93d-f776437330d4.h5,1.0,27056083716.227985,245440665.0657196,18575.0,26810643051.162266,86.9,[0.00305 0.      0.     ],[67350890.3070941  40496956.74842676 -4256198.8138556 ],1e-09,0.1,495.40189360753925,154.60765618550025,0.02,0.005
out_46dcc12a-c671-408b-a950-e48d65f21031.h5,1.0,27067636864.23295,256993813.07068253,18575.0,26810643051.162266,86.5,[0.00225 0.      0.     ],[ 45220329.52517085 -64236262.46390852   4804741.58389951],1e-09,0.1,495.2478015639073,154.60765618550025,0.02,0.005
out_38f2c7e1-cadc-432e-8648-65ab5c18a7c3.h5,1.0,27026510436.68201,215867385.51974487,18575.0,26810643051.162266,89.2,[0.0023 0.     0.    ],[ 56377314.01029164 -54905847.59148273  -1098874.25626444],1e-09,0.1,495.79789172471783,154.60765618550025,0.02,0.005
out_5c5b31a4-37b9-484d-a23c-dcd4489c8e84.h5,1.0,27064212751.772522,253569700.6102562,18575.0,26810643051.162266,86.6,[0.002 0.    0.   ],[-73329667.86327332 -28199897.70356286   4667626.80126039],1e-09,0.1,495.29343567144116,154.60765618550025,0.02,0.005
out_ad789482-82ab-40a6-9072-cd0242162c15.h5,1.0,27027205570.352036,216562519.18976974,18575.0,26810643051.162266,89.1,[0.00215 0.      0.     ],[-77286818.24867335  14814878.91956068  -1236222.86846876],1e-09,0.1,495.7885577661965,154.60765618550025,0.02,0.005
out_31bc0635-1c4c-4459-bc18-eaba26fb7c1f.h5,1.0,27054307674.654743,243664623.49247742,18575.0,26810643051.162266,87.0,[0.0018 0.     0.    ],[ 38573615.76832726 -68478981.59704927   4119029.66409281],1e-09,0.1,495.4256121350291,154.60765618550025,0.02,0.005
out_98cbcfcb-90d6-4f2f-9578-a3d8169b72fa.h5,1.0,27041563686.145016,230920634.98274994,18575.0,26810643051.162266,87.7,[0.005 0.    0.   ],[29189927.76463016 73022140.7687206   3158517.69570215],1e-09,0.1,495.59604169473545,154.60765618550025,0.02,0.005
out_7b0d1afe-1752-45c5-ad5f-e5bd7a10aa17.h5,1.0,27030322215.43711,219679164.27484512,18575.0,26810643051.162266,88.7,[0.00195 0.      0.     ],[ 39923329.90007293 -67802659.30842493  -1785575.4760964 ],1e-09,0.1,495.74672411363906,154.60765618550025,0.02,0.005
out_0b6fe050-b5b4-43d3-89ce-3c8050ae5462.h5,1.0,27024192824.026245,213549772.86397934,18575.0,26810643051.162266,89.8,[0.00225 0.      0.     ],[73630885.24346301 27797093.78265452   274726.93265739],1e-09,0.1,495.82902065383865,154.60765618550025,0.02,0.005
out_65d79f4b-4ce5-4923-ac74-2c44658c92c6.h5,1.0,27040452270.293163,229809219.13089752,18575.0,26810643051.162266,87.8,[0.00405 0.      0.     ],[-78104689.59580725   9208181.7599294   -3021259.87030847],1e-09,0.1,495.61092479702967,154.60765618550025,0.02,0.005
out_0e9e0d97-b3d0-43e8-bfa9-3688a4b87f02.h5,1.0,27029502153.035538,218859101.87327194,18575.0,26810643051.162266,88.8,[0.0009 0.     0.    ],[62587438.39665715 47690219.17128783  1648244.43709414],1e-09,0.1,495.7577290991593,154.60765618550025,0.02,0.005
out_7b062be8-392f-4779-81e2-bd73277c53fc.h5,1.0,27024322079.54323,213679028.38096237,18575.0,26810643051.162266,89.7,[0.0032 0.     0.    ],[ 77530481.32036194 -13532028.96772938   -412089.35290339],1e-09,0.1,495.8272841978357,154.60765618550025,0.02,0.005
out_b4b68310-9891-4cc1-ae79-3e3a78e76fa7.h5,1.0,27025389683.367672,214746632.2054062,18575.0,26810643051.162266,89.4,[0.00305 0.      0.     ],[-63414064.59471601 -46607277.53308203   -824167.40816897],1e-09,0.1,495.8129433495375,154.60765618550025,0.02,0.005
out_164d162c-f9bf-4db5-a01b-16b8e9d7275b.h5,1.0,27042016962.808163,231373911.6458969,18575.0,26810643051.162266,87.7,[0.0019 0.     0.    ],[-28115545.83293066  73442501.37262174   3158517.69570215],1e-09,0.1,495.5899727245342,154.60765618550025,0.02,0.005
out_0c094001-4e0e-4b4d-897f-9f35436b675c.h5,1.0,27037985084.68209,227342033.51982498,18575.0,26810643051.162266,88.0,[0.00185 0.      0.     ],[78620487.61670366  2352792.35507286  2746717.02781569],1e-09,0.1,495.6439745275042,154.60765618550025,0.02,0.005
out_e5600811-8f38-4934-be86-d2c85a2877bc.h5,1.0,27058727897.975597,248084846.8133316,18575.0,26810643051.162266,86.8,[0.0022 0.     0.    ],[-26980224.29088213  73803977.45688303   4393354.99849868],1e-09,0.1,495.36659627652773,154.60765618550025,0.02,0.005
out_4054e384-a06a-47e0-b279-b78ef49c880c.h5,1.0,27025917108.10831,215274056.94604492,18575.0,26810643051.162266,89.3,[0.00315 0.      0.     ],[78569439.83585598 -4492188.56883764  -961522.29669855],1e-09,0.1,495.80585967463674,154.60765618550025,0.02,0.005
out_b7a4052e-37cc-45e4-9b2a-254d51f1bcb4.h5,1.0,27040712412.43135,230069361.26908493,18575.0,26810643051.162266,87.8,[0.00095 0.      0.     ],[-75684005.78610332  21379064.90823157  -3021259.87030847],1e-09,0.1,495.6074409179169,154.60765618550025,0.02,0.005
out_c1e8f64a-7a47-4b4e-afa8-fdf15716fcb6.h5,1.0,27029258889.7689,218615838.60663605,18575.0,26810643051.162266,88.8,[0.004 0.    0.   ],[ 20057856.70074369 -76086968.88582996  -1648244.43709414],1e-09,0.1,495.7609939510721,154.60765618550025,0.02,0.005
out_13c6bdda-0043-4263-af1c-285f236e7bc9.h5,1.0,27027823809.344074,217180758.18180847,18575.0,26810643051.162266,89.0,[0.0033 0.     0.    ],[-3034107.68768691 78633126.99910435 -1373567.71492384],1e-09,0.1,495.78025736456766,154.60765618550025,0.02,0.005
out_9bb29651-9cad-4d9d-b72e-f03e21b423c5.h5,1.0,27060984412.88786,250341361.72559357,18575.0,26810643051.162266,86.7,[0.00325 0.      0.     ],[-68989663.58446173  37605346.26313427  -4530497.80022054],1e-09,0.1,495.336488077761,154.60765618550025,0.02,0.005
out_2966848d-d0cf-4087-87cf-b67bc5fb7fff.h5,1.0,27068206810.431755,257563759.2694893,18575.0,26810643051.162266,86.5,[0.0001 0.     0.    ],[11572423.43922397 77699772.41562863 -4804741.58389951],1e-09,0.1,495.24020863628084,154.60765618550025,0.02,0.005
out_aea8ab34-57b5-405c-ad2d-98ec18ed9525.h5,1.0,27024795238.188377,214152187.0261116,18575.0,26810643051.162266,89.5,[0.00485 0.      0.     ],[-67900338.7237643  -39791122.78630415    686810.00908256],1e-09,0.1,495.8209280158901,154.60765618550025,0.02,0.005
out_654fd016-dc8a-4a30-9e6e-6f81a9e92a90.h5,1.0,27026582339.21173,215939288.04946518,18575.0,26810643051.162266,89.2,[5.e-05 0.e+00 0.e+00],[ 68474276.26006444 -38785656.18130667   1098874.25626444],1e-09,0.1,495.79692619036615,154.60765618550025,0.02,0.005
out_6908e052-93d6-4788-88c2-166f8ab526c4.h5,1.0,27064942562.487934,254299511.32566833,18575.0,26810643051.162266,86.6,[0.00035 0.      0.     ],[20709317.09835151 75786533.13583697  4667626.80126039],1e-09,0.1,495.28370676893053,154.60765618550025,0.02,0.005
out_22674c75-24b5-4876-8645-e5d853be8482.h5,1.0,27027258386.380943,216615335.21867752,18575.0,26810643051.162266,89.1,[0.0002 0.     0.    ],[40107525.9463604  67706124.35272557 -1236222.86846876],1e-09,0.1,495.78784862606705,154.60765618550025,0.02,0.005
out_1fa9fd1c-4b2a-4141-a278-23a6b6cd5e67.h5,1.0,27039026496.15769,228383444.99542236,18575.0,26810643051.162266,87.9,[0.00385 0.      0.     ],[-58104195.67643973  53007982.31840792  -2883992.84163323],1e-09,0.1,495.63002215994754,154.60765618550025,0.02,0.005
out_0c3fd8f9-ee06-4d53-be2a-856e3faad40b.h5,1.0,27056504375.095158,245861323.93289185,18575.0,26810643051.162266,86.9,[0.0013 0.     0.    ],[-69594491.68537931 -36506885.07796632  -4256198.8138556 ],1e-09,0.1,495.3962770116575,154.60765618550025,0.02,0.005
out_8ef4b9a7-3ff2-4b87-941b-977923bf3956.h5,1.0,27036683341.22635,226040290.0640831,18575.0,26810643051.162266,88.1,[0.00295 0.      0.     ],[54693508.22094564 56533814.46610047 -2609432.84702172],1e-09,0.1,495.6614186317471,154.60765618550025,0.02,0.005
out_2bb56dbb-679e-453a-b8f7-1a8fbf0670c2.h5,1.0,27043349217.655243,232706166.49297714,18575.0,26810643051.162266,87.6,[0.0028 0.     0.    ],[  3315346.93162503 -78564671.20304492   3295765.89970319],1e-09,0.1,495.57213807743466,154.60765618550025,0.02,0.005
out_07f14b50-0ea2-450d-8a7b-29dcba4d9c97.h5,1.0,27024735962.792805,214092911.63053894,18575.0,26810643051.162266,89.6,[0.0003 0.     0.    ],[-34536230.71177894  70719219.6770895    -549450.51785376],1e-09,0.1,495.82172426089323,154.60765618550025,0.02,0.005
out_aaed7ac3-b2cd-4cbe-9d0f-6042c70b0025.h5,1.0,27024049216.45927,213406165.2970047,18575.0,26810643051.162266,90.0,[0.0018 0.     0.    ],[7.32419340e+07 2.88076425e+07 4.81920734e-09],1e-09,0.1,495.83094997004827,154.60765618550025,0.02,0.005
out_2d088178-c5f1-4aa0-8dd5-f0b6efe30430.h5,1.0,27028517690.13034,217874638.9680748,18575.0,26810643051.162266,88.9,[0.0038 0.     0.    ],[-68459133.21695009 -38798523.09617805  -1510908.37725346],1e-09,0.1,495.7709425802109,154.60765618550025,0.02,0.005
out_c0ed6de5-358f-415a-8f76-3627038c8711.h5,1.0,27066274164.896656,255631113.73439026,18575.0,26810643051.162266,86.5,[0.0048 0.     0.    ],[-47359328.47028318  62675909.4432702   -4804741.58389951],1e-09,0.1,495.2659590545338,154.60765618550025,0.02,0.005
out_bafc7583-7744-4a04-b974-9bc41272e538.h5,1.0,27025088109.341656,214445058.17938995,18575.0,26810643051.162266,89.5,[0.00015 0.      0.     ],[-32521484.91731699 -71666885.4504602     686810.00908256],1e-09,0.1,495.8169940177264,154.60765618550025,0.02,0.005
out_ef5decc0-daf4-4efb-8dea-329123c6eca2.h5,1.0,27026328575.369545,215685524.2072792,18575.0,26810643051.162266,89.2,[0.00495 0.      0.     ],[-78229600.09484476  -8554724.06070599   1098874.25626444],1e-09,0.1,495.80033388674707,154.60765618550025,0.02,0.005
out_05fbbc8a-79a8-4293-885c-88c0db4e4cbe.h5,1.0,27024089417.04358,213446365.88131332,18575.0,26810643051.162266,89.9,[0.00135 0.      0.     ],[ 53076153.28369104 -58113374.04773542    137363.67554547],1e-09,0.1,495.83040988423164,154.60765618550025,0.02,0.005
out_11aa137b-1922-4dd2-a0c0-305a3a0d94cd.h5,1.0,27031272758.41905,220629707.25678253,18575.0,26810643051.162266,88.6,[0.00285 0.      0.     ],[39410457.40361212 68098307.30697726  1922901.07592613],1e-09,0.1,495.7339702889887,154.60765618550025,0.02,0.005
out_a7c28d50-571b-499a-bfc5-466372e28d40.h5,1.0,27051909063.528957,241266012.3666916,18575.0,26810643051.162266,87.1,[0.0029 0.     0.    ],[-14665262.64061306 -77222639.93049166   3981847.96705131],1e-09,0.1,495.45765772613856,154.60765618550025,0.02,0.005
out_d6d34d26-a66b-4fb5-a437-8f8ca6491c99.h5,1.0,27026029490.580368,215386439.41810226,18575.0,26810643051.162266,89.3,[0.0012 0.     0.    ],[-67423987.47532538  40587467.85875359    961522.29669855],1e-09,0.1,495.80435039402937,154.60765618550025,0.02,0.005
out_dd8c96be-3043-4e44-b3f4-0b2588b725fb.h5,1.0,27027901594.07225,217258542.9099846,18575.0,26810643051.162266,89.0,[0.00105 0.      0.     ],[76218263.08237197 19574239.29107057 -1373567.71492384],1e-09,0.1,495.7792131061175,154.60765618550025,0.02,0.005
out_de49eb9a-9fde-4e90-a986-22034e663948.h5,1.0,27061447116.643787,250804065.4815216,18575.0,26810643051.162266,86.7,[0.0011 0.     0.    ],[-33689262.39043089 -70984289.44954039   4530497.80022054],1e-09,0.1,495.3303159285564,154.60765618550025,0.02,0.005
out_0e14c745-afb4-422c-b607-a9c7560494a8.h5,1.0,27046229021.93542,235585970.7731552,18575.0,26810643051.162266,87.4,[0.0038 0.     0.    ],[ 31604673.03870183 -71990688.61041465   3570231.77123046],1e-09,0.1,495.53360225591376,154.60765618550025,0.02,0.005
out_73d8e681-7c8a-4f5a-b68d-61708e0348c9.h5,1.0,27034153463.69385,223510412.5315857,18575.0,26810643051.162266,88.3,[0.00395 0.      0.     ],[ 76639313.41282578 -17754585.78038559  -2334841.05729442],1e-09,0.1,495.695332910943,154.60765618550025,0.02,0.005
out_6f9a0046-0a71-4aef-8902-31dbeb2a837b.h5,1.0,27023992401.426258,213349350.2639923,18575.0,26810643051.162266,89.8,[0.0048 0.     0.    ],[77049715.15373403 16047650.27118166   274726.93265739],1e-09,0.1,495.8317132743698,154.60765618550025,0.02,0.005
out_4a7f4634-2429-462d-bb63-d1f77bf25ad8.h5,1.0,27059000522.997704,248357471.83543777,18575.0,26810643051.162266,86.8,[0.00015 0.      0.     ],[-73219900.09856384  28527282.04366365   4393354.99849868],1e-09,0.1,495.36295800714834,154.60765618550025,0.02,0.005
out_3b7cd556-84b7-4ead-b133-fbde75b464ac.h5,1.0,27024436010.614635,213792959.4523697,18575.0,26810643051.162266,89.7,[0.00115 0.      0.     ],[-71403001.14243251  33101401.32387511   -412089.35290339],1e-09,0.1,495.82575365065435,154.60765618550025,0.02,0.005
out_c1ada3ab-1f34-4a3a-806b-2d19ce37a34b.h5,1.0,27025492477.947815,214849426.78554916,18575.0,26810643051.162266,89.4,[0.0013 0.     0.    ],[-77911025.71254998 -11110984.64974743    824167.40816897],1e-09,0.1,495.8115626916791,154.60765618550025,0.02,0.005
out_c6ec0102-7cb6-46ee-a5d1-bc39fcad58b5.h5,1.0,27024243111.741096,213600060.57883072,18575.0,26810643051.162266,89.8,[0.0001 0.     0.    ],[63993581.96751589 45814922.80321483   274726.93265739],1e-09,0.1,495.828345069002,154.60765618550025,0.02,0.005
out_45c4bd57-9c29-465d-b733-2d48b9a34e03.h5,1.0,27057866362.870342,247223311.70807648,18575.0,26810643051.162266,86.8,[0.00485 0.      0.     ],[-70895521.05189769  33893726.35197158   4393354.99849868],1e-09,0.1,495.3780949919888,154.60765618550025,0.02,0.005
out_c03d1f49-2d9c-4cf4-b20a-03c841b00001.h5,1.0,27048103159.979694,237460108.8174286,18575.0,26810643051.162266,87.3,[0.0039 0.     0.    ],[-61467708.35579281 -49012618.92340457   3707448.60268611],1e-09,0.1,495.50853509748254,154.60765618550025,0.02,0.005
out_8fae3c69-3e1f-4b16-93a9-5581001eee8a.h5,1.0,27033217518.30188,222574467.1396141,18575.0,26810643051.162266,88.4,[0.00385 0.      0.     ],[34970972.69710533 70473137.23022845 -2197534.28481529],1e-09,0.1,495.70788390669355,154.60765618550025,0.02,0.005
out_7269ade9-cebe-47a7-9240-209473199b6c.h5,1.0,27033252368.503143,222609317.34087753,18575.0,26810643051.162266,88.4,[0.00325 0.      0.     ],[-42587691.16191724  66149229.50382304   2197534.28481529],1e-09,0.1,495.70741652622814,154.60765618550025,0.02,0.005
